municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,15,15
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,15,15
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,32,32
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,29,29
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,26,26
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,24,24
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,93,93
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
CATACORA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,51,51
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,35,35
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,20,20
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
CHIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
CHOQUE COTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,21,21
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,16,16
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,30,30
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,527,527
COIPASA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,62,62
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
COLLANA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,64,64
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,35,35
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
CONCEPCION,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,51,51
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,18,18
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,43,43
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,15,15
CURVA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,509,509
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,27,27
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,25,25
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
ESCOMA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
EXALTACION,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,27,27
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,18,18
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,13,13
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,37,37
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1302,1302
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
LICOMA PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
LLALLAGUA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,56,56
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
LORETO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
MACHACAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,28,28
MALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,20,20
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,26,26
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,54,54
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,92,92
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,13,13
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,587,587
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,21,21
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,60,60
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
PATACAMAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
PELECHUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,33,33
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,18,18
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
PORVENIR,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,403,403
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
PUCARA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,30,30
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,48,48
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,60,60
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,24,24
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,26,26
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,69,69
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
REYES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,181,181
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,25,25
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,74,74
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,15,15
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,32,32
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,133,133
SAN JAVIER(BNI),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,28,28
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,39,39
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,9,9
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,44,44
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,57,57
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
SAN PEDRO DE QUEMES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
SAN PEDRO(PND),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,22,22
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1373,1373
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,23,23
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
SENA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,34,34
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,20,20
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,34,34
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,16,16
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,324,324
TACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,16,16
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,32,32
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,43,43
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,150,150
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,16,16
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,18,18
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,106,106
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,12,12
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,19,19
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
TRIGAL,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,60,60
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,34,34
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,11,11
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,15,15
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,21,21
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,75,75
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,21,21
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,54,54
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,4,4
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,3,3
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,22,22
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,86,86
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,54,54
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,14,14
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,7,7
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,1,1
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,27,27
YACO,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,17,17
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,87,87
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,10,10
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,2,2
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,75,75
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,5,5
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,16,16
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2011-01-01,8,8
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,4,4
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,31,31
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,7,7
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,24,24
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,4,4
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,13,13
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,21,21
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,4,4
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,1,1
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,4,4
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2011-02-01,3,3
