municipality,group,variable,month,Cesáreas,TOTAL
YAPACANI,atencion de partos en servicios,cesareas,2011-01-01,22,22
AIQUILE,atencion de partos en servicios,cesareas,2011-02-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2011-02-01,8,8
BAURES,atencion de partos en servicios,cesareas,2011-02-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2011-02-01,22,22
CAMARGO,atencion de partos en servicios,cesareas,2011-02-01,1,1
CAMIRI,atencion de partos en servicios,cesareas,2011-02-01,30,30
CARANAVI,atencion de partos en servicios,cesareas,2011-02-01,18,18
CHALLAPATA,atencion de partos en servicios,cesareas,2011-02-01,3,3
CHARAGUA,atencion de partos en servicios,cesareas,2011-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2011-02-01,4,4
COBIJA,atencion de partos en servicios,cesareas,2011-02-01,67,67
COCHABAMBA,atencion de partos en servicios,cesareas,2011-02-01,639,639
COLCAPIRHUA,atencion de partos en servicios,cesareas,2011-02-01,17,17
COMARAPA,atencion de partos en servicios,cesareas,2011-02-01,19,19
CONCEPCION,atencion de partos en servicios,cesareas,2011-02-01,8,8
COROICO,atencion de partos en servicios,cesareas,2011-02-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2011-02-01,6,6
CULPINA,atencion de partos en servicios,cesareas,2011-02-01,3,3
EL ALTO,atencion de partos en servicios,cesareas,2011-02-01,226,226
EL TORNO,atencion de partos en servicios,cesareas,2011-02-01,14,14
GUAYARAMERIN,atencion de partos en servicios,cesareas,2011-02-01,37,37
HUARACAJE,atencion de partos en servicios,cesareas,2011-02-01,1,1
LA PAZ,atencion de partos en servicios,cesareas,2011-02-01,426,426
LLALLAGUA,atencion de partos en servicios,cesareas,2011-02-01,2,2
MAGDALENA,atencion de partos en servicios,cesareas,2011-02-01,6,6
MAIRANA,atencion de partos en servicios,cesareas,2011-02-01,9,9
MONTEAGUDO,atencion de partos en servicios,cesareas,2011-02-01,15,15
MONTERO,atencion de partos en servicios,cesareas,2011-02-01,84,84
ORURO,atencion de partos en servicios,cesareas,2011-02-01,252,252
PADILLA,atencion de partos en servicios,cesareas,2011-02-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2011-02-01,27,27
POTOSI,atencion de partos en servicios,cesareas,2011-02-01,76,76
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2011-02-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2011-02-01,17,17
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2011-02-01,6,6
PUNATA,atencion de partos en servicios,cesareas,2011-02-01,35,35
QUILLACOLLO,atencion de partos en servicios,cesareas,2011-02-01,24,24
REYES,atencion de partos en servicios,cesareas,2011-02-01,4,4
RIBERALTA,atencion de partos en servicios,cesareas,2011-02-01,49,49
ROBORE,atencion de partos en servicios,cesareas,2011-02-01,13,13
RURRENABAQUE,atencion de partos en servicios,cesareas,2011-02-01,6,6
SACABA,atencion de partos en servicios,cesareas,2011-02-01,41,41
SAMAIPATA,atencion de partos en servicios,cesareas,2011-02-01,8,8
SAN BORJA,atencion de partos en servicios,cesareas,2011-02-01,25,25
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2011-02-01,7,7
SAN CARLOS,atencion de partos en servicios,cesareas,2011-02-01,13,13
SAN IGNACIO,atencion de partos en servicios,cesareas,2011-02-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2011-02-01,33,33
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2011-02-01,5,5
SAN JOAQUIN,atencion de partos en servicios,cesareas,2011-02-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2011-02-01,12,12
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2011-02-01,3,3
SAN JULIAN,atencion de partos en servicios,cesareas,2011-02-01,13,13
SAN MATIAS,atencion de partos en servicios,cesareas,2011-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,cesareas,2011-02-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2011-02-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2011-02-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2011-02-01,1583,1583
SANTA ROSA,atencion de partos en servicios,cesareas,2011-02-01,3,3
SHINAOTA,atencion de partos en servicios,cesareas,2011-02-01,14,14
SUCRE,atencion de partos en servicios,cesareas,2011-02-01,207,207
TARABUCO,atencion de partos en servicios,cesareas,2011-02-01,2,2
TARIJA,atencion de partos en servicios,cesareas,2011-02-01,149,149
TARVITA,atencion de partos en servicios,cesareas,2011-02-01,2,2
TIQUIPAYA,atencion de partos en servicios,cesareas,2011-02-01,20,20
TOTORA(CBBA),atencion de partos en servicios,cesareas,2011-02-01,1,1
TRINIDAD,atencion de partos en servicios,cesareas,2011-02-01,130,130
TUPIZA,atencion de partos en servicios,cesareas,2011-02-01,15,15
UYUNI,atencion de partos en servicios,cesareas,2011-02-01,12,12
VALLEGRANDE,atencion de partos en servicios,cesareas,2011-02-01,9,9
VILLA MONTES,atencion de partos en servicios,cesareas,2011-02-01,45,45
VILLA TUNARI,atencion de partos en servicios,cesareas,2011-02-01,36,36
VILLAZON,atencion de partos en servicios,cesareas,2011-02-01,6,6
VINTO,atencion de partos en servicios,cesareas,2011-02-01,4,4
WARNES,atencion de partos en servicios,cesareas,2011-02-01,8,8
YACUIBA,atencion de partos en servicios,cesareas,2011-02-01,64,64
YAPACANI,atencion de partos en servicios,cesareas,2011-02-01,19,19
ZUDAÑEZ,atencion de partos en servicios,cesareas,2011-02-01,1,1
AIQUILE,atencion de partos en servicios,cesareas,2011-03-01,17,17
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2011-03-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2011-03-01,1,1
BAURES,atencion de partos en servicios,cesareas,2011-03-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2011-03-01,14,14
CAMARGO,atencion de partos en servicios,cesareas,2011-03-01,2,2
CAMIRI,atencion de partos en servicios,cesareas,2011-03-01,35,35
CARANAVI,atencion de partos en servicios,cesareas,2011-03-01,27,27
CHALLAPATA,atencion de partos en servicios,cesareas,2011-03-01,4,4
CHARAGUA,atencion de partos en servicios,cesareas,2011-03-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2011-03-01,5,5
COBIJA,atencion de partos en servicios,cesareas,2011-03-01,68,68
COCHABAMBA,atencion de partos en servicios,cesareas,2011-03-01,783,783
COLCAPIRHUA,atencion de partos en servicios,cesareas,2011-03-01,14,14
COMARAPA,atencion de partos en servicios,cesareas,2011-03-01,10,10
CONCEPCION,atencion de partos en servicios,cesareas,2011-03-01,7,7
COROICO,atencion de partos en servicios,cesareas,2011-03-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2011-03-01,21,21
CULPINA,atencion de partos en servicios,cesareas,2011-03-01,3,3
EL ALTO,atencion de partos en servicios,cesareas,2011-03-01,204,204
EL TORNO,atencion de partos en servicios,cesareas,2011-03-01,12,12
GUAYARAMERIN,atencion de partos en servicios,cesareas,2011-03-01,34,34
HUARACAJE,atencion de partos en servicios,cesareas,2011-03-01,2,2
LA PAZ,atencion de partos en servicios,cesareas,2011-03-01,563,563
LLALLAGUA,atencion de partos en servicios,cesareas,2011-03-01,4,4
MAGDALENA,atencion de partos en servicios,cesareas,2011-03-01,3,3
MAIRANA,atencion de partos en servicios,cesareas,2011-03-01,14,14
MONTEAGUDO,atencion de partos en servicios,cesareas,2011-03-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2011-03-01,120,120
OCURI,atencion de partos en servicios,cesareas,2011-03-01,2,2
ORURO,atencion de partos en servicios,cesareas,2011-03-01,266,266
PADILLA,atencion de partos en servicios,cesareas,2011-03-01,5,5
PORTACHUELO,atencion de partos en servicios,cesareas,2011-03-01,32,32
POTOSI,atencion de partos en servicios,cesareas,2011-03-01,79,79
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2011-03-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2011-03-01,28,28
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2011-03-01,21,21
PUNATA,atencion de partos en servicios,cesareas,2011-03-01,46,46
QUILLACOLLO,atencion de partos en servicios,cesareas,2011-03-01,45,45
REYES,atencion de partos en servicios,cesareas,2011-03-01,1,1
RIBERALTA,atencion de partos en servicios,cesareas,2011-03-01,65,65
ROBORE,atencion de partos en servicios,cesareas,2011-03-01,6,6
RURRENABAQUE,atencion de partos en servicios,cesareas,2011-03-01,16,16
SACABA,atencion de partos en servicios,cesareas,2011-03-01,47,47
SAMAIPATA,atencion de partos en servicios,cesareas,2011-03-01,5,5
SAN BORJA,atencion de partos en servicios,cesareas,2011-03-01,25,25
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2011-03-01,6,6
SAN CARLOS,atencion de partos en servicios,cesareas,2011-03-01,25,25
SAN IGNACIO,atencion de partos en servicios,cesareas,2011-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2011-03-01,33,33
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2011-03-01,5,5
SAN JOAQUIN,atencion de partos en servicios,cesareas,2011-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2011-03-01,14,14
SAN JULIAN,atencion de partos en servicios,cesareas,2011-03-01,4,4
SAN MATIAS,atencion de partos en servicios,cesareas,2011-03-01,3,3
SAN RAMON BENI,atencion de partos en servicios,cesareas,2011-03-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2011-03-01,8,8
SANTA ANA,atencion de partos en servicios,cesareas,2011-03-01,7,7
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2011-03-01,1736,1736
SANTA ROSA,atencion de partos en servicios,cesareas,2011-03-01,2,2
SHINAOTA,atencion de partos en servicios,cesareas,2011-03-01,12,12
SOPACHUY,atencion de partos en servicios,cesareas,2011-03-01,3,3
SUCRE,atencion de partos en servicios,cesareas,2011-03-01,213,213
TARABUCO,atencion de partos en servicios,cesareas,2011-03-01,1,1
TARIJA,atencion de partos en servicios,cesareas,2011-03-01,161,161
TIQUIPAYA,atencion de partos en servicios,cesareas,2011-03-01,19,19
TOTORA(CBBA),atencion de partos en servicios,cesareas,2011-03-01,4,4
TRINIDAD,atencion de partos en servicios,cesareas,2011-03-01,107,107
TUPIZA,atencion de partos en servicios,cesareas,2011-03-01,11,11
UYUNI,atencion de partos en servicios,cesareas,2011-03-01,8,8
VALLEGRANDE,atencion de partos en servicios,cesareas,2011-03-01,27,27
VIACHA,atencion de partos en servicios,cesareas,2011-03-01,2,2
VILLA MONTES,atencion de partos en servicios,cesareas,2011-03-01,27,27
VILLA TUNARI,atencion de partos en servicios,cesareas,2011-03-01,37,37
VILLAZON,atencion de partos en servicios,cesareas,2011-03-01,7,7
VINTO,atencion de partos en servicios,cesareas,2011-03-01,1,1
WARNES,atencion de partos en servicios,cesareas,2011-03-01,7,7
YACUIBA,atencion de partos en servicios,cesareas,2011-03-01,87,87
YAPACANI,atencion de partos en servicios,cesareas,2011-03-01,15,15
AIQUILE,atencion de partos en servicios,cesareas,2011-04-01,21,21
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2011-04-01,20,20
BAURES,atencion de partos en servicios,cesareas,2011-04-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2011-04-01,17,17
CAMARGO,atencion de partos en servicios,cesareas,2011-04-01,10,10
CAMIRI,atencion de partos en servicios,cesareas,2011-04-01,37,37
CARANAVI,atencion de partos en servicios,cesareas,2011-04-01,21,21
CHALLAPATA,atencion de partos en servicios,cesareas,2011-04-01,2,2
CHARAGUA,atencion de partos en servicios,cesareas,2011-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2011-04-01,5,5
COBIJA,atencion de partos en servicios,cesareas,2011-04-01,58,58
COCHABAMBA,atencion de partos en servicios,cesareas,2011-04-01,761,761
COLCAPIRHUA,atencion de partos en servicios,cesareas,2011-04-01,25,25
COMARAPA,atencion de partos en servicios,cesareas,2011-04-01,9,9
CONCEPCION,atencion de partos en servicios,cesareas,2011-04-01,3,3
COROICO,atencion de partos en servicios,cesareas,2011-04-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2011-04-01,10,10
CULPINA,atencion de partos en servicios,cesareas,2011-04-01,1,1
EL ALTO,atencion de partos en servicios,cesareas,2011-04-01,276,276
EL TORNO,atencion de partos en servicios,cesareas,2011-04-01,11,11
GUAYARAMERIN,atencion de partos en servicios,cesareas,2011-04-01,42,42
HUANUNI,atencion de partos en servicios,cesareas,2011-04-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,cesareas,2011-04-01,2,2
LA PAZ,atencion de partos en servicios,cesareas,2011-04-01,571,571
LLALLAGUA,atencion de partos en servicios,cesareas,2011-04-01,8,8
MAGDALENA,atencion de partos en servicios,cesareas,2011-04-01,9,9
MAIRANA,atencion de partos en servicios,cesareas,2011-04-01,11,11
MONTEAGUDO,atencion de partos en servicios,cesareas,2011-04-01,14,14
MONTERO,atencion de partos en servicios,cesareas,2011-04-01,124,124
ORURO,atencion de partos en servicios,cesareas,2011-04-01,234,234
PADILLA,atencion de partos en servicios,cesareas,2011-04-01,3,3
PATACAMAYA,atencion de partos en servicios,cesareas,2011-04-01,2,2
PORTACHUELO,atencion de partos en servicios,cesareas,2011-04-01,25,25
POTOSI,atencion de partos en servicios,cesareas,2011-04-01,59,59
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2011-04-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2011-04-01,28,28
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2011-04-01,9,9
PUNATA,atencion de partos en servicios,cesareas,2011-04-01,39,39
QUILLACOLLO,atencion de partos en servicios,cesareas,2011-04-01,43,43
REYES,atencion de partos en servicios,cesareas,2011-04-01,5,5
RIBERALTA,atencion de partos en servicios,cesareas,2011-04-01,71,71
ROBORE,atencion de partos en servicios,cesareas,2011-04-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2011-04-01,8,8
SACABA,atencion de partos en servicios,cesareas,2011-04-01,36,36
SAMAIPATA,atencion de partos en servicios,cesareas,2011-04-01,1,1
SAN BORJA,atencion de partos en servicios,cesareas,2011-04-01,29,29
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2011-04-01,4,4
SAN CARLOS,atencion de partos en servicios,cesareas,2011-04-01,12,12
SAN IGNACIO,atencion de partos en servicios,cesareas,2011-04-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2011-04-01,45,45
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2011-04-01,4,4
SAN JOAQUIN,atencion de partos en servicios,cesareas,2011-04-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2011-04-01,14,14
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2011-04-01,8,8
SAN JULIAN,atencion de partos en servicios,cesareas,2011-04-01,7,7
SAN MATIAS,atencion de partos en servicios,cesareas,2011-04-01,4,4
SAN RAMON BENI,atencion de partos en servicios,cesareas,2011-04-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2011-04-01,4,4
SANTA ANA,atencion de partos en servicios,cesareas,2011-04-01,10,10
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2011-04-01,1586,1586
SHINAOTA,atencion de partos en servicios,cesareas,2011-04-01,20,20
SOPACHUY,atencion de partos en servicios,cesareas,2011-04-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2011-04-01,222,222
TARIJA,atencion de partos en servicios,cesareas,2011-04-01,165,165
TIQUIPAYA,atencion de partos en servicios,cesareas,2011-04-01,20,20
TRINIDAD,atencion de partos en servicios,cesareas,2011-04-01,132,132
TUPIZA,atencion de partos en servicios,cesareas,2011-04-01,6,6
UYUNI,atencion de partos en servicios,cesareas,2011-04-01,12,12
VALLEGRANDE,atencion de partos en servicios,cesareas,2011-04-01,22,22
VILLA MONTES,atencion de partos en servicios,cesareas,2011-04-01,29,29
VILLA TUNARI,atencion de partos en servicios,cesareas,2011-04-01,35,35
VILLAZON,atencion de partos en servicios,cesareas,2011-04-01,7,7
VINTO,atencion de partos en servicios,cesareas,2011-04-01,13,13
WARNES,atencion de partos en servicios,cesareas,2011-04-01,25,25
YACUIBA,atencion de partos en servicios,cesareas,2011-04-01,57,57
YAPACANI,atencion de partos en servicios,cesareas,2011-04-01,13,13
ACHACACHI,atencion de partos en servicios,cesareas,2011-05-01,2,2
AIQUILE,atencion de partos en servicios,cesareas,2011-05-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2011-05-01,26,26
BAURES,atencion de partos en servicios,cesareas,2011-05-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2011-05-01,29,29
CAMARGO,atencion de partos en servicios,cesareas,2011-05-01,9,9
CAMIRI,atencion de partos en servicios,cesareas,2011-05-01,47,47
CARANAVI,atencion de partos en servicios,cesareas,2011-05-01,22,22
CHALLAPATA,atencion de partos en servicios,cesareas,2011-05-01,4,4
CHARAGUA,atencion de partos en servicios,cesareas,2011-05-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2011-05-01,7,7
COBIJA,atencion de partos en servicios,cesareas,2011-05-01,61,61
COCHABAMBA,atencion de partos en servicios,cesareas,2011-05-01,769,769
COLCAPIRHUA,atencion de partos en servicios,cesareas,2011-05-01,15,15
COMARAPA,atencion de partos en servicios,cesareas,2011-05-01,17,17
CONCEPCION,atencion de partos en servicios,cesareas,2011-05-01,10,10
COROICO,atencion de partos en servicios,cesareas,2011-05-01,9,9
COTOCA,atencion de partos en servicios,cesareas,2011-05-01,7,7
CULPINA,atencion de partos en servicios,cesareas,2011-05-01,3,3
EL ALTO,atencion de partos en servicios,cesareas,2011-05-01,255,255
EL TORNO,atencion de partos en servicios,cesareas,2011-05-01,10,10
ESCOMA,atencion de partos en servicios,cesareas,2011-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2011-05-01,40,40
HUANUNI,atencion de partos en servicios,cesareas,2011-05-01,3,3
LA PAZ,atencion de partos en servicios,cesareas,2011-05-01,559,559
LLALLAGUA,atencion de partos en servicios,cesareas,2011-05-01,3,3
MAGDALENA,atencion de partos en servicios,cesareas,2011-05-01,5,5
MAIRANA,atencion de partos en servicios,cesareas,2011-05-01,12,12
MONTEAGUDO,atencion de partos en servicios,cesareas,2011-05-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2011-05-01,120,120
ORURO,atencion de partos en servicios,cesareas,2011-05-01,253,253
PADILLA,atencion de partos en servicios,cesareas,2011-05-01,3,3
PATACAMAYA,atencion de partos en servicios,cesareas,2011-05-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2011-05-01,25,25
POTOSI,atencion de partos en servicios,cesareas,2011-05-01,101,101
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2011-05-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2011-05-01,25,25
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2011-05-01,8,8
PUNATA,atencion de partos en servicios,cesareas,2011-05-01,46,46
QUILLACOLLO,atencion de partos en servicios,cesareas,2011-05-01,38,38
REYES,atencion de partos en servicios,cesareas,2011-05-01,7,7
RIBERALTA,atencion de partos en servicios,cesareas,2011-05-01,74,74
ROBORE,atencion de partos en servicios,cesareas,2011-05-01,8,8
RURRENABAQUE,atencion de partos en servicios,cesareas,2011-05-01,17,17
SACABA,atencion de partos en servicios,cesareas,2011-05-01,48,48
SAMAIPATA,atencion de partos en servicios,cesareas,2011-05-01,8,8
SAN BORJA,atencion de partos en servicios,cesareas,2011-05-01,27,27
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2011-05-01,1,1
SAN CARLOS,atencion de partos en servicios,cesareas,2011-05-01,20,20
SAN IGNACIO,atencion de partos en servicios,cesareas,2011-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2011-05-01,39,39
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2011-05-01,8,8
SAN JOAQUIN,atencion de partos en servicios,cesareas,2011-05-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2011-05-01,13,13
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2011-05-01,1,1
SAN JULIAN,atencion de partos en servicios,cesareas,2011-05-01,13,13
SAN LUCAS,atencion de partos en servicios,cesareas,2011-05-01,1,1
SAN MATIAS,atencion de partos en servicios,cesareas,2011-05-01,4,4
SAN RAMON BENI,atencion de partos en servicios,cesareas,2011-05-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2011-05-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2011-05-01,13,13
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2011-05-01,1561,1561
SANTA ROSA,atencion de partos en servicios,cesareas,2011-05-01,2,2
SHINAOTA,atencion de partos en servicios,cesareas,2011-05-01,28,28
SOPACHUY,atencion de partos en servicios,cesareas,2011-05-01,1,1
SUCRE,atencion de partos en servicios,cesareas,2011-05-01,190,190
TARABUCO,atencion de partos en servicios,cesareas,2011-05-01,1,1
TARIJA,atencion de partos en servicios,cesareas,2011-05-01,168,168
TIQUIPAYA,atencion de partos en servicios,cesareas,2011-05-01,21,21
TOTORA(CBBA),atencion de partos en servicios,cesareas,2011-05-01,3,3
TRINIDAD,atencion de partos en servicios,cesareas,2011-05-01,122,122
TUPIZA,atencion de partos en servicios,cesareas,2011-05-01,10,10
UYUNI,atencion de partos en servicios,cesareas,2011-05-01,10,10
VALLEGRANDE,atencion de partos en servicios,cesareas,2011-05-01,17,17
VIACHA,atencion de partos en servicios,cesareas,2011-05-01,1,1
VILLA MONTES,atencion de partos en servicios,cesareas,2011-05-01,39,39
VILLA TUNARI,atencion de partos en servicios,cesareas,2011-05-01,48,48
VILLAZON,atencion de partos en servicios,cesareas,2011-05-01,5,5
VINTO,atencion de partos en servicios,cesareas,2011-05-01,13,13
