municipality,group,variable,month,Nacidos muertos,TOTAL
APOLO,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-02-01,24,24
COMARAPA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-02-01,23,23
EL PUENTE(STC),atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
INCAHUASI,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-02-01,20,20
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2011-02-01,7,7
ORURO,atencion de partos en servicios,nacidos muertos,2011-02-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-02-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
PUERTO RICO,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-02-01,29,29
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-02-01,10,10
TARIJA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
TARVITA,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2011-02-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-02-01,4,4
VILLAZON,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2011-02-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-03-01,4,4
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-03-01,4,4
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-03-01,22,22
COLOMI,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
COPACABANA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-03-01,26,26
EL TORNO,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
HUACARETA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-03-01,22,22
MAGDALENA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-03-01,7,7
ORURO,atencion de partos en servicios,nacidos muertos,2011-03-01,10,10
POTOSI,atencion de partos en servicios,nacidos muertos,2011-03-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-03-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SABAYA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-03-01,48,48
SUCRE,atencion de partos en servicios,nacidos muertos,2011-03-01,10,10
TINGUIPAYA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2011-03-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-03-01,4,4
VILLAZON,atencion de partos en servicios,nacidos muertos,2011-03-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2011-03-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos,2011-03-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-04-01,2,2
CARAPARI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
CHUMA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-04-01,12,12
COLOMI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-04-01,27,27
EL PUENTE(TJA),atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2011-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-04-01,16,16
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-04-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-04-01,8,8
OCURI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2011-04-01,13,13
POROMA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-04-01,9,9
PUCARANI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2011-04-01,4,4
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-04-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos,2011-04-01,6,6
SACACA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-04-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-04-01,22,22
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SOPACHUY,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-04-01,8,8
TARABUCO,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
TOMINA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2011-04-01,3,3
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-04-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2011-04-01,3,3
VINTO,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2011-04-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2011-04-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
AYO AYO,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
COBIJA,atencion de partos en servicios,nacidos muertos,2011-05-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-05-01,16,16
COTOCA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-05-01,27,27
ESCOMA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-05-01,26,26
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-05-01,7,7
MAGDALENA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
MOCOMOCO,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-05-01,8,8
OCURI,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2011-05-01,18,18
PADCAYA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-05-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-05-01,30,30
SUCRE,atencion de partos en servicios,nacidos muertos,2011-05-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
TARVITA,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
TIPUANI,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
TRIGAL,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-05-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2011-05-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-05-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2011-05-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ACHOCALLA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ANDAMARCA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CAJUATA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-06-01,3,3
CKOCHAS,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-06-01,16,16
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-06-01,17,17
EL TORNO,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-06-01,24,24
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-06-01,3,3
MAIRANA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2011-06-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-06-01,9,9
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-06-01,3,3
REYES,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-06-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-06-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-06-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SOPACHUY,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-06-01,15,15
TARIJA,atencion de partos en servicios,nacidos muertos,2011-06-01,4,4
TARVITA,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-06-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
VILLA SERRANO,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
BAURES,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-07-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
CHUMA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-07-01,19,19
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
COLOMI,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
CULPINA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-07-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-07-01,19,19
LAGUNILLAS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
MINEROS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-07-01,4,4
OCURI,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2011-07-01,7,7
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
POJO (CBBA),atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-07-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-07-01,3,3
SACABA,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
SACABAMBA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
