,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,18,18
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,25,25
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,1204,1204
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,19,19
SANTIAGO DE MACHACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,12,12
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,8,8
SICA SICA (VILLA AROMA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,13,13
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,86,86
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,18,18
SORATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,12,12
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,448,448
TACOPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,31,31
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,19,19
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,374,374
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
TEOPONTE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
TIQUIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,136,136
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,20,20
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,19,19
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,56,56
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,46,46
VIACHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,43,43
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,31,31
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,90,90
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,309,309
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,27,27
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,187,187
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,147,147
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,98,98
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,12,12
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,21,21
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,43,43
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,16,16
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
ARQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,114,114
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,61,61
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,16,16
BOLIVAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,44,44
"CAIZA ""D""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,32,32
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,2,2
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,31,31
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,25,25
CARACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,17,17
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,91,91
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,12,12
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,90,90
CHIMORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,15,15
CHIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,27,27
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,36,36
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,304,304
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,876,876
COLCAPIRHUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
"COLCHA ""K""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,12,12
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
COLQUECHACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,11,11
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,27,27
CORO CORO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,11,11
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,49,49
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,21,21
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,30,30
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,34,34
DESAGUADERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1208,1208
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,13,13
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,18,18
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,120,120
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,29,29
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,13,13
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,30,30
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,7,7
GUANAY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,125,125
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,2,2
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,86,86
HUARINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,30,30
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,12,12
LA ASUNTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,49,49
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,106,106
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1574,1574
LAGUNILLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
LAJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,120,120
LLICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
MAIRANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,25,25
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,28,28
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,39,39
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,9,9
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,62,62
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,255,255
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,535,535
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,17,17
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,25,25
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,93,93
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,2,2
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,22,22
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,40,40
PAZÑA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,9,9
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,23,23
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,9,9
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,15,15
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,15,15
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,81,81
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,7,7
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,10,10
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,29,29
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,36,36
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,228,228
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,126,126
QUILLACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,526,526
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,16,16
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,36,36
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,304,304
SAIPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,16,16
SAN ANDRES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
SAN BUENA VENTURA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,21,21
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,34,34
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,131,131
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,31,31
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,43,43
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,18,18
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,48,48
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,30,30
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,64,64
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,20,20
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,25,25
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,23,23
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1108,1108
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,12,12
SANTIAGO DE MACHACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,11,11
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
SICA SICA (VILLA AROMA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,11,11
SORACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,6,6
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,585,585
TACOPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,227,227
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,25,25
TEOPONTE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,12,12
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,4,4
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,10,10
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,67,67
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,13,13
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,5,5
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,16,16
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,48,48
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,37,37
VIACHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,20,20
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,14,14
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,78,78
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,18,18
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,324,324
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,10,10
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,95,95
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,159,159
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,158,158
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,2,2
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,8,8
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,1,1
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-12-01,0,3,3
