municipality,group,variable,month,Nacidos muertos,TOTAL
PADILLA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
POCONA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2007-01-01,6,6
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
ROBORE,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-01-01,3,3
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-01-01,26,26
SIPE SIPE,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2007-01-01,4,4
TARIJA,atencion de partos en servicio,nacidos muertos,2007-01-01,5,5
TARVITA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
TOMINA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-01-01,4,4
VILLAZON,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
WARNES,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-01-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos,2007-01-01,2,2
AIQUILE,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
AYATA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
AZURDUY,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
BOYUIBE,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2007-02-01,4,4
CARANAVI,atencion de partos en servicio,nacidos muertos,2007-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2007-02-01,4,4
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-02-01,25,25
CORO CORO,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-02-01,16,16
GUANAY,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-02-01,29,29
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
MAGDALENA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
MAIRANA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2007-02-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2007-02-01,8,8
PADILLA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2007-02-01,5,5
PRESTO,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
PUNA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
RAVELO,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
SACABA,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
SACACA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-02-01,18,18
SUCRE,atencion de partos en servicio,nacidos muertos,2007-02-01,4,4
TARIJA,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
TARVITA,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-02-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2007-02-01,3,3
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-02-01,5,5
WARNES,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
YOTALA,atencion de partos en servicio,nacidos muertos,2007-02-01,1,1
ACACIO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
CABEZAS,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-03-01,21,21
COMARAPA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-03-01,20,20
EL TORNO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
HUANUNI,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
ICLA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
JESUS DE MACHACA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-03-01,26,26
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2007-03-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos,2007-03-01,18,18
PADILLA,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
PELECHUCO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
POJO (CBBA),atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
POROMA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2007-03-01,9,9
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
PUNATA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
RAVELO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
REYES,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
SACABA,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
SACACA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-03-01,30,30
SOPACHUY,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2007-03-01,7,7
TARIJA,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
TARVITA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
TIQUIPAYA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
TOMAVE,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-03-01,3,3
TUPIZA,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2007-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-03-01,2,2
ACHACACHI,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CAPINOTA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2007-04-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-04-01,17,17
COPACABANA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-04-01,29,29
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-04-01,24,24
MAIRANA,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
MAPIRI,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2007-04-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos,2007-04-01,6,6
PADILLA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
POTOSI,atencion de partos en servicio,nacidos muertos,2007-04-01,6,6
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
ROBORE,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2007-04-01,4,4
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2007-04-01,3,3
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-04-01,30,30
SUCRE,atencion de partos en servicio,nacidos muertos,2007-04-01,10,10
TARIJA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
TOLATA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2007-04-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-04-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
APOLO,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
CAIROMA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
CARAPARI,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-05-01,9,9
CONCEPCION,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
CULPINA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-05-01,18,18
EL PUENTE(TJA),atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2007-05-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-05-01,30,30
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2007-05-01,5,5
MAGDALENA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2007-05-01,6,6
ORURO,atencion de partos en servicio,nacidos muertos,2007-05-01,10,10
POROMA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
POTOSI,atencion de partos en servicio,nacidos muertos,2007-05-01,10,10
PUNATA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-05-01,4,4
ROBORE,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-05-01,3,3
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-05-01,17,17
SORATA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2007-05-01,6,6
TARABUCO,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2007-05-01,5,5
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-05-01,4,4
TUPIZA,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
UNCIA,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
URUBICHA,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-05-01,3,3
WARNES,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-05-01,2,2
YAMPARAEZ,atencion de partos en servicio,nacidos muertos,2007-05-01,1,1
ACACIO,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
ACHACACHI,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-06-01,19,19
COLOMI,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-06-01,16,16
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
GUANAY,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2007-06-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-06-01,30,30
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos,2007-06-01,10,10
PADILLA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2007-06-01,5,5
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
PUNA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2007-06-01,3,3
REYES,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-06-01,10,10
SACABA,atencion de partos en servicio,nacidos muertos,2007-06-01,3,3
SAN BORJA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-06-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-06-01,22,22
SOPACHUY,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2007-06-01,5,5
TARABUCO,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2007-06-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2007-06-01,4,4
TURCO,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2007-06-01,3,3
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2007-06-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2007-06-01,2,2
ACHOCALLA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
CAPINOTA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
CARAPARI,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2007-07-01,29,29
COMARAPA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
COPACABANA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
CORO CORO,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2007-07-01,4,4
COTAGAITA,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
EL ALTO,atencion de partos en servicio,nacidos muertos,2007-07-01,30,30
EL PUENTE(STC),atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
FILADELFIA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
GUTIERREZ,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2007-07-01,22,22
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos,2007-07-01,6,6
ORURO,atencion de partos en servicio,nacidos muertos,2007-07-01,5,5
PADILLA,atencion de partos en servicio,nacidos muertos,2007-07-01,3,3
PATACAMAYA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2007-07-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2007-07-01,3,3
PUNATA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2007-07-01,4,4
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2007-07-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2007-07-01,26,26
