municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,4,4
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,2,2
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,1,1
TIQUIPAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,1,1
TOMAVE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,3,3
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-03-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,12,12
COPACABANA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
CORIPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,5,5
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,18,18
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,13,13
MAIRANA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,2,2
MAPIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,7,7
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
TOLATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-04-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
APOLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
CARAPARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,7,7
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
COTAGAITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,12,12
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,16,16
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,3,3
MAGDALENA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,4,4
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,6,6
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
SAN MATIAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,3,3
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,3,3
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-05-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,13,13
COLQUECHACA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,9,9
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,13,13
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
MAPIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,8,8
PALCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,3,3
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,3,3
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,3,3
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,3,3
SOPACHUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,3,3
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
CARAPARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,19,19
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,12,12
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
PATACAMAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,3,3
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,4,4
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,7,7
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,16,16
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,13,13
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
ICHOCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,6,6
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
MOCOMOCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,10,10
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,2,2
SABAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,3,3
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,5,5
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,4,4
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,4,4
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-08-01,1,1
AYO AYO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,10,10
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
CORO CORO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,8,8
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
ICLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,5,5
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,3,3
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,3,3
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,4,4
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,5,5
