municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,13,13
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,6,6
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,5,5
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,5,5
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,3,3
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
MORO MORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,13,13
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,7,7
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,13,13
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,9,9
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,5,5
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,8,8
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,19,19
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,6,6
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,6,6
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,22,22
COMANCHE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,5,5
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,9,9
SABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,4,4
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,4,4
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,4,4
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,9,9
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,14,14
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-12-01,1,1
