municipality,group,variable,month,N° de TBP BAAR (+) nuevos,TOTAL
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,6,6
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,7,7
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,8,8
SAMAIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN AGUSTIN,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SAN BUENA VENTURA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SAN MIGUEL DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SAN RAFAEL,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SANTA ANA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,62,62
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,9,9
TACOPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,10,10
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-04-01,6,6
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,10,10
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
UMALA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
VILLA SERRANO,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,13,13
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,4,4
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,10,10
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,5,5
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,2,2
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,7,7
YOTALA,tuberculosis,n de tbp baar (+) nuevos,2008-04-01,1,1
AIQUILE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
ARQUE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,11,11
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
CHUMA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,25,25
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
COLOMI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
CUEVO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,34,34
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,8,8
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,4,4
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
HUANUNI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
ICLA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,42,42
LAJA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,10,10
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,6,6
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
PORCO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
PORONGO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
PUERTO RICO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
RAVELO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,7,7
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,11,11
SACACA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
SAN BUENA VENTURA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
SAN JAVIER(STC),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SANTA ANA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,51,51
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,10,10
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,10,10
TARVITA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,3,3
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,9,9
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,5,5
VALLEGRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,1,1
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,9,9
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,7,7
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,2,2
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-05-01,7,7
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
AIQUILE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
ANZALDO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
APOLO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
"CAIZA ""D""",tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
CAJUATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,20,20
CARMEN RIVERO TORREZ,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
CHALLAPATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,6,6
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,23,23
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
COLOMI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,32,32
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,5,5
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
GUTIERREZ,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
HUANUNI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
HUARACAJE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
ICLA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,8,8
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,50,50
LAJA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
MAIRANA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
MOCOMOCO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,8,8
OKINAWA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,7,7
PAILON,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PALCA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PAZÑA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
PORCO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
PORVENIR,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,19,19
PRESTO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
PUCARANI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
PUERTO GONZALO MORENO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,5,5
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
RAVELO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,6,6
ROBORE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
SAN BENITO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
SAN JAVIER(STC),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,5,5
SAN LORENZO(PND),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
SANTA ANA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,69,69
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,8,8
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,9,9
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,4,4
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,6,6
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
TOLATA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,8,8
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,5,5
VILLA SERRANO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,9,9
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,2,2
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,5,5
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,3,3
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,6,6
YUNCHARA,tuberculosis,n de tbp baar (+) nuevos,2008-06-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
AZURDUY,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
BELEN DE URMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
BOYUIBE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
CAIROMA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,9,9
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
CHUMA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,6,6
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,22,22
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
COLQUIRI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,6,6
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,5,5
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CUEVO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
DESAGUADERO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,35,35
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,10,10
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,6,6
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
HUACHACALLA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
HUARACAJE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,6,6
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
IXIAMAS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,10,10
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,41,41
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
LURIBAY,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,7,7
MOROCHATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
OCURI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
OKINAWA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,7,7
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PELECHUCO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PORCO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,16,16
PUCARANI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,8,8
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
REYES,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,10,10
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,5,5
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,11,11
SAN BUENA VENTURA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
SAN JAVIER(BNI),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
