municipality,group,variable,month,Viviendas Positivas,TOTAL
PRESTO,chagas viviendas,viviendas positivas,2020-02-01,5,5
PUNATA,chagas viviendas,viviendas positivas,2020-02-01,1,1
SACABA,chagas viviendas,viviendas positivas,2020-02-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2020-02-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2020-02-01,6,6
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-02-01,2,2
SICAYA,chagas viviendas,viviendas positivas,2020-02-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2020-02-01,9,9
TACACHI,chagas viviendas,viviendas positivas,2020-02-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2020-02-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2020-02-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2020-02-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2020-02-01,1,1
YAMPARAEZ,chagas viviendas,viviendas positivas,2020-02-01,14,14
YOTALA,chagas viviendas,viviendas positivas,2020-02-01,10,10
ZUDAÑEZ,chagas viviendas,viviendas positivas,2020-02-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2020-03-01,1,1
ARANI,chagas viviendas,viviendas positivas,2020-03-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2020-03-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2020-03-01,7,7
CLIZA,chagas viviendas,viviendas positivas,2020-03-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2020-03-01,3,3
HUACARETA,chagas viviendas,viviendas positivas,2020-03-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2020-03-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2020-03-01,3,3
SACABA,chagas viviendas,viviendas positivas,2020-03-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2020-03-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-03-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2020-03-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2020-03-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2020-03-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2020-03-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2020-03-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2020-03-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2020-03-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2020-03-01,17,17
VILLA RIVERO,chagas viviendas,viviendas positivas,2020-03-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2020-03-01,3,3
YAMPARAEZ,chagas viviendas,viviendas positivas,2020-03-01,9,9
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2020-04-01,9,9
ICLA,chagas viviendas,viviendas positivas,2020-04-01,4,4
MIZQUE,chagas viviendas,viviendas positivas,2020-04-01,3,3
POCONA,chagas viviendas,viviendas positivas,2020-04-01,4,4
PRESTO,chagas viviendas,viviendas positivas,2020-04-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2020-04-01,29,29
VILLA SERRANO,chagas viviendas,viviendas positivas,2020-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2020-04-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2020-05-01,16,16
CAPINOTA,chagas viviendas,viviendas positivas,2020-05-01,4,4
COBIJA,chagas viviendas,viviendas positivas,2020-05-01,0,0
ICLA,chagas viviendas,viviendas positivas,2020-05-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2020-05-01,0,0
MONTERO,chagas viviendas,viviendas positivas,2020-05-01,0,0
OMEREQUE,chagas viviendas,viviendas positivas,2020-05-01,3,3
POCONA,chagas viviendas,viviendas positivas,2020-05-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2020-06-01,24,24
CAMARGO,chagas viviendas,viviendas positivas,2020-06-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2020-06-01,4,4
CKOCHAS,chagas viviendas,viviendas positivas,2020-06-01,23,23
COTAGAITA,chagas viviendas,viviendas positivas,2020-06-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2020-06-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2020-06-01,3,3
OMEREQUE,chagas viviendas,viviendas positivas,2020-06-01,3,3
TARATA,chagas viviendas,viviendas positivas,2020-06-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2020-06-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2020-06-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2020-06-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2020-06-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2020-06-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2020-07-01,3,3
ANZALDO,chagas viviendas,viviendas positivas,2020-07-01,7,7
ARAMPAMPA,chagas viviendas,viviendas positivas,2020-07-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2020-07-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2020-07-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2020-07-01,5,5
OCURI,chagas viviendas,viviendas positivas,2020-07-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2020-07-01,8,8
PASORAPA,chagas viviendas,viviendas positivas,2020-07-01,4,4
POCONA,chagas viviendas,viviendas positivas,2020-07-01,1,1
QUILLACOLLO,chagas viviendas,viviendas positivas,2020-07-01,3,3
TARABUCO,chagas viviendas,viviendas positivas,2020-07-01,9,9
TARATA,chagas viviendas,viviendas positivas,2020-07-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2020-07-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2020-07-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2020-07-01,6,6
VITICHI,chagas viviendas,viviendas positivas,2020-07-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2020-07-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2020-08-01,10,10
ANZALDO,chagas viviendas,viviendas positivas,2020-08-01,12,12
ARAMPAMPA,chagas viviendas,viviendas positivas,2020-08-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2020-08-01,1,1
CKOCHAS,chagas viviendas,viviendas positivas,2020-08-01,2,2
COBIJA,chagas viviendas,viviendas positivas,2020-08-01,0,0
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2020-08-01,3,3
MIZQUE,chagas viviendas,viviendas positivas,2020-08-01,12,12
OMEREQUE,chagas viviendas,viviendas positivas,2020-08-01,10,10
PASORAPA,chagas viviendas,viviendas positivas,2020-08-01,3,3
POCONA,chagas viviendas,viviendas positivas,2020-08-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2020-08-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2020-08-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2020-08-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2020-08-01,4,4
TARATA,chagas viviendas,viviendas positivas,2020-08-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2020-08-01,5,5
VILLA RIVERO,chagas viviendas,viviendas positivas,2020-08-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2020-08-01,6,6
ACACIO,chagas viviendas,viviendas positivas,2020-09-01,5,5
AIQUILE,chagas viviendas,viviendas positivas,2020-09-01,22,22
ANZALDO,chagas viviendas,viviendas positivas,2020-09-01,14,14
ARANI,chagas viviendas,viviendas positivas,2020-09-01,9,9
ARBIETO,chagas viviendas,viviendas positivas,2020-09-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2020-09-01,7,7
CAPINOTA,chagas viviendas,viviendas positivas,2020-09-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2020-09-01,10,10
CLIZA,chagas viviendas,viviendas positivas,2020-09-01,6,6
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2020-09-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2020-09-01,6,6
LURIBAY,chagas viviendas,viviendas positivas,2020-09-01,24,24
MIZQUE,chagas viviendas,viviendas positivas,2020-09-01,3,3
OCURI,chagas viviendas,viviendas positivas,2020-09-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2020-09-01,7,7
PAMPA GRANDE,chagas viviendas,viviendas positivas,2020-09-01,4,4
PASORAPA,chagas viviendas,viviendas positivas,2020-09-01,4,4
POCONA,chagas viviendas,viviendas positivas,2020-09-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2020-09-01,4,4
SACABA,chagas viviendas,viviendas positivas,2020-09-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2020-09-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-09-01,3,3
SAPAHAQUI,chagas viviendas,viviendas positivas,2020-09-01,8,8
SIPE SIPE,chagas viviendas,viviendas positivas,2020-09-01,14,14
TACACHI,chagas viviendas,viviendas positivas,2020-09-01,3,3
TARATA,chagas viviendas,viviendas positivas,2020-09-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2020-09-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2020-09-01,2,2
YAMPARAEZ,chagas viviendas,viviendas positivas,2020-09-01,37,37
ZUDAÑEZ,chagas viviendas,viviendas positivas,2020-09-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2020-10-01,18,18
ARANI,chagas viviendas,viviendas positivas,2020-10-01,7,7
ARBIETO,chagas viviendas,viviendas positivas,2020-10-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2020-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2020-10-01,1,1
CAIROMA,chagas viviendas,viviendas positivas,2020-10-01,3,3
CAMARGO,chagas viviendas,viviendas positivas,2020-10-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2020-10-01,9,9
CLIZA,chagas viviendas,viviendas positivas,2020-10-01,9,9
COCHABAMBA,chagas viviendas,viviendas positivas,2020-10-01,12,12
ICLA,chagas viviendas,viviendas positivas,2020-10-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2020-10-01,11,11
LURIBAY,chagas viviendas,viviendas positivas,2020-10-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2020-10-01,6,6
OMEREQUE,chagas viviendas,viviendas positivas,2020-10-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2020-10-01,4,4
POCONA,chagas viviendas,viviendas positivas,2020-10-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2020-10-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2020-10-01,1,1
SACABA,chagas viviendas,viviendas positivas,2020-10-01,2,2
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-10-01,17,17
SIPE SIPE,chagas viviendas,viviendas positivas,2020-10-01,70,70
SUCRE,chagas viviendas,viviendas positivas,2020-10-01,14,14
TACACHI,chagas viviendas,viviendas positivas,2020-10-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2020-10-01,7,7
TARABUCO,chagas viviendas,viviendas positivas,2020-10-01,49,49
TARATA,chagas viviendas,viviendas positivas,2020-10-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2020-10-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas positivas,2020-10-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2020-10-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2020-10-01,3,3
VINTO,chagas viviendas,viviendas positivas,2020-10-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2020-10-01,5,5
YACUIBA,chagas viviendas,viviendas positivas,2020-10-01,2,2
YAMPARAEZ,chagas viviendas,viviendas positivas,2020-10-01,29,29
YOTALA,chagas viviendas,viviendas positivas,2020-10-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2020-11-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2020-11-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2020-11-01,5,5
ARANI,chagas viviendas,viviendas positivas,2020-11-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2020-11-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2020-11-01,4,4
BOYUIBE,chagas viviendas,viviendas positivas,2020-11-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2020-11-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2020-11-01,3,3
CLIZA,chagas viviendas,viviendas positivas,2020-11-01,10,10
COCHABAMBA,chagas viviendas,viviendas positivas,2020-11-01,6,6
COTAGAITA,chagas viviendas,viviendas positivas,2020-11-01,9,9
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2020-11-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2020-11-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2020-11-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2020-11-01,9,9
OCURI,chagas viviendas,viviendas positivas,2020-11-01,5,5
PALCA,chagas viviendas,viviendas positivas,2020-11-01,7,7
POROMA,chagas viviendas,viviendas positivas,2020-11-01,12,12
PUCARA,chagas viviendas,viviendas positivas,2020-11-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2020-11-01,8,8
QUILLACOLLO,chagas viviendas,viviendas positivas,2020-11-01,2,2
SACABA,chagas viviendas,viviendas positivas,2020-11-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2020-11-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-11-01,6,6
SIPE SIPE,chagas viviendas,viviendas positivas,2020-11-01,8,8
TACACHI,chagas viviendas,viviendas positivas,2020-11-01,2,2
TACOBAMBA,chagas viviendas,viviendas positivas,2020-11-01,15,15
TARABUCO,chagas viviendas,viviendas positivas,2020-11-01,13,13
TARATA,chagas viviendas,viviendas positivas,2020-11-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2020-11-01,10,10
TOTORA(CBBA),chagas viviendas,viviendas positivas,2020-11-01,2,2
TUPIZA,chagas viviendas,viviendas positivas,2020-11-01,5,5
VILLA RIVERO,chagas viviendas,viviendas positivas,2020-11-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2020-11-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2020-11-01,26,26
YAMPARAEZ,chagas viviendas,viviendas positivas,2020-11-01,35,35
ANZALDO,chagas viviendas,viviendas positivas,2020-12-01,4,4
ARANI,chagas viviendas,viviendas positivas,2020-12-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2020-12-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2020-12-01,2,2
COTAGAITA,chagas viviendas,viviendas positivas,2020-12-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2020-12-01,2,2
ICLA,chagas viviendas,viviendas positivas,2020-12-01,5,5
LA ASUNTA,chagas viviendas,viviendas positivas,2020-12-01,11,11
LURIBAY,chagas viviendas,viviendas positivas,2020-12-01,7,7
POJO (CBBA),chagas viviendas,viviendas positivas,2020-12-01,34,34
POROMA,chagas viviendas,viviendas positivas,2020-12-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2020-12-01,2,2
SACABA,chagas viviendas,viviendas positivas,2020-12-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2020-12-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2020-12-01,8,8
SAPAHAQUI,chagas viviendas,viviendas positivas,2020-12-01,6,6
TACOBAMBA,chagas viviendas,viviendas positivas,2020-12-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2020-12-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2020-12-01,7,7
VILLA RIVERO,chagas viviendas,viviendas positivas,2020-12-01,3,3
YACUIBA,chagas viviendas,viviendas positivas,2020-12-01,44,44
