municipality,group,variable,month,Viviendas Evaluadas,TOTAL
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2020-03-01,66,66
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2020-03-01,72,72
VILA VILA,chagas viviendas,viviendas evaluadas,2020-03-01,37,37
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-03-01,156,156
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2020-03-01,579,579
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2020-03-01,10,10
VINTO,chagas viviendas,viviendas evaluadas,2020-03-01,201,201
VITICHI,chagas viviendas,viviendas evaluadas,2020-03-01,254,254
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2020-03-01,460,460
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2020-03-01,38,38
CLIZA,chagas viviendas,viviendas evaluadas,2020-04-01,247,247
HUACARETA,chagas viviendas,viviendas evaluadas,2020-04-01,515,515
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-04-01,60,60
ICLA,chagas viviendas,viviendas evaluadas,2020-04-01,4,4
MIZQUE,chagas viviendas,viviendas evaluadas,2020-04-01,192,192
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-04-01,2,2
POCONA,chagas viviendas,viviendas evaluadas,2020-04-01,22,22
PRESTO,chagas viviendas,viviendas evaluadas,2020-04-01,62,62
SOPACHUY,chagas viviendas,viviendas evaluadas,2020-04-01,48,48
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-04-01,344,344
TOCO,chagas viviendas,viviendas evaluadas,2020-04-01,227,227
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2020-04-01,217,217
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2020-04-01,12,12
AIQUILE,chagas viviendas,viviendas evaluadas,2020-05-01,256,256
ALCALA,chagas viviendas,viviendas evaluadas,2020-05-01,25,25
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-05-01,195,195
CLIZA,chagas viviendas,viviendas evaluadas,2020-05-01,229,229
COBIJA,chagas viviendas,viviendas evaluadas,2020-05-01,0,0
COLQUECHACA,chagas viviendas,viviendas evaluadas,2020-05-01,15,15
ICLA,chagas viviendas,viviendas evaluadas,2020-05-01,100,100
MIZQUE,chagas viviendas,viviendas evaluadas,2020-05-01,28,28
MONTERO,chagas viviendas,viviendas evaluadas,2020-05-01,0,0
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-05-01,113,113
POCONA,chagas viviendas,viviendas evaluadas,2020-05-01,79,79
SICAYA,chagas viviendas,viviendas evaluadas,2020-05-01,14,14
SOPACHUY,chagas viviendas,viviendas evaluadas,2020-05-01,58,58
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-05-01,208,208
TARATA,chagas viviendas,viviendas evaluadas,2020-05-01,225,225
TARIJA,chagas viviendas,viviendas evaluadas,2020-05-01,1,1
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2020-05-01,5,5
TOCO,chagas viviendas,viviendas evaluadas,2020-05-01,145,145
ACACIO,chagas viviendas,viviendas evaluadas,2020-06-01,118,118
AIQUILE,chagas viviendas,viviendas evaluadas,2020-06-01,500,500
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-06-01,121,121
ARQUE,chagas viviendas,viviendas evaluadas,2020-06-01,20,20
CAMARGO,chagas viviendas,viviendas evaluadas,2020-06-01,74,74
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-06-01,219,219
CKOCHAS,chagas viviendas,viviendas evaluadas,2020-06-01,187,187
CLIZA,chagas viviendas,viviendas evaluadas,2020-06-01,275,275
COTAGAITA,chagas viviendas,viviendas evaluadas,2020-06-01,168,168
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-06-01,6,6
MIZQUE,chagas viviendas,viviendas evaluadas,2020-06-01,306,306
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-06-01,506,506
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-06-01,30,30
POCONA,chagas viviendas,viviendas evaluadas,2020-06-01,22,22
SICAYA,chagas viviendas,viviendas evaluadas,2020-06-01,64,64
SOPACHUY,chagas viviendas,viviendas evaluadas,2020-06-01,155,155
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-06-01,243,243
TARATA,chagas viviendas,viviendas evaluadas,2020-06-01,205,205
TOCO,chagas viviendas,viviendas evaluadas,2020-06-01,194,194
TOMAVE,chagas viviendas,viviendas evaluadas,2020-06-01,261,261
TORO TORO,chagas viviendas,viviendas evaluadas,2020-06-01,198,198
TUPIZA,chagas viviendas,viviendas evaluadas,2020-06-01,280,280
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2020-06-01,96,96
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2020-06-01,224,224
VITICHI,chagas viviendas,viviendas evaluadas,2020-06-01,140,140
AIQUILE,chagas viviendas,viviendas evaluadas,2020-07-01,85,85
ANZALDO,chagas viviendas,viviendas evaluadas,2020-07-01,88,88
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-07-01,103,103
ARQUE,chagas viviendas,viviendas evaluadas,2020-07-01,15,15
CAMARGO,chagas viviendas,viviendas evaluadas,2020-07-01,158,158
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-07-01,234,234
CLIZA,chagas viviendas,viviendas evaluadas,2020-07-01,318,318
HUACARETA,chagas viviendas,viviendas evaluadas,2020-07-01,379,379
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-07-01,8,8
ICLA,chagas viviendas,viviendas evaluadas,2020-07-01,164,164
MIZQUE,chagas viviendas,viviendas evaluadas,2020-07-01,1437,1437
OCURI,chagas viviendas,viviendas evaluadas,2020-07-01,205,205
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-07-01,179,179
PASORAPA,chagas viviendas,viviendas evaluadas,2020-07-01,34,34
POCONA,chagas viviendas,viviendas evaluadas,2020-07-01,22,22
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-07-01,100,100
SICAYA,chagas viviendas,viviendas evaluadas,2020-07-01,66,66
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-07-01,110,110
TAPACARI,chagas viviendas,viviendas evaluadas,2020-07-01,274,274
TARABUCO,chagas viviendas,viviendas evaluadas,2020-07-01,127,127
TARATA,chagas viviendas,viviendas evaluadas,2020-07-01,240,240
TOCO,chagas viviendas,viviendas evaluadas,2020-07-01,335,335
TOMAVE,chagas viviendas,viviendas evaluadas,2020-07-01,182,182
TORO TORO,chagas viviendas,viviendas evaluadas,2020-07-01,37,37
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-07-01,94,94
VITICHI,chagas viviendas,viviendas evaluadas,2020-07-01,268,268
ACACIO,chagas viviendas,viviendas evaluadas,2020-08-01,50,50
AIQUILE,chagas viviendas,viviendas evaluadas,2020-08-01,823,823
ANZALDO,chagas viviendas,viviendas evaluadas,2020-08-01,182,182
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-08-01,18,18
ARBIETO,chagas viviendas,viviendas evaluadas,2020-08-01,180,180
ARQUE,chagas viviendas,viviendas evaluadas,2020-08-01,76,76
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2020-08-01,173,173
CAMARGO,chagas viviendas,viviendas evaluadas,2020-08-01,209,209
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-08-01,100,100
CKOCHAS,chagas viviendas,viviendas evaluadas,2020-08-01,210,210
CLIZA,chagas viviendas,viviendas evaluadas,2020-08-01,158,158
COBIJA,chagas viviendas,viviendas evaluadas,2020-08-01,0,0
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2020-08-01,252,252
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2020-08-01,28,28
HUACARETA,chagas viviendas,viviendas evaluadas,2020-08-01,367,367
ICLA,chagas viviendas,viviendas evaluadas,2020-08-01,219,219
MIZQUE,chagas viviendas,viviendas evaluadas,2020-08-01,1133,1133
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-08-01,356,356
PASORAPA,chagas viviendas,viviendas evaluadas,2020-08-01,20,20
POCONA,chagas viviendas,viviendas evaluadas,2020-08-01,11,11
PUNATA,chagas viviendas,viviendas evaluadas,2020-08-01,181,181
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-08-01,41,41
SICAYA,chagas viviendas,viviendas evaluadas,2020-08-01,37,37
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-08-01,244,244
TAPACARI,chagas viviendas,viviendas evaluadas,2020-08-01,151,151
TARABUCO,chagas viviendas,viviendas evaluadas,2020-08-01,424,424
TARATA,chagas viviendas,viviendas evaluadas,2020-08-01,251,251
TOCO,chagas viviendas,viviendas evaluadas,2020-08-01,250,250
TORO TORO,chagas viviendas,viviendas evaluadas,2020-08-01,217,217
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-08-01,42,42
VITICHI,chagas viviendas,viviendas evaluadas,2020-08-01,343,343
ACACIO,chagas viviendas,viviendas evaluadas,2020-09-01,160,160
AIQUILE,chagas viviendas,viviendas evaluadas,2020-09-01,671,671
ANZALDO,chagas viviendas,viviendas evaluadas,2020-09-01,327,327
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-09-01,18,18
ARANI,chagas viviendas,viviendas evaluadas,2020-09-01,491,491
ARBIETO,chagas viviendas,viviendas evaluadas,2020-09-01,240,240
ARQUE,chagas viviendas,viviendas evaluadas,2020-09-01,495,495
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2020-09-01,380,380
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2020-09-01,96,96
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-09-01,355,355
CKOCHAS,chagas viviendas,viviendas evaluadas,2020-09-01,194,194
CLIZA,chagas viviendas,viviendas evaluadas,2020-09-01,292,292
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2020-09-01,404,404
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2020-09-01,135,135
EL TORNO,chagas viviendas,viviendas evaluadas,2020-09-01,41,41
HUACARETA,chagas viviendas,viviendas evaluadas,2020-09-01,253,253
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-09-01,5,5
LURIBAY,chagas viviendas,viviendas evaluadas,2020-09-01,720,720
MIZQUE,chagas viviendas,viviendas evaluadas,2020-09-01,1631,1631
OCURI,chagas viviendas,viviendas evaluadas,2020-09-01,598,598
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-09-01,501,501
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-09-01,68,68
PASORAPA,chagas viviendas,viviendas evaluadas,2020-09-01,31,31
POCONA,chagas viviendas,viviendas evaluadas,2020-09-01,28,28
PUNATA,chagas viviendas,viviendas evaluadas,2020-09-01,340,340
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-09-01,170,170
SACABA,chagas viviendas,viviendas evaluadas,2020-09-01,2453,2453
SAN BENITO,chagas viviendas,viviendas evaluadas,2020-09-01,354,354
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2020-09-01,146,146
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2020-09-01,712,712
SICAYA,chagas viviendas,viviendas evaluadas,2020-09-01,27,27
SIPE SIPE,chagas viviendas,viviendas evaluadas,2020-09-01,110,110
TACACHI,chagas viviendas,viviendas evaluadas,2020-09-01,197,197
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-09-01,265,265
TAPACARI,chagas viviendas,viviendas evaluadas,2020-09-01,30,30
TARATA,chagas viviendas,viviendas evaluadas,2020-09-01,285,285
TOCO,chagas viviendas,viviendas evaluadas,2020-09-01,40,40
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2020-09-01,103,103
VILA VILA,chagas viviendas,viviendas evaluadas,2020-09-01,236,236
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-09-01,196,196
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2020-09-01,2,2
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2020-09-01,222,222
YOTALA,chagas viviendas,viviendas evaluadas,2020-09-01,24,24
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2020-09-01,110,110
ACACIO,chagas viviendas,viviendas evaluadas,2020-10-01,193,193
AIQUILE,chagas viviendas,viviendas evaluadas,2020-10-01,822,822
ANZALDO,chagas viviendas,viviendas evaluadas,2020-10-01,213,213
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-10-01,157,157
ARANI,chagas viviendas,viviendas evaluadas,2020-10-01,460,460
ARBIETO,chagas viviendas,viviendas evaluadas,2020-10-01,120,120
ARQUE,chagas viviendas,viviendas evaluadas,2020-10-01,568,568
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2020-10-01,324,324
BOYUIBE,chagas viviendas,viviendas evaluadas,2020-10-01,7,7
CAIROMA,chagas viviendas,viviendas evaluadas,2020-10-01,136,136
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2020-10-01,215,215
CAMARGO,chagas viviendas,viviendas evaluadas,2020-10-01,68,68
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-10-01,419,419
CKOCHAS,chagas viviendas,viviendas evaluadas,2020-10-01,180,180
CLIZA,chagas viviendas,viviendas evaluadas,2020-10-01,373,373
COCHABAMBA,chagas viviendas,viviendas evaluadas,2020-10-01,560,560
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2020-10-01,306,306
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2020-10-01,150,150
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-10-01,23,23
ICLA,chagas viviendas,viviendas evaluadas,2020-10-01,155,155
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2020-10-01,173,173
LURIBAY,chagas viviendas,viviendas evaluadas,2020-10-01,90,90
MIZQUE,chagas viviendas,viviendas evaluadas,2020-10-01,1045,1045
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-10-01,480,480
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-10-01,76,76
PASORAPA,chagas viviendas,viviendas evaluadas,2020-10-01,91,91
POCONA,chagas viviendas,viviendas evaluadas,2020-10-01,169,169
PUNATA,chagas viviendas,viviendas evaluadas,2020-10-01,777,777
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-10-01,570,570
SACABA,chagas viviendas,viviendas evaluadas,2020-10-01,1679,1679
SAN BENITO,chagas viviendas,viviendas evaluadas,2020-10-01,399,399
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2020-10-01,233,233
SICAYA,chagas viviendas,viviendas evaluadas,2020-10-01,31,31
SIPE SIPE,chagas viviendas,viviendas evaluadas,2020-10-01,481,481
SUCRE,chagas viviendas,viviendas evaluadas,2020-10-01,562,562
TACACHI,chagas viviendas,viviendas evaluadas,2020-10-01,165,165
TACOBAMBA,chagas viviendas,viviendas evaluadas,2020-10-01,11,11
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-10-01,300,300
TAPACARI,chagas viviendas,viviendas evaluadas,2020-10-01,502,502
TARABUCO,chagas viviendas,viviendas evaluadas,2020-10-01,555,555
TARATA,chagas viviendas,viviendas evaluadas,2020-10-01,336,336
TOMAVE,chagas viviendas,viviendas evaluadas,2020-10-01,121,121
TORO TORO,chagas viviendas,viviendas evaluadas,2020-10-01,236,236
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2020-10-01,212,212
TUPIZA,chagas viviendas,viviendas evaluadas,2020-10-01,463,463
VILA VILA,chagas viviendas,viviendas evaluadas,2020-10-01,200,200
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-10-01,272,272
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2020-10-01,265,265
VINTO,chagas viviendas,viviendas evaluadas,2020-10-01,330,330
VITICHI,chagas viviendas,viviendas evaluadas,2020-10-01,352,352
YACUIBA,chagas viviendas,viviendas evaluadas,2020-10-01,282,282
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2020-10-01,339,339
YOTALA,chagas viviendas,viviendas evaluadas,2020-10-01,3,3
ACACIO,chagas viviendas,viviendas evaluadas,2020-11-01,190,190
AIQUILE,chagas viviendas,viviendas evaluadas,2020-11-01,868,868
ANZALDO,chagas viviendas,viviendas evaluadas,2020-11-01,265,265
ARANI,chagas viviendas,viviendas evaluadas,2020-11-01,492,492
ARBIETO,chagas viviendas,viviendas evaluadas,2020-11-01,240,240
ARQUE,chagas viviendas,viviendas evaluadas,2020-11-01,721,721
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2020-11-01,307,307
BOYUIBE,chagas viviendas,viviendas evaluadas,2020-11-01,150,150
CAIROMA,chagas viviendas,viviendas evaluadas,2020-11-01,501,501
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2020-11-01,143,143
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-11-01,513,513
CARAPARI,chagas viviendas,viviendas evaluadas,2020-11-01,161,161
CKOCHAS,chagas viviendas,viviendas evaluadas,2020-11-01,401,401
CLIZA,chagas viviendas,viviendas evaluadas,2020-11-01,355,355
COCHABAMBA,chagas viviendas,viviendas evaluadas,2020-11-01,319,319
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2020-11-01,397,397
COTAGAITA,chagas viviendas,viviendas evaluadas,2020-11-01,498,498
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2020-11-01,195,195
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2020-11-01,141,141
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2020-11-01,15,15
ICLA,chagas viviendas,viviendas evaluadas,2020-11-01,50,50
