,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS TRJ,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
ICLA,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2017-02-01,163,161,163,161,324
MAGDALENA,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
MOJOCOYA,internaciones,contrareferidos,2017-02-01,0,9,0,9,9
MONTEAGUDO,internaciones,contrareferidos,2017-02-01,3,17,3,17,20
MONTERO,internaciones,contrareferidos,2017-02-01,356,4,356,4,360
ORURO,internaciones,contrareferidos,2017-02-01,1,1,1,1,2
POTOSI,internaciones,contrareferidos,2017-02-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2017-02-01,4,7,4,7,11
PUERTO VILLARROEL,internaciones,contrareferidos,2017-02-01,10,0,10,0,10
PUNATA,internaciones,contrareferidos,2017-02-01,23,80,23,80,103
SACABA,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-02-01,0,11,0,11,11
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-02-01,1,0,1,0,1
SAN JULIAN,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-02-01,1111,232,1111,232,1343
SUCRE,internaciones,contrareferidos,2017-02-01,625,129,625,129,754
TARABUCO,internaciones,contrareferidos,2017-02-01,10,24,10,24,34
TARIJA,internaciones,contrareferidos,2017-02-01,4,3,4,3,7
TARVITA,internaciones,contrareferidos,2017-02-01,10,18,10,18,28
TRINIDAD,internaciones,contrareferidos,2017-02-01,5,0,5,0,5
VALLEGRANDE,internaciones,contrareferidos,2017-02-01,3,6,3,6,9
VIACHA,internaciones,contrareferidos,2017-02-01,0,7,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-02-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2017-02-01,5,6,5,6,11
VINTO,internaciones,contrareferidos,2017-02-01,0,1,0,1,1
YACUIBA,internaciones,contrareferidos,2017-02-01,82,0,82,0,82
ACHACACHI,internaciones,contrareferidos,2017-03-01,5,0,5,0,5
AIQUILE,internaciones,contrareferidos,2017-03-01,0,2,0,2,2
ANZALDO,internaciones,contrareferidos,2017-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-03-01,1,15,1,15,16
BERMEJO,internaciones,contrareferidos,2017-03-01,21,3,21,3,24
"CAIZA ""D""",internaciones,contrareferidos,2017-03-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2017-03-01,20,0,20,0,20
CAMIRI,internaciones,contrareferidos,2017-03-01,1,34,1,34,35
CARANAVI,internaciones,contrareferidos,2017-03-01,8,12,8,12,20
CHALLAPATA,internaciones,contrareferidos,2017-03-01,0,1,0,1,1
CLIZA,internaciones,contrareferidos,2017-03-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2017-03-01,18,176,18,176,194
COCHABAMBA,internaciones,contrareferidos,2017-03-01,17,301,17,301,318
COROICO,internaciones,contrareferidos,2017-03-01,8,0,8,0,8
COTOCA,internaciones,contrareferidos,2017-03-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2017-03-01,54,18,54,18,72
LA PAZ,internaciones,contrareferidos,2017-03-01,386,485,386,485,871
MAIRANA,internaciones,contrareferidos,2017-03-01,0,5,0,5,5
MONTEAGUDO,internaciones,contrareferidos,2017-03-01,7,14,7,14,21
MONTERO,internaciones,contrareferidos,2017-03-01,409,7,409,7,416
ORURO,internaciones,contrareferidos,2017-03-01,8,4,8,4,12
PADILLA,internaciones,contrareferidos,2017-03-01,10,16,10,16,26
PUERTO GONZALO MORENO,internaciones,contrareferidos,2017-03-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2017-03-01,2,10,2,10,12
PUERTO VILLARROEL,internaciones,contrareferidos,2017-03-01,12,0,12,0,12
PUNATA,internaciones,contrareferidos,2017-03-01,23,78,23,78,101
ROBORE,internaciones,contrareferidos,2017-03-01,3,0,3,0,3
SAMAIPATA,internaciones,contrareferidos,2017-03-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-03-01,9,26,9,26,35
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-03-01,0,1,0,1,1
SAN JULIAN,internaciones,contrareferidos,2017-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-03-01,1314,689,1314,689,2003
SUCRE,internaciones,contrareferidos,2017-03-01,775,144,775,144,919
TARABUCO,internaciones,contrareferidos,2017-03-01,23,18,23,18,41
TARIJA,internaciones,contrareferidos,2017-03-01,4,3,4,3,7
TRINIDAD,internaciones,contrareferidos,2017-03-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2017-03-01,0,60,0,60,60
VALLEGRANDE,internaciones,contrareferidos,2017-03-01,1,2,1,2,3
VILLAZON,internaciones,contrareferidos,2017-03-01,4,7,4,7,11
VINTO,internaciones,contrareferidos,2017-03-01,4,26,4,26,30
YACUIBA,internaciones,contrareferidos,2017-03-01,89,0,89,0,89
ACHACACHI,internaciones,contrareferidos,2017-04-01,6,0,6,0,6
ANZALDO,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-04-01,5,13,5,13,18
BERMEJO,internaciones,contrareferidos,2017-04-01,12,0,12,0,12
CAMARGO,internaciones,contrareferidos,2017-04-01,7,13,7,13,20
CAMIRI,internaciones,contrareferidos,2017-04-01,3,20,3,20,23
CARANAVI,internaciones,contrareferidos,2017-04-01,5,8,5,8,13
CHALLAPATA,internaciones,contrareferidos,2017-04-01,5,0,5,0,5
COBIJA,internaciones,contrareferidos,2017-04-01,193,0,193,0,193
COCHABAMBA,internaciones,contrareferidos,2017-04-01,299,16,299,16,315
COROICO,internaciones,contrareferidos,2017-04-01,8,0,8,0,8
EL ALTO,internaciones,contrareferidos,2017-04-01,69,23,69,23,92
EL VILLAR,internaciones,contrareferidos,2017-04-01,0,2,0,2,2
LA PAZ,internaciones,contrareferidos,2017-04-01,337,372,337,372,709
MAGDALENA,internaciones,contrareferidos,2017-04-01,0,13,0,13,13
MONTEAGUDO,internaciones,contrareferidos,2017-04-01,3,11,3,11,14
MONTERO,internaciones,contrareferidos,2017-04-01,351,2,351,2,353
ORURO,internaciones,contrareferidos,2017-04-01,17,0,17,0,17
POTOSI,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,contrareferidos,2017-04-01,0,37,0,37,37
PUERTO SUAREZ,internaciones,contrareferidos,2017-04-01,5,13,5,13,18
PUNATA,internaciones,contrareferidos,2017-04-01,39,84,39,84,123
RIBERALTA,internaciones,contrareferidos,2017-04-01,3,0,3,0,3
ROBORE,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
SAN CARLOS,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-04-01,22,0,22,0,22
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-04-01,1180,363,1180,363,1543
SOPACHUY,internaciones,contrareferidos,2017-04-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2017-04-01,650,199,650,199,849
TARABUCO,internaciones,contrareferidos,2017-04-01,9,18,9,18,27
TARIJA,internaciones,contrareferidos,2017-04-01,1,1,1,1,2
TARVITA,internaciones,contrareferidos,2017-04-01,3,8,3,8,11
TEOPONTE,internaciones,contrareferidos,2017-04-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2017-04-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2017-04-01,0,48,0,48,48
VALLEGRANDE,internaciones,contrareferidos,2017-04-01,3,3,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-04-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2017-04-01,3,3,3,3,6
YACUIBA,internaciones,contrareferidos,2017-04-01,89,0,89,0,89
ZUDAÑEZ,internaciones,contrareferidos,2017-04-01,1,2,1,2,3
ACHACACHI,internaciones,contrareferidos,2017-05-01,4,6,4,6,10
ANZALDO,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-05-01,4,10,4,10,14
ATOCHA,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2017-05-01,24,7,24,7,31
CAMARGO,internaciones,contrareferidos,2017-05-01,2,12,2,12,14
CAMIRI,internaciones,contrareferidos,2017-05-01,0,41,0,41,41
CARANAVI,internaciones,contrareferidos,2017-05-01,14,8,14,8,22
CHALLAPATA,internaciones,contrareferidos,2017-05-01,12,0,12,0,12
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-05-01,3,0,3,0,3
COBIJA,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
COCHABAMBA,internaciones,contrareferidos,2017-05-01,20,327,20,327,347
COROICO,internaciones,contrareferidos,2017-05-01,10,0,10,0,10
EL ALTO,internaciones,contrareferidos,2017-05-01,46,16,46,16,62
GUAYARAMERIN,internaciones,contrareferidos,2017-05-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2017-05-01,542,575,542,575,1117
MACHARETI,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
MAPIRI,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2017-05-01,7,20,7,20,27
MONTERO,internaciones,contrareferidos,2017-05-01,366,1,366,1,367
ORURO,internaciones,contrareferidos,2017-05-01,9,1,9,1,10
PADILLA,internaciones,contrareferidos,2017-05-01,13,23,13,23,36
PORTACHUELO,internaciones,contrareferidos,2017-05-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,contrareferidos,2017-05-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2017-05-01,3,5,3,5,8
PUNATA,internaciones,contrareferidos,2017-05-01,28,83,28,83,111
RIBERALTA,internaciones,contrareferidos,2017-05-01,0,80,0,80,80
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-05-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-05-01,1210,500,1210,500,1710
SANTA ROSA DEL SARA,internaciones,contrareferidos,2017-05-01,1,0,1,0,1
SIPE SIPE,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2017-05-01,665,187,665,187,852
TARABUCO,internaciones,contrareferidos,2017-05-01,11,12,11,12,23
TARIJA,internaciones,contrareferidos,2017-05-01,1,0,1,0,1
TARVITA,internaciones,contrareferidos,2017-05-01,1,1,1,1,2
TRINIDAD,internaciones,contrareferidos,2017-05-01,5,0,5,0,5
TUPIZA,internaciones,contrareferidos,2017-05-01,53,0,53,0,53
VALLEGRANDE,internaciones,contrareferidos,2017-05-01,2,4,2,4,6
VIACHA,internaciones,contrareferidos,2017-05-01,6,0,6,0,6
VILLA SERRANO,internaciones,contrareferidos,2017-05-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-05-01,0,3,0,3,3
VILLAZON,internaciones,contrareferidos,2017-05-01,4,8,4,8,12
WARNES,internaciones,contrareferidos,2017-05-01,6,6,6,6,12
YACUIBA,internaciones,contrareferidos,2017-05-01,91,0,91,0,91
ACHACACHI,internaciones,contrareferidos,2017-06-01,8,0,8,0,8
AIQUILE,internaciones,contrareferidos,2017-06-01,1,4,1,4,5
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-06-01,0,12,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2017-06-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2017-06-01,20,4,20,4,24
CAMARGO,internaciones,contrareferidos,2017-06-01,0,3,0,3,3
CAMIRI,internaciones,contrareferidos,2017-06-01,1,37,1,37,38
CARANAVI,internaciones,contrareferidos,2017-06-01,4,8,4,8,12
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2017-06-01,0,14,0,14,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-06-01,5,0,5,0,5
CLIZA,internaciones,contrareferidos,2017-06-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2017-06-01,33,176,33,176,209
COCHABAMBA,internaciones,contrareferidos,2017-06-01,37,366,37,366,403
COROICO,internaciones,contrareferidos,2017-06-01,14,0,14,0,14
CUEVO,internaciones,contrareferidos,2017-06-01,1,1,1,1,2
EL ALTO,internaciones,contrareferidos,2017-06-01,43,7,43,7,50
EL PUENTE(STC),internaciones,contrareferidos,2017-06-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2017-06-01,374,444,374,444,818
MIZQUE,internaciones,contrareferidos,2017-06-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2017-06-01,14,16,14,16,30
MONTERO,internaciones,contrareferidos,2017-06-01,695,0,695,0,695
MOROCHATA,internaciones,contrareferidos,2017-06-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2017-06-01,11,2,11,2,13
PADILLA,internaciones,contrareferidos,2017-06-01,37,0,37,0,37
POCONA,internaciones,contrareferidos,2017-06-01,0,2,0,2,2
PORTACHUELO,internaciones,contrareferidos,2017-06-01,8,10,8,10,18
POTOSI,internaciones,contrareferidos,2017-06-01,2,17,2,17,19
PUERTO SUAREZ,internaciones,contrareferidos,2017-06-01,2,2,2,2,4
PUERTO VILLARROEL,internaciones,contrareferidos,2017-06-01,11,0,11,0,11
PUNATA,internaciones,contrareferidos,2017-06-01,34,70,34,70,104
RIBERALTA,internaciones,contrareferidos,2017-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-06-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-06-01,1,1,1,1,2
SAN JULIAN,internaciones,contrareferidos,2017-06-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2017-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-06-01,1201,571,1201,571,1772
SIPE SIPE,internaciones,contrareferidos,2017-06-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2017-06-01,584,163,584,163,747
TARABUCO,internaciones,contrareferidos,2017-06-01,16,13,16,13,29
TARIJA,internaciones,contrareferidos,2017-06-01,0,2,0,2,2
TARVITA,internaciones,contrareferidos,2017-06-01,1,5,1,5,6
VALLEGRANDE,internaciones,contrareferidos,2017-06-01,5,8,5,8,13
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-06-01,1,1,1,1,2
VILLAZON,internaciones,contrareferidos,2017-06-01,2,7,2,7,9
YACUIBA,internaciones,contrareferidos,2017-06-01,96,0,96,0,96
ZUDAÑEZ,internaciones,contrareferidos,2017-06-01,1,3,1,3,4
ACHACACHI,internaciones,contrareferidos,2017-07-01,12,0,12,0,12
AIQUILE,internaciones,contrareferidos,2017-07-01,0,9,0,9,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-07-01,0,15,0,15,15
ATOCHA,internaciones,contrareferidos,2017-07-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2017-07-01,18,3,18,3,21
CAMARGO,internaciones,contrareferidos,2017-07-01,12,22,12,22,34
CAMIRI,internaciones,contrareferidos,2017-07-01,0,30,0,30,30
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-07-01,5,0,5,0,5
CLIZA,internaciones,contrareferidos,2017-07-01,0,13,0,13,13
COBIJA,internaciones,contrareferidos,2017-07-01,25,142,25,142,167
COCHABAMBA,internaciones,contrareferidos,2017-07-01,38,365,38,365,403
CONCEPCION,internaciones,contrareferidos,2017-07-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2017-07-01,19,0,19,0,19
EL ALTO,internaciones,contrareferidos,2017-07-01,43,7,43,7,50
GUAYARAMERIN,internaciones,contrareferidos,2017-07-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2017-07-01,258,377,258,377,635
MAIRANA,internaciones,contrareferidos,2017-07-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2017-07-01,15,22,15,22,37
MONTERO,internaciones,contrareferidos,2017-07-01,50,283,50,283,333
OCURI,internaciones,contrareferidos,2017-07-01,0,2,0,2,2
OMEREQUE,internaciones,contrareferidos,2017-07-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2017-07-01,9,0,9,0,9
PADILLA,internaciones,contrareferidos,2017-07-01,10,22,10,22,32
PORTACHUELO,internaciones,contrareferidos,2017-07-01,2,2,2,2,4
POTOSI,internaciones,contrareferidos,2017-07-01,0,21,0,21,21
PUERTO SUAREZ,internaciones,contrareferidos,2017-07-01,2,13,2,13,15
PUNATA,internaciones,contrareferidos,2017-07-01,30,73,30,73,103
RIBERALTA,internaciones,contrareferidos,2017-07-01,104,0,104,0,104
ROBORE,internaciones,contrareferidos,2017-07-01,2,2,2,2,4
SACABA,internaciones,contrareferidos,2017-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-07-01,10,16,10,16,26
SAN JULIAN,internaciones,contrareferidos,2017-07-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2017-07-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-07-01,1213,610,1213,610,1823
SUCRE,internaciones,contrareferidos,2017-07-01,666,181,666,181,847
TARABUCO,internaciones,contrareferidos,2017-07-01,8,9,8,9,17
TARIJA,internaciones,contrareferidos,2017-07-01,9,19,9,19,28
TARVITA,internaciones,contrareferidos,2017-07-01,1,5,1,5,6
TIPUANI,internaciones,contrareferidos,2017-07-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2017-07-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2017-07-01,0,73,0,73,73
VALLEGRANDE,internaciones,contrareferidos,2017-07-01,3,9,3,9,12
VILLA MONTES,internaciones,contrareferidos,2017-07-01,9,2,9,2,11
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-07-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2017-07-01,2,8,2,8,10
YACUIBA,internaciones,contrareferidos,2017-07-01,72,0,72,0,72
ZUDAÑEZ,internaciones,contrareferidos,2017-07-01,1,2,1,2,3
ACHACACHI,internaciones,contrareferidos,2017-08-01,9,0,9,0,9
AIQUILE,internaciones,contrareferidos,2017-08-01,1,6,1,6,7
ANZALDO,internaciones,contrareferidos,2017-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-08-01,0,13,0,13,13
BERMEJO,internaciones,contrareferidos,2017-08-01,20,5,20,5,25
CAMARGO,internaciones,contrareferidos,2017-08-01,3,26,3,26,29
CAMIRI,internaciones,contrareferidos,2017-08-01,1,25,1,25,26
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2017-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-08-01,1,0,1,0,1
CLIZA,internaciones,contrareferidos,2017-08-01,0,11,0,11,11
COBIJA,internaciones,contrareferidos,2017-08-01,17,92,17,92,109
COCHABAMBA,internaciones,contrareferidos,2017-08-01,21,335,21,335,356
COROICO,internaciones,contrareferidos,2017-08-01,4,0,4,0,4
COTAGAITA,internaciones,contrareferidos,2017-08-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2017-08-01,49,16,49,16,65
LA PAZ,internaciones,contrareferidos,2017-08-01,342,490,342,490,832
MONTEAGUDO,internaciones,contrareferidos,2017-08-01,7,17,7,17,24
MONTERO,internaciones,contrareferidos,2017-08-01,347,8,347,8,355
MOROCHATA,internaciones,contrareferidos,2017-08-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2017-08-01,26,0,26,0,26
PADILLA,internaciones,contrareferidos,2017-08-01,13,28,13,28,41
PAMPA GRANDE,internaciones,contrareferidos,2017-08-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2017-08-01,0,53,0,53,53
PUERTO QUIJARRO,internaciones,contrareferidos,2017-08-01,0,26,0,26,26
PUERTO SUAREZ,internaciones,contrareferidos,2017-08-01,1,7,1,7,8
PUERTO VILLARROEL,internaciones,contrareferidos,2017-08-01,7,0,7,0,7
PUNATA,internaciones,contrareferidos,2017-08-01,39,87,39,87,126
QUILLACOLLO,internaciones,contrareferidos,2017-08-01,1,0,1,0,1
RIBERALTA,internaciones,contrareferidos,2017-08-01,8,0,8,0,8
ROBORE,internaciones,contrareferidos,2017-08-01,2,1,2,1,3
SAN CARLOS,internaciones,contrareferidos,2017-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-08-01,0,22,0,22,22
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-08-01,1297,19,1297,19,1316
SUCRE,internaciones,contrareferidos,2017-08-01,267,616,267,616,883
TARABUCO,internaciones,contrareferidos,2017-08-01,4,24,4,24,28
TARIJA,internaciones,contrareferidos,2017-08-01,126,0,126,0,126
TARVITA,internaciones,contrareferidos,2017-08-01,1,4,1,4,5
TRINIDAD,internaciones,contrareferidos,2017-08-01,6,0,6,0,6
TUPIZA,internaciones,contrareferidos,2017-08-01,0,94,0,94,94
UNCIA,internaciones,contrareferidos,2017-08-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2017-08-01,4,5,4,5,9
VIACHA,internaciones,contrareferidos,2017-08-01,3,3,3,3,6
VILLA MONTES,internaciones,contrareferidos,2017-08-01,8,4,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-08-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2017-08-01,4,6,4,6,10
YACUIBA,internaciones,contrareferidos,2017-08-01,65,0,65,0,65
YAPACANI,internaciones,contrareferidos,2017-08-01,0,4,0,4,4
ACHACACHI,internaciones,contrareferidos,2017-09-01,6,0,6,0,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-09-01,3,5,3,5,8
ATOCHA,internaciones,contrareferidos,2017-09-01,2,1,2,1,3
BERMEJO,internaciones,contrareferidos,2017-09-01,4,6,4,6,10
CAMARGO,internaciones,contrareferidos,2017-09-01,8,16,8,16,24
CAMIRI,internaciones,contrareferidos,2017-09-01,0,23,0,23,23
CARANAVI,internaciones,contrareferidos,2017-09-01,1,8,1,8,9
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2017-09-01,0,1,0,1,1
CHALLAPATA,internaciones,contrareferidos,2017-09-01,5,0,5,0,5
CHAQUI,internaciones,contrareferidos,2017-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-09-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2017-09-01,20,84,20,84,104
COCHABAMBA,internaciones,contrareferidos,2017-09-01,45,369,45,369,414
COTAGAITA,internaciones,contrareferidos,2017-09-01,2,2,2,2,4
