,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHUA COCANI,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2017-01-01,50,61,50,61,111
CHUMA,internaciones,ingresos espontaneos,2017-01-01,2,3,2,3,5
CKOCHAS,internaciones,ingresos espontaneos,2017-01-01,1,3,1,3,4
CLIZA,internaciones,ingresos espontaneos,2017-01-01,13,46,13,46,59
COBIJA,internaciones,ingresos espontaneos,2017-01-01,129,240,129,240,369
COCAPATA,internaciones,ingresos espontaneos,2017-01-01,0,16,0,16,16
COCHABAMBA,internaciones,ingresos espontaneos,2017-01-01,3070,5300,3070,5300,8370
COLCAPIRHUA,internaciones,ingresos espontaneos,2017-01-01,33,97,33,97,130
"COLCHA ""K""",internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
COLOMI,internaciones,ingresos espontaneos,2017-01-01,1,16,1,16,17
COLPA BELGICA,internaciones,ingresos espontaneos,2017-01-01,4,6,4,6,10
COLQUECHACA,internaciones,ingresos espontaneos,2017-01-01,2,9,2,9,11
COLQUENCHA,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
COLQUIRI,internaciones,ingresos espontaneos,2017-01-01,2,8,2,8,10
COMARAPA,internaciones,ingresos espontaneos,2017-01-01,6,57,6,57,63
CONCEPCION,internaciones,ingresos espontaneos,2017-01-01,15,69,15,69,84
COPACABANA,internaciones,ingresos espontaneos,2017-01-01,1,7,1,7,8
CORIPATA,internaciones,ingresos espontaneos,2017-01-01,0,11,0,11,11
CORO CORO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2017-01-01,13,57,13,57,70
CORQUE,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2017-01-01,10,25,10,25,35
COTOCA,internaciones,ingresos espontaneos,2017-01-01,7,9,7,9,16
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2017-01-01,17,29,17,29,46
CULPINA,internaciones,ingresos espontaneos,2017-01-01,10,31,10,31,41
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2017-01-01,1,2,1,2,3
DESAGUADERO,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
EL ALTO,internaciones,ingresos espontaneos,2017-01-01,907,2244,907,2244,3151
EL CHORO,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
EL PUENTE(STC),internaciones,ingresos espontaneos,2017-01-01,16,19,16,19,35
EL TORNO,internaciones,ingresos espontaneos,2017-01-01,184,388,184,388,572
EL VILLAR,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2017-01-01,8,37,8,37,45
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2017-01-01,4,38,4,38,42
ESCOMA,internaciones,ingresos espontaneos,2017-01-01,1,6,1,6,7
EUCALIPTUS,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
EXALTACION,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2017-01-01,7,45,7,45,52
FILADELFIA,internaciones,ingresos espontaneos,2017-01-01,2,4,2,4,6
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2017-01-01,13,30,13,30,43
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
GUANAY,internaciones,ingresos espontaneos,2017-01-01,16,27,16,27,43
GUAQUI,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2017-01-01,144,321,144,321,465
GUTIERREZ,internaciones,ingresos espontaneos,2017-01-01,13,31,13,31,44
HUACARETA,internaciones,ingresos espontaneos,2017-01-01,5,29,5,29,34
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2017-01-01,0,5,0,5,5
HUANUNI,internaciones,ingresos espontaneos,2017-01-01,72,102,72,102,174
HUARACAJE,internaciones,ingresos espontaneos,2017-01-01,6,11,6,11,17
HUARINA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
HUATAJATA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,ingresos espontaneos,2017-01-01,1,0,1,0,1
HUMANATA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
ICHOCA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
ICLA,internaciones,ingresos espontaneos,2017-01-01,1,4,1,4,5
INCAHUASI,internaciones,ingresos espontaneos,2017-01-01,3,7,3,7,10
INQUISIVI,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2017-01-01,7,30,7,30,37
IXIAMAS,internaciones,ingresos espontaneos,2017-01-01,0,17,0,17,17
JESUS DE MACHACA,internaciones,ingresos espontaneos,2017-01-01,0,10,0,10,10
LA ASUNTA,internaciones,ingresos espontaneos,2017-01-01,8,59,8,59,67
LA GUARDIA,internaciones,ingresos espontaneos,2017-01-01,26,91,26,91,117
LA PAZ,internaciones,ingresos espontaneos,2017-01-01,1921,4323,1921,4323,6244
LAGUNILLAS,internaciones,ingresos espontaneos,2017-01-01,1,4,1,4,5
LAJA,internaciones,ingresos espontaneos,2017-01-01,0,7,0,7,7
LICOMA PAMPA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2017-01-01,77,169,77,169,246
LLICA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
MACHARETI,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos espontaneos,2017-01-01,34,63,34,63,97
MAIRANA,internaciones,ingresos espontaneos,2017-01-01,4,53,4,53,57
MAPIRI,internaciones,ingresos espontaneos,2017-01-01,6,34,6,34,40
MECAPACA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
MINEROS,internaciones,ingresos espontaneos,2017-01-01,0,21,0,21,21
MIZQUE,internaciones,ingresos espontaneos,2017-01-01,13,39,13,39,52
MOCOMOCO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2017-01-01,0,6,0,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2017-01-01,68,141,68,141,209
MONTERO,internaciones,ingresos espontaneos,2017-01-01,317,652,317,652,969
MORO MORO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
MOROCHATA,internaciones,ingresos espontaneos,2017-01-01,6,9,6,9,15
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
OCURI,internaciones,ingresos espontaneos,2017-01-01,0,5,0,5,5
OKINAWA,internaciones,ingresos espontaneos,2017-01-01,1,3,1,3,4
OMEREQUE,internaciones,ingresos espontaneos,2017-01-01,3,13,3,13,16
ORURO,internaciones,ingresos espontaneos,2017-01-01,1188,1939,1188,1939,3127
PADILLA,internaciones,ingresos espontaneos,2017-01-01,24,34,24,34,58
PAILON,internaciones,ingresos espontaneos,2017-01-01,34,95,34,95,129
PALCA,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2017-01-01,8,44,8,44,52
PAMPA GRANDE,internaciones,ingresos espontaneos,2017-01-01,2,7,2,7,9
PAPEL PAMPA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
PASORAPA,internaciones,ingresos espontaneos,2017-01-01,2,2,2,2,4
PATACAMAYA,internaciones,ingresos espontaneos,2017-01-01,8,48,8,48,56
PELECHUCO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
POCONA,internaciones,ingresos espontaneos,2017-01-01,0,6,0,6,6
POJO (CBBA),internaciones,ingresos espontaneos,2017-01-01,2,13,2,13,15
POOPO,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
PORCO,internaciones,ingresos espontaneos,2017-01-01,0,5,0,5,5
POROMA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
PORONGO,internaciones,ingresos espontaneos,2017-01-01,0,23,0,23,23
PORTACHUELO,internaciones,ingresos espontaneos,2017-01-01,28,117,28,117,145
PORVENIR,internaciones,ingresos espontaneos,2017-01-01,1,2,1,2,3
POTOSI,internaciones,ingresos espontaneos,2017-01-01,710,1305,710,1305,2015
PRESTO,internaciones,ingresos espontaneos,2017-01-01,1,8,1,8,9
PUCARA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
PUCARANI,internaciones,ingresos espontaneos,2017-01-01,0,5,0,5,5
PUERTO ACOSTA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2017-01-01,1,15,1,15,16
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2017-01-01,29,30,29,30,59
PUERTO RICO,internaciones,ingresos espontaneos,2017-01-01,6,12,6,12,18
PUERTO SUAREZ,internaciones,ingresos espontaneos,2017-01-01,47,116,47,116,163
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2017-01-01,62,166,62,166,228
PUNA,internaciones,ingresos espontaneos,2017-01-01,0,6,0,6,6
PUNATA,internaciones,ingresos espontaneos,2017-01-01,71,112,71,112,183
QUIABAYA,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
QUILLACOLLO,internaciones,ingresos espontaneos,2017-01-01,31,367,31,367,398
QUIME,internaciones,ingresos espontaneos,2017-01-01,1,2,1,2,3
QUIRUSILLAS,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
REYES,internaciones,ingresos espontaneos,2017-01-01,11,36,11,36,47
RIBERALTA,internaciones,ingresos espontaneos,2017-01-01,144,553,144,553,697
ROBORE,internaciones,ingresos espontaneos,2017-01-01,24,76,24,76,100
RURRENABAQUE,internaciones,ingresos espontaneos,2017-01-01,41,65,41,65,106
SACABA,internaciones,ingresos espontaneos,2017-01-01,150,593,150,593,743
SACABAMBA,internaciones,ingresos espontaneos,2017-01-01,3,4,3,4,7
SACACA,internaciones,ingresos espontaneos,2017-01-01,1,18,1,18,19
SAIPINA,internaciones,ingresos espontaneos,2017-01-01,3,8,3,8,11
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2017-01-01,1,7,1,7,8
SAMAIPATA,internaciones,ingresos espontaneos,2017-01-01,3,14,3,14,17
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2017-01-01,4,13,4,13,17
SAN BENITO,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2017-01-01,33,126,33,126,159
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2017-01-01,22,55,22,55,77
SAN CARLOS,internaciones,ingresos espontaneos,2017-01-01,0,12,0,12,12
SAN IGNACIO,internaciones,ingresos espontaneos,2017-01-01,26,74,26,74,100
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2017-01-01,102,289,102,289,391
SAN JAVIER(STC),internaciones,ingresos espontaneos,2017-01-01,4,49,4,49,53
SAN JOAQUIN,internaciones,ingresos espontaneos,2017-01-01,11,37,11,37,48
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2017-01-01,30,124,30,124,154
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2017-01-01,26,52,26,52,78
SAN JULIAN,internaciones,ingresos espontaneos,2017-01-01,38,125,38,125,163
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2017-01-01,0,8,0,8,8
SAN LUCAS,internaciones,ingresos espontaneos,2017-01-01,8,40,8,40,48
SAN MATIAS,internaciones,ingresos espontaneos,2017-01-01,21,38,21,38,59
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2017-01-01,12,23,12,23,35
SAN PEDRO,internaciones,ingresos espontaneos,2017-01-01,4,38,4,38,42
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2017-01-01,0,14,0,14,14
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2017-01-01,5,15,5,15,20
SAN RAMON BENI,internaciones,ingresos espontaneos,2017-01-01,10,27,10,27,37
SAN RAMON SCZ,internaciones,ingresos espontaneos,2017-01-01,12,29,12,29,41
SANTA ANA,internaciones,ingresos espontaneos,2017-01-01,31,82,31,82,113
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2017-01-01,4122,6946,4122,6946,11068
SANTA ROSA,internaciones,ingresos espontaneos,2017-01-01,12,17,12,17,29
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2017-01-01,21,43,21,43,64
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2017-01-01,0,7,0,7,7
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2017-01-01,1,0,1,0,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
SENA,internaciones,ingresos espontaneos,2017-01-01,4,10,4,10,14
SHINAOTA,internaciones,ingresos espontaneos,2017-01-01,23,37,23,37,60
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2017-01-01,0,6,0,6,6
SICAYA,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
SIPE SIPE,internaciones,ingresos espontaneos,2017-01-01,0,35,0,35,35
SOPACHUY,internaciones,ingresos espontaneos,2017-01-01,0,7,0,7,7
SORACACHI,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
SORATA,internaciones,ingresos espontaneos,2017-01-01,2,15,2,15,17
SUCRE,internaciones,ingresos espontaneos,2017-01-01,1122,2227,1122,2227,3349
TACACOMA,internaciones,ingresos espontaneos,2017-01-01,0,7,0,7,7
TACOPAYA,internaciones,ingresos espontaneos,2017-01-01,1,8,1,8,9
TAPACARI,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
TARABUCO,internaciones,ingresos espontaneos,2017-01-01,24,48,24,48,72
TARATA,internaciones,ingresos espontaneos,2017-01-01,0,5,0,5,5
TARIJA,internaciones,ingresos espontaneos,2017-01-01,867,1414,867,1414,2281
TARVITA,internaciones,ingresos espontaneos,2017-01-01,8,24,8,24,32
TEOPONTE,internaciones,ingresos espontaneos,2017-01-01,0,14,0,14,14
TIAWANACU,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
TIPUANI,internaciones,ingresos espontaneos,2017-01-01,2,9,2,9,11
TIQUIPAYA,internaciones,ingresos espontaneos,2017-01-01,14,155,14,155,169
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2017-01-01,0,13,0,13,13
TOCO,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
TOLEDO,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
TOMINA,internaciones,ingresos espontaneos,2017-01-01,0,10,0,10,10
TORO TORO,internaciones,ingresos espontaneos,2017-01-01,0,6,0,6,6
TOTORA(CBBA),internaciones,ingresos espontaneos,2017-01-01,4,28,4,28,32
TOTORA(ORR),internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
TRIGAL,internaciones,ingresos espontaneos,2017-01-01,3,2,3,2,5
TRINIDAD,internaciones,ingresos espontaneos,2017-01-01,486,1086,486,1086,1572
TUPIZA,internaciones,ingresos espontaneos,2017-01-01,31,156,31,156,187
UMALA,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
UNCIA,internaciones,ingresos espontaneos,2017-01-01,0,10,0,10,10
URUBICHA,internaciones,ingresos espontaneos,2017-01-01,11,18,11,18,29
UYUNI,internaciones,ingresos espontaneos,2017-01-01,52,110,52,110,162
VACAS,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
VALLEGRANDE,internaciones,ingresos espontaneos,2017-01-01,54,115,54,115,169
VIACHA,internaciones,ingresos espontaneos,2017-01-01,67,113,67,113,180
VILA VILA,internaciones,ingresos espontaneos,2017-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,ingresos espontaneos,2017-01-01,2,14,2,14,16
VILLA MONTES,internaciones,ingresos espontaneos,2017-01-01,65,157,65,157,222
VILLA RIVERO,internaciones,ingresos espontaneos,2017-01-01,0,4,0,4,4
VILLA TUNARI,internaciones,ingresos espontaneos,2017-01-01,50,195,50,195,245
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2017-01-01,7,14,7,14,21
VILLAZON,internaciones,ingresos espontaneos,2017-01-01,52,194,52,194,246
VINTO,internaciones,ingresos espontaneos,2017-01-01,40,97,40,97,137
WARNES,internaciones,ingresos espontaneos,2017-01-01,31,85,31,85,116
YACUIBA,internaciones,ingresos espontaneos,2017-01-01,300,610,300,610,910
YAMPARAEZ,internaciones,ingresos espontaneos,2017-01-01,0,3,0,3,3
YANACACHI,internaciones,ingresos espontaneos,2017-01-01,0,1,0,1,1
YAPACANI,internaciones,ingresos espontaneos,2017-01-01,88,195,88,195,283
YOTALA,internaciones,ingresos espontaneos,2017-01-01,3,15,3,15,18
ZUDAÑEZ,internaciones,ingresos espontaneos,2017-01-01,3,23,3,23,26
ACACIO,internaciones,ingresos espontaneos,2017-02-01,2,1,2,1,3
ACHACACHI,internaciones,ingresos espontaneos,2017-02-01,10,47,10,47,57
ACHOCALLA,internaciones,ingresos espontaneos,2017-02-01,0,4,0,4,4
AIQUILE,internaciones,ingresos espontaneos,2017-02-01,20,48,20,48,68
ALTO BENI,internaciones,ingresos espontaneos,2017-02-01,0,12,0,12,12
ANCORAIMES,internaciones,ingresos espontaneos,2017-02-01,0,2,0,2,2
ANTEQUERA,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2017-02-01,20,4,20,4,24
APOLO,internaciones,ingresos espontaneos,2017-02-01,4,13,4,13,17
ARANI,internaciones,ingresos espontaneos,2017-02-01,0,12,0,12,12
ARBIETO,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
ARQUE,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2017-02-01,63,126,63,126,189
ATOCHA,internaciones,ingresos espontaneos,2017-02-01,61,80,61,80,141
AYATA,internaciones,ingresos espontaneos,2017-02-01,0,3,0,3,3
AYO AYO,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2017-02-01,7,32,7,32,39
AZURDUY,internaciones,ingresos espontaneos,2017-02-01,5,18,5,18,23
BATALLAS,internaciones,ingresos espontaneos,2017-02-01,0,5,0,5,5
BAURES,internaciones,ingresos espontaneos,2017-02-01,6,13,6,13,19
BELLA FLOR,internaciones,ingresos espontaneos,2017-02-01,0,6,0,6,6
BERMEJO,internaciones,ingresos espontaneos,2017-02-01,83,152,83,152,235
BETANZOS,internaciones,ingresos espontaneos,2017-02-01,1,10,1,10,11
BOYUIBE,internaciones,ingresos espontaneos,2017-02-01,8,19,8,19,27
BUENA VISTA,internaciones,ingresos espontaneos,2017-02-01,12,11,12,11,23
CABEZAS,internaciones,ingresos espontaneos,2017-02-01,1,13,1,13,14
CAIROMA,internaciones,ingresos espontaneos,2017-02-01,0,3,0,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
CAJUATA,internaciones,ingresos espontaneos,2017-02-01,0,10,0,10,10
CALAMARCA,internaciones,ingresos espontaneos,2017-02-01,0,7,0,7,7
CAMARGO,internaciones,ingresos espontaneos,2017-02-01,47,61,47,61,108
CAMIRI,internaciones,ingresos espontaneos,2017-02-01,136,358,136,358,494
CAPINOTA,internaciones,ingresos espontaneos,2017-02-01,7,35,7,35,42
CAQUIAVIRI,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2017-02-01,34,7,34,7,41
CARANAVI,internaciones,ingresos espontaneos,2017-02-01,38,134,38,134,172
CARIPUYO,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2017-02-01,6,23,6,23,29
CHALLAPATA,internaciones,ingresos espontaneos,2017-02-01,7,78,7,78,85
CHARAGUA,internaciones,ingresos espontaneos,2017-02-01,30,76,30,76,106
CHAYANTA,internaciones,ingresos espontaneos,2017-02-01,0,3,0,3,3
CHIMORE,internaciones,ingresos espontaneos,2017-02-01,2,18,2,18,20
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2017-02-01,31,77,31,77,108
CHUMA,internaciones,ingresos espontaneos,2017-02-01,2,9,2,9,11
CKOCHAS,internaciones,ingresos espontaneos,2017-02-01,0,2,0,2,2
CLIZA,internaciones,ingresos espontaneos,2017-02-01,12,45,12,45,57
COBIJA,internaciones,ingresos espontaneos,2017-02-01,111,175,111,175,286
COCAPATA,internaciones,ingresos espontaneos,2017-02-01,0,3,0,3,3
COCHABAMBA,internaciones,ingresos espontaneos,2017-02-01,2708,4543,2708,4543,7251
COLCAPIRHUA,internaciones,ingresos espontaneos,2017-02-01,18,100,18,100,118
"COLCHA ""K""",internaciones,ingresos espontaneos,2017-02-01,2,1,2,1,3
COLLANA,internaciones,ingresos espontaneos,2017-02-01,0,3,0,3,3
COLOMI,internaciones,ingresos espontaneos,2017-02-01,0,19,0,19,19
COLPA BELGICA,internaciones,ingresos espontaneos,2017-02-01,7,14,7,14,21
COLQUECHACA,internaciones,ingresos espontaneos,2017-02-01,1,7,1,7,8
COLQUENCHA,internaciones,ingresos espontaneos,2017-02-01,0,9,0,9,9
COLQUIRI,internaciones,ingresos espontaneos,2017-02-01,0,4,0,4,4
COMARAPA,internaciones,ingresos espontaneos,2017-02-01,6,39,6,39,45
CONCEPCION,internaciones,ingresos espontaneos,2017-02-01,14,65,14,65,79
COPACABANA,internaciones,ingresos espontaneos,2017-02-01,0,9,0,9,9
CORIPATA,internaciones,ingresos espontaneos,2017-02-01,0,6,0,6,6
CORO CORO,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2017-02-01,22,60,22,60,82
COTAGAITA,internaciones,ingresos espontaneos,2017-02-01,2,15,2,15,17
COTOCA,internaciones,ingresos espontaneos,2017-02-01,4,8,4,8,12
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2017-02-01,4,31,4,31,35
CUEVO,internaciones,ingresos espontaneos,2017-02-01,0,1,0,1,1
CULPINA,internaciones,ingresos espontaneos,2017-02-01,12,40,12,40,52
DESAGUADERO,internaciones,ingresos espontaneos,2017-02-01,0,8,0,8,8
EL ALTO,internaciones,ingresos espontaneos,2017-02-01,715,1879,715,1879,2594
