municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,13,13,22,35
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,3,3,3,6
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,6,6,7,13
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,5,5,3,8
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,3,3,0,3
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,8,8,16,24
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,3,3,1,4
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,19,19,16,35
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,3,3,2,5
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,210,210,178,388
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,147,147,152,299
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,6,6,14,20
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,32,32,32,64
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,1457,1457,1472,2929
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,9,9,6,15
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,8,8,9,17
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,11,11,14,25
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,0,0,1,1
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,24,24,36,60
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,394,394,384,778
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,11,11,12,23
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,19,19,9,28
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,587,587,591,1178
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,269,269,263,532
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,4,4,8,12
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,12,12,8,20
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,37,37,38,75
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,10,10,12,22
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,66,66,49,115
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,466,466,363,829
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,1,1,2,3
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,9,9,5,14
TODOS SANTOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,1,1,1,2
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,26,26,24,50
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,6,6,1,7
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,7,7,13,20
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,169,169,172,341
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,7,7,13,20
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,32,32,38,70
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,6,6,6,12
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,1,1,3,4
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,561,561,535,1096
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,32,32,30,62
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,7,7,2,9
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,5,5,6,11
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,27,27,21,48
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,23,23,21,44
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,15,15,11,26
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,20,20,20,40
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,8,8,11,19
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,45,45,39,84
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,4,4,0,4
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,76,76,51,127
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,8,8,10,18
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,7,7,7,14
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,183,183,147,330
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,246,246,216,462
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,153,153,125,278
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,60,60,71,131
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,79,79,60,139
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,6,6,9,15
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,229,229,227,456
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,10,10,8,18
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,89,89,82,171
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,151,151,144,295
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,8,8,1,9
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,46,46,45,91
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,1,1,2,3
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,81,81,83,164
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,19,19,8,27
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-01-01,133,133,83,216
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,10,10,11,21
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,108,108,113,221
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,9,9,14,23
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,28,28,27,55
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,8,8,8,16
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,5,6
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,15,15,20,35
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,3,4
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,4,8
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2,2,6,8
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,21,21,21,42
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,4,9
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,41,41,49,90
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,22,22,17,39
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,14,14,21,35
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,310,310,327,637
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,11,11,12,23
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,25,25,21,46
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,14,14,13,27
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,69,69,49,118
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,72,72,83,155
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,21,21,23,44
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,3,8
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,3,3,1,4
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,1,2
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2,2,0,2
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,38,38,45,83
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,34,34,30,64
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,11,11,2,13
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,3,3,3,6
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,6,6,4,10
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,8,8,14,22
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,20,20,22,42
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,14,14,11,25
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,20,20,22,42
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,113,113,76,189
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,1,6
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,14,14,11,25
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,88,88,68,156
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,11,11,6,17
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,94,94,68,162
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,41,41,19,60
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,6,6,8,14
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,22,22,10,32
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,80,80,69,149
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2,2,1,3
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,10,10,10,20
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,9,9,3,12
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,11,11,6,17
CATACORA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,2,3
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,0,1
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,23,23,21,44
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,7,11
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,29,29,51,80
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,3,3,0,3
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,8,8,10,18
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,18,18,19,37
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,21,21,14,35
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,13,13,13,26
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,114,114,66,180
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,28,28,30,58
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1547,1547,1323,2870
COIPASA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,1,1,2,3
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,168,168,176,344
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,14,14,12,26
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,0,0,2,2
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,130,130,103,233
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,6,6,8,14
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,43,43,47,90
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,7,12
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,74,74,74,148
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,6,6,2,8
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,23,23,8,31
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,13,13,14,27
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,19,19,13,32
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,33,33,29,62
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,9,9,14,23
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,35,35,24,59
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,0,4
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,30,30,26,56
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,36,36,44,80
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,59,59,33,92
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2,2,5,7
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2,2,5,7
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,78,78,90,168
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,7,12
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,1,5
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,8,12
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,2238,2238,2187,4425
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,7,7,0,7
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,142,142,130,272
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,4,4,4,8
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,40,40,34,74
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,5,5,6,11
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,23,23,17,40
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-02-01,147,147,137,284
