municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,34,34,30,64
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,107,107,111,218
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,30,30,26,56
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,44,44,33,77
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,67,67,69,136
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,7,7,11,18
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,126,126,104,230
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,41,41,34,75
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,15,15,12,27
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,417,417,398,815
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,48,48,43,91
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,47,47,45,92
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,138,138,143,281
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,40,40,50,90
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,23,23,32,55
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,45,45,48,93
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,12,12,10,22
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,2,2,0,2
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,1,1,1,2
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,3,3,4,7
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,14,14,11,25
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,57,57,57,114
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,134,134,148,282
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,27,27,26,53
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,12,12,13,25
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,25,25,13,38
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,232,232,201,433
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,330,330,329,659
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,18,18,20,38
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,8,8,16,24
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,80,80,68,148
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,139,139,150,289
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,45,45,68,113
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,14,14,14,28
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,92,92,120,212
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,93,93,93,186
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,5,5,5,10
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,139,139,138,277
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,29,29,28,57
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,10,10,9,19
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,198,198,191,389
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,270,270,264,534
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,47,47,40,87
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,151,151,151,302
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,5,5,2,7
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,194,194,208,402
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,40,40,35,75
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,194,194,189,383
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,23,23,22,45
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,246,246,304,550
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,31,31,43,74
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-01-01,90,90,72,162
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,152,152,143,295
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,324,324,368,692
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,36,36,35,71
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,68,68,66,134
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,14,14,15,29
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,84,84,82,166
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,104,104,130,234
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,30,30,49,79
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,8,8,13,21
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,5,5,7,12
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,104,104,104,208
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,66,66,71,137
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,13,13,16,29
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,20,20,22,42
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,88,88,90,178
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,65,65,170,235
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,105,105,118,223
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,18,18,24,42
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,78,78,76,154
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,31,31,30,61
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,158,158,165,323
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,190,190,190,380
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,49,49,65,114
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,28,28,26,54
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,6,6,1,7
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,13,13,10,23
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,47,47,50,97
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,41,41,55,96
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,328,328,339,667
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,57,57,83,140
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,27,27,22,49
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,31,31,33,64
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,145,145,156,301
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,134,134,104,238
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,132,132,157,289
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,84,84,89,173
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,10,10,0,10
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,40,40,18,58
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,106,106,115,221
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,144,144,154,298
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,31,31,30,61
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,214,214,196,410
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,44,44,40,84
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,31,31,37,68
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,85,85,105,190
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,300,300,332,632
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,98,98,89,187
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,118,118,99,217
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,29,29,14,43
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,5,5,2,7
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,19,19,24,43
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,181,181,172,353
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,68,68,67,135
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,202,202,193,395
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,8,8,7,15
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,135,135,141,276
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,15,15,22,37
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,11,11,7,18
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,3,3,4,7
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,29,29,48,77
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,53,53,64,117
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,25,25,17,42
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,136,136,170,306
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,878,878,719,1597
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,2,2,0,2
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,47,47,64,111
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,75,75,95,170
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,16,16,15,31
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,28,28,23,51
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,38,38,35,73
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,362,362,352,714
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,78,78,70,148
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,79,79,85,164
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,5,5,9,14
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,127,127,116,243
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,20,20,11,31
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,11,11,56,67
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,90,90,85,175
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,102,102,72,174
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,49,49,59,108
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,45,45,48,93
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,28,28,14,42
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,265,265,267,532
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,92,92,84,176
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,58,58,43,101
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,27,27,18,45
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,55,55,51,106
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,170,170,193,363
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,34,34,28,62
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,29,29,20,49
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,23,23,13,36
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,1461,1461,1576,3037
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,12,12,14,26
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,102,102,89,191
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,115,115,132,247
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,112,112,90,202
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,196,196,177,373
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,77,77,90,167
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,3,3,2,5
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,35,35,42,77
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,2,2,6,8
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,41,41,46,87
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,164,164,151,315
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,32,32,36,68
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,140,140,124,264
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,95,95,95,190
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,92,92,84,176
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,40,40,20,60
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,215,215,227,442
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,235,235,227,462
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,80,80,73,153
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,28,28,38,66
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-02-01,7,7,5,12
