,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUECHACA,internaciones,egresos,2022-01-01,1,9,1,9,10
COLQUENCHA,internaciones,egresos,2022-01-01,0,7,0,7,7
COLQUIRI,internaciones,egresos,2022-01-01,0,5,0,5,5
COMANCHE,internaciones,egresos,2022-01-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2022-01-01,12,41,12,41,53
CONCEPCION,internaciones,egresos,2022-01-01,1,54,1,54,55
COPACABANA,internaciones,egresos,2022-01-01,0,5,0,5,5
CORIPATA,internaciones,egresos,2022-01-01,0,17,0,17,17
CORO CORO,internaciones,egresos,2022-01-01,0,2,0,2,2
COROICO,internaciones,egresos,2022-01-01,17,62,17,62,79
COTAGAITA,internaciones,egresos,2022-01-01,4,18,4,18,22
COTOCA,internaciones,egresos,2022-01-01,124,243,124,243,367
CUATRO CAÑADAS,internaciones,egresos,2022-01-01,13,25,13,25,38
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2022-01-01,0,1,0,1,1
CULPINA,internaciones,egresos,2022-01-01,5,21,5,21,26
DESAGUADERO,internaciones,egresos,2022-01-01,0,1,0,1,1
EL ALTO,internaciones,egresos,2022-01-01,773,2141,773,2141,2914
EL CHORO,internaciones,egresos,2022-01-01,0,1,0,1,1
EL PUENTE(STC),internaciones,egresos,2022-01-01,43,49,43,49,92
EL PUENTE(TJA),internaciones,egresos,2022-01-01,0,8,0,8,8
EL TORNO,internaciones,egresos,2022-01-01,54,119,54,119,173
EL VILLAR,internaciones,egresos,2022-01-01,0,2,0,2,2
ENTRE RIOS TRJ,internaciones,egresos,2022-01-01,11,18,11,18,29
ENTRE RIOS CBBA,internaciones,egresos,2022-01-01,12,74,12,74,86
ESCOMA,internaciones,egresos,2022-01-01,2,15,2,15,17
EUCALIPTUS,internaciones,egresos,2022-01-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2022-01-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,egresos,2022-01-01,4,17,4,17,21
FILADELFIA,internaciones,egresos,2022-01-01,4,1,4,1,5
GAIOC JATUN AYLLU YURA,internaciones,egresos,2022-01-01,1,1,1,1,2
GENERAL SAAVEDRA,internaciones,egresos,2022-01-01,0,7,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2022-01-01,0,7,0,7,7
GUANAY,internaciones,egresos,2022-01-01,5,26,5,26,31
GUAQUI,internaciones,egresos,2022-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,egresos,2022-01-01,96,184,96,184,280
GUTIERREZ,internaciones,egresos,2022-01-01,13,33,13,33,46
HUACARETA,internaciones,egresos,2022-01-01,3,19,3,19,22
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2022-01-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2022-01-01,0,3,0,3,3
HUANUNI,internaciones,egresos,2022-01-01,81,108,81,108,189
HUARACAJE,internaciones,egresos,2022-01-01,10,20,10,20,30
HUARINA,internaciones,egresos,2022-01-01,2,6,2,6,8
ICLA,internaciones,egresos,2022-01-01,2,7,2,7,9
INCAHUASI,internaciones,egresos,2022-01-01,1,9,1,9,10
INQUISIVI,internaciones,egresos,2022-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2022-01-01,14,25,14,25,39
IXIAMAS,internaciones,egresos,2022-01-01,4,11,4,11,15
JESUS DE MACHACA,internaciones,egresos,2022-01-01,0,2,0,2,2
LA ASUNTA,internaciones,egresos,2022-01-01,3,63,3,63,66
LA GUARDIA,internaciones,egresos,2022-01-01,56,143,56,143,199
LA PAZ,internaciones,egresos,2022-01-01,2142,3845,2142,3845,5987
LA RIVERA,internaciones,egresos,2022-01-01,0,2,0,2,2
LAGUNILLAS,internaciones,egresos,2022-01-01,2,6,2,6,8
LAJA,internaciones,egresos,2022-01-01,0,17,0,17,17
LAS CARRERAS,internaciones,egresos,2022-01-01,1,1,1,1,2
LICOMA PAMPA,internaciones,egresos,2022-01-01,0,3,0,3,3
LLALLAGUA,internaciones,egresos,2022-01-01,76,192,76,192,268
LLICA,internaciones,egresos,2022-01-01,0,1,0,1,1
LURIBAY,internaciones,egresos,2022-01-01,0,8,0,8,8
MACHACAMARCA,internaciones,egresos,2022-01-01,0,5,0,5,5
MACHARETI,internaciones,egresos,2022-01-01,8,15,8,15,23
MAGDALENA,internaciones,egresos,2022-01-01,23,48,23,48,71
MAIRANA,internaciones,egresos,2022-01-01,7,34,7,34,41
MAPIRI,internaciones,egresos,2022-01-01,4,24,4,24,28
MECAPACA,internaciones,egresos,2022-01-01,0,1,0,1,1
MINEROS,internaciones,egresos,2022-01-01,14,19,14,19,33
MIZQUE,internaciones,egresos,2022-01-01,11,52,11,52,63
MOCOMOCO,internaciones,egresos,2022-01-01,4,4,4,4,8
MOJOCOYA,internaciones,egresos,2022-01-01,0,4,0,4,4
MONTEAGUDO,internaciones,egresos,2022-01-01,68,127,68,127,195
MONTERO,internaciones,egresos,2022-01-01,362,555,362,555,917
MORO MORO,internaciones,egresos,2022-01-01,0,3,0,3,3
MOROCHATA,internaciones,egresos,2022-01-01,1,3,1,3,4
OCURI,internaciones,egresos,2022-01-01,1,6,1,6,7
OMEREQUE,internaciones,egresos,2022-01-01,6,14,6,14,20
ORURO,internaciones,egresos,2022-01-01,903,1553,903,1553,2456
PADILLA,internaciones,egresos,2022-01-01,20,42,20,42,62
PAILON,internaciones,egresos,2022-01-01,43,68,43,68,111
PALCA,internaciones,egresos,2022-01-01,0,1,0,1,1
PALOS BLANCOS,internaciones,egresos,2022-01-01,5,55,5,55,60
PAMPA AULLAGAS,internaciones,egresos,2022-01-01,0,5,0,5,5
PAMPA GRANDE,internaciones,egresos,2022-01-01,0,5,0,5,5
PAPEL PAMPA,internaciones,egresos,2022-01-01,0,3,0,3,3
PATACAMAYA,internaciones,egresos,2022-01-01,2,43,2,43,45
PELECHUCO,internaciones,egresos,2022-01-01,0,1,0,1,1
POCOATA,internaciones,egresos,2022-01-01,0,12,0,12,12
POCONA,internaciones,egresos,2022-01-01,2,14,2,14,16
POJO (CBBA),internaciones,egresos,2022-01-01,0,11,0,11,11
POOPO,internaciones,egresos,2022-01-01,0,1,0,1,1
PORCO,internaciones,egresos,2022-01-01,0,10,0,10,10
POROMA,internaciones,egresos,2022-01-01,0,3,0,3,3
PORTACHUELO,internaciones,egresos,2022-01-01,63,121,63,121,184
PORVENIR,internaciones,egresos,2022-01-01,0,2,0,2,2
POSTRER VALLE,internaciones,egresos,2022-01-01,3,1,3,1,4
POTOSI,internaciones,egresos,2022-01-01,560,1149,560,1149,1709
PRESTO,internaciones,egresos,2022-01-01,6,7,6,7,13
PUCARA,internaciones,egresos,2022-01-01,2,1,2,1,3
PUCARANI,internaciones,egresos,2022-01-01,0,14,0,14,14
PUERTO ACOSTA,internaciones,egresos,2022-01-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,egresos,2022-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2022-01-01,2,8,2,8,10
PUERTO QUIJARRO,internaciones,egresos,2022-01-01,13,32,13,32,45
PUERTO RICO,internaciones,egresos,2022-01-01,10,14,10,14,24
PUERTO SUAREZ,internaciones,egresos,2022-01-01,26,48,26,48,74
PUERTO VILLARROEL,internaciones,egresos,2022-01-01,83,226,83,226,309
PUNA,internaciones,egresos,2022-01-01,0,7,0,7,7
PUNATA,internaciones,egresos,2022-01-01,95,253,95,253,348
QUIABAYA,internaciones,egresos,2022-01-01,0,4,0,4,4
QUILLACOLLO,internaciones,egresos,2022-01-01,167,465,167,465,632
QUIME,internaciones,egresos,2022-01-01,0,4,0,4,4
QUIRUSILLAS,internaciones,egresos,2022-01-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,egresos,2022-01-01,0,3,0,3,3
RAVELO,internaciones,egresos,2022-01-01,0,6,0,6,6
REYES,internaciones,egresos,2022-01-01,9,32,9,32,41
RIBERALTA,internaciones,egresos,2022-01-01,152,508,152,508,660
ROBORE,internaciones,egresos,2022-01-01,37,96,37,96,133
RURRENABAQUE,internaciones,egresos,2022-01-01,22,58,22,58,80
SABAYA,internaciones,egresos,2022-01-01,0,2,0,2,2
SACABA,internaciones,egresos,2022-01-01,180,414,180,414,594
SACABAMBA,internaciones,egresos,2022-01-01,0,3,0,3,3
SACACA,internaciones,egresos,2022-01-01,1,8,1,8,9
SALINAS DE GARCI MENDOZA,internaciones,egresos,2022-01-01,0,4,0,4,4
SAMAIPATA,internaciones,egresos,2022-01-01,1,9,1,9,10
SAN ANDRES,internaciones,egresos,2022-01-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2022-01-01,5,19,5,19,24
SAN BENITO,internaciones,egresos,2022-01-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2022-01-01,85,159,85,159,244
SAN BUENA VENTURA,internaciones,egresos,2022-01-01,18,63,18,63,81
SAN CARLOS,internaciones,egresos,2022-01-01,0,5,0,5,5
SAN IGNACIO,internaciones,egresos,2022-01-01,31,62,31,62,93
SAN IGNACIO DE VELASCO,internaciones,egresos,2022-01-01,103,246,103,246,349
SAN JAVIER(BNI),internaciones,egresos,2022-01-01,4,1,4,1,5
SAN JAVIER(STC),internaciones,egresos,2022-01-01,9,42,9,42,51
SAN JOSE DE CHIQUITOS,internaciones,egresos,2022-01-01,61,105,61,105,166
SAN JUAN DE YAPACANI,internaciones,egresos,2022-01-01,3,4,3,4,7
SAN JULIAN,internaciones,egresos,2022-01-01,182,287,182,287,469
SAN LORENZO(TJA),internaciones,egresos,2022-01-01,0,12,0,12,12
SAN LUCAS,internaciones,egresos,2022-01-01,14,49,14,49,63
SAN MATIAS,internaciones,egresos,2022-01-01,15,38,15,38,53
SAN MIGUEL DE VELASCO,internaciones,egresos,2022-01-01,15,50,15,50,65
SAN PEDRO,internaciones,egresos,2022-01-01,30,27,30,27,57
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2022-01-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,internaciones,egresos,2022-01-01,0,2,0,2,2
SAN PEDRO DE MACHA,internaciones,egresos,2022-01-01,0,14,0,14,14
SAN PEDRO DE TIQUINA,internaciones,egresos,2022-01-01,0,2,0,2,2
SAN RAFAEL,internaciones,egresos,2022-01-01,4,12,4,12,16
SAN RAMON BENI,internaciones,egresos,2022-01-01,2,15,2,15,17
SAN RAMON SCZ,internaciones,egresos,2022-01-01,16,37,16,37,53
SANTA ANA,internaciones,egresos,2022-01-01,15,78,15,78,93
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2022-01-01,2927,5789,2927,5789,8716
SANTA ROSA,internaciones,egresos,2022-01-01,18,42,18,42,60
SANTA ROSA DEL SARA,internaciones,egresos,2022-01-01,21,22,21,22,43
SANTIAGO DE HUARI,internaciones,egresos,2022-01-01,0,4,0,4,4
SANTIAGO DE HUATA,internaciones,egresos,2022-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2022-01-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2022-01-01,0,4,0,4,4
SAPAHAQUI,internaciones,egresos,2022-01-01,0,6,0,6,6
SENA,internaciones,egresos,2022-01-01,0,5,0,5,5
SHINAOTA,internaciones,egresos,2022-01-01,20,70,20,70,90
SICA SICA (VILLA AROMA),internaciones,egresos,2022-01-01,0,5,0,5,5
SICAYA,internaciones,egresos,2022-01-01,0,2,0,2,2
SIPE SIPE,internaciones,egresos,2022-01-01,0,53,0,53,53
SOPACHUY,internaciones,egresos,2022-01-01,5,6,5,6,11
SORATA,internaciones,egresos,2022-01-01,0,7,0,7,7
SUCRE,internaciones,egresos,2022-01-01,785,1426,785,1426,2211
TACACOMA,internaciones,egresos,2022-01-01,0,4,0,4,4
TACOPAYA,internaciones,egresos,2022-01-01,2,12,2,12,14
TARABUCO,internaciones,egresos,2022-01-01,23,35,23,35,58
TARACO,internaciones,egresos,2022-01-01,0,4,0,4,4
TARATA,internaciones,egresos,2022-01-01,0,4,0,4,4
TARIJA,internaciones,egresos,2022-01-01,750,1205,750,1205,1955
TARVITA,internaciones,egresos,2022-01-01,8,24,8,24,32
TEOPONTE,internaciones,egresos,2022-01-01,0,14,0,14,14
TIAHUANACU,internaciones,egresos,2022-01-01,0,11,0,11,11
TINGUIPAYA,internaciones,egresos,2022-01-01,0,3,0,3,3
TIPUANI,internaciones,egresos,2022-01-01,0,10,0,10,10
TIQUIPAYA,internaciones,egresos,2022-01-01,31,147,31,147,178
TIRAQUE (CBBA),internaciones,egresos,2022-01-01,0,23,0,23,23
TOCO,internaciones,egresos,2022-01-01,0,1,0,1,1
TOLATA,internaciones,egresos,2022-01-01,0,2,0,2,2
TOLEDO,internaciones,egresos,2022-01-01,0,1,0,1,1
TOMAVE,internaciones,egresos,2022-01-01,0,1,0,1,1
TOMINA,internaciones,egresos,2022-01-01,8,7,8,7,15
TORO TORO,internaciones,egresos,2022-01-01,0,5,0,5,5
TOTORA(CBBA),internaciones,egresos,2022-01-01,2,24,2,24,26
TOTORA(ORR),internaciones,egresos,2022-01-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2022-01-01,0,1,0,1,1
TRINIDAD,internaciones,egresos,2022-01-01,351,787,351,787,1138
TUPIZA,internaciones,egresos,2022-01-01,69,137,69,137,206
TURCO,internaciones,egresos,2022-01-01,0,2,0,2,2
UNCIA,internaciones,egresos,2022-01-01,0,10,0,10,10
URUBICHA,internaciones,egresos,2022-01-01,30,27,30,27,57
UYUNI,internaciones,egresos,2022-01-01,57,107,57,107,164
VACAS,internaciones,egresos,2022-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,egresos,2022-01-01,40,82,40,82,122
VIACHA,internaciones,egresos,2022-01-01,21,91,21,91,112
VILA VILA,internaciones,egresos,2022-01-01,0,5,0,5,5
VILLA CHARCAS,internaciones,egresos,2022-01-01,0,9,0,9,9
VILLA MONTES,internaciones,egresos,2022-01-01,51,139,51,139,190
VILLA RIVERO,internaciones,egresos,2022-01-01,0,5,0,5,5
VILLA SERRANO,internaciones,egresos,2022-01-01,0,5,0,5,5
VILLA TUNARI,internaciones,egresos,2022-01-01,77,240,77,240,317
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2022-01-01,2,10,2,10,12
VILLAZON,internaciones,egresos,2022-01-01,28,116,28,116,144
VINTO,internaciones,egresos,2022-01-01,18,99,18,99,117
WALDO BALLIVIAN,internaciones,egresos,2022-01-01,0,3,0,3,3
WARNES,internaciones,egresos,2022-01-01,21,33,21,33,54
YACUIBA,internaciones,egresos,2022-01-01,233,323,233,323,556
YAMPARAEZ,internaciones,egresos,2022-01-01,1,2,1,2,3
YANACACHI,internaciones,egresos,2022-01-01,0,1,0,1,1
YAPACANI,internaciones,egresos,2022-01-01,109,182,109,182,291
ZUDAÑEZ,internaciones,egresos,2022-01-01,5,16,5,16,21
ACACIO,internaciones,egresos,2022-02-01,0,2,0,2,2
ACHACACHI,internaciones,egresos,2022-02-01,12,66,12,66,78
ACHOCALLA,internaciones,egresos,2022-02-01,0,16,0,16,16
AIQUILE,internaciones,egresos,2022-02-01,27,52,27,52,79
ALCALA,internaciones,egresos,2022-02-01,1,1,1,1,2
ALTO BENI,internaciones,egresos,2022-02-01,0,9,0,9,9
ANDAMARCA,internaciones,egresos,2022-02-01,0,4,0,4,4
ANZALDO,internaciones,egresos,2022-02-01,6,5,6,5,11
APOLO,internaciones,egresos,2022-02-01,0,7,0,7,7
ARAMPAMPA,internaciones,egresos,2022-02-01,1,1,1,1,2
ARBIETO,internaciones,egresos,2022-02-01,0,3,0,3,3
ARQUE,internaciones,egresos,2022-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2022-02-01,65,119,65,119,184
ATOCHA,internaciones,egresos,2022-02-01,38,64,38,64,102
AUCAPATA,internaciones,egresos,2022-02-01,0,1,0,1,1
AYATA,internaciones,egresos,2022-02-01,0,7,0,7,7
AYO AYO,internaciones,egresos,2022-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2022-02-01,3,16,3,16,19
AZURDUY,internaciones,egresos,2022-02-01,6,11,6,11,17
BATALLAS,internaciones,egresos,2022-02-01,0,2,0,2,2
BAURES,internaciones,egresos,2022-02-01,9,12,9,12,21
BERMEJO,internaciones,egresos,2022-02-01,75,96,75,96,171
BETANZOS,internaciones,egresos,2022-02-01,0,25,0,25,25
BOLIVAR,internaciones,egresos,2022-02-01,0,4,0,4,4
BOYUIBE,internaciones,egresos,2022-02-01,5,15,5,15,20
BUENA VISTA,internaciones,egresos,2022-02-01,9,16,9,16,25
CABEZAS,internaciones,egresos,2022-02-01,0,8,0,8,8
CAIROMA,internaciones,egresos,2022-02-01,0,1,0,1,1
"CAIZA ""D""",internaciones,egresos,2022-02-01,0,8,0,8,8
CAJUATA,internaciones,egresos,2022-02-01,1,15,1,15,16
CALAMARCA,internaciones,egresos,2022-02-01,0,8,0,8,8
CAMARGO,internaciones,egresos,2022-02-01,43,50,43,50,93
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2022-02-01,0,2,0,2,2
CAMIRI,internaciones,egresos,2022-02-01,101,187,101,187,288
CAPINOTA,internaciones,egresos,2022-02-01,11,20,11,20,31
CAQUIAVIRI,internaciones,egresos,2022-02-01,2,1,2,1,3
CARACOLLO,internaciones,egresos,2022-02-01,1,19,1,19,20
CARANAVI,internaciones,egresos,2022-02-01,44,117,44,117,161
CARIPUYO,internaciones,egresos,2022-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2022-02-01,12,30,12,30,42
CHALLAPATA,internaciones,egresos,2022-02-01,26,67,26,67,93
CHAQUI,internaciones,egresos,2022-02-01,0,2,0,2,2
CHARAGUA,internaciones,egresos,2022-02-01,33,50,33,50,83
CHAYANTA,internaciones,egresos,2022-02-01,1,9,1,9,10
CHIMORE,internaciones,egresos,2022-02-01,7,45,7,45,52
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2022-02-01,9,56,9,56,65
CHUMA,internaciones,egresos,2022-02-01,0,2,0,2,2
CKOCHAS,internaciones,egresos,2022-02-01,1,7,1,7,8
CLIZA,internaciones,egresos,2022-02-01,3,47,3,47,50
COBIJA,internaciones,egresos,2022-02-01,184,414,184,414,598
COCAPATA,internaciones,egresos,2022-02-01,1,9,1,9,10
COCHABAMBA,internaciones,egresos,2022-02-01,2522,4057,2522,4057,6579
COIPASA,internaciones,egresos,2022-02-01,1,2,1,2,3
COLCAPIRHUA,internaciones,egresos,2022-02-01,61,79,61,79,140
COLLANA,internaciones,egresos,2022-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2022-02-01,1,17,1,17,18
COLPA BELGICA,internaciones,egresos,2022-02-01,1,4,1,4,5
COLQUECHACA,internaciones,egresos,2022-02-01,0,11,0,11,11
COLQUENCHA,internaciones,egresos,2022-02-01,0,5,0,5,5
COLQUIRI,internaciones,egresos,2022-02-01,0,4,0,4,4
COMARAPA,internaciones,egresos,2022-02-01,7,45,7,45,52
CONCEPCION,internaciones,egresos,2022-02-01,8,35,8,35,43
COPACABANA,internaciones,egresos,2022-02-01,0,4,0,4,4
CORIPATA,internaciones,egresos,2022-02-01,0,12,0,12,12
COROICO,internaciones,egresos,2022-02-01,31,53,31,53,84
CORQUE,internaciones,egresos,2022-02-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2022-02-01,3,13,3,13,16
COTOCA,internaciones,egresos,2022-02-01,78,267,78,267,345
CUATRO CAÑADAS,internaciones,egresos,2022-02-01,9,20,9,20,29
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2022-02-01,0,5,0,5,5
CUEVO,internaciones,egresos,2022-02-01,0,1,0,1,1
CULPINA,internaciones,egresos,2022-02-01,6,27,6,27,33
DESAGUADERO,internaciones,egresos,2022-02-01,0,5,0,5,5
EL ALTO,internaciones,egresos,2022-02-01,851,2132,851,2132,2983
EL CHORO,internaciones,egresos,2022-02-01,0,2,0,2,2
EL PUENTE(STC),internaciones,egresos,2022-02-01,23,23,23,23,46
EL PUENTE(TJA),internaciones,egresos,2022-02-01,0,3,0,3,3
EL TORNO,internaciones,egresos,2022-02-01,36,105,36,105,141
EL VILLAR,internaciones,egresos,2022-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2022-02-01,12,23,12,23,35
ENTRE RIOS CBBA,internaciones,egresos,2022-02-01,3,63,3,63,66
ESCOMA,internaciones,egresos,2022-02-01,3,14,3,14,17
EUCALIPTUS,internaciones,egresos,2022-02-01,0,4,0,4,4
EXALTACION,internaciones,egresos,2022-02-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,egresos,2022-02-01,6,22,6,22,28
FILADELFIA,internaciones,egresos,2022-02-01,5,13,5,13,18
GAIOC JATUN AYLLU YURA,internaciones,egresos,2022-02-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,egresos,2022-02-01,1,10,1,10,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2022-02-01,0,3,0,3,3
GUANAY,internaciones,egresos,2022-02-01,6,27,6,27,33
GUAQUI,internaciones,egresos,2022-02-01,0,4,0,4,4
GUAYARAMERIN,internaciones,egresos,2022-02-01,67,220,67,220,287
GUTIERREZ,internaciones,egresos,2022-02-01,7,34,7,34,41
HUACARETA,internaciones,egresos,2022-02-01,4,14,4,14,18
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2022-02-01,0,2,0,2,2
HUANUNI,internaciones,egresos,2022-02-01,75,93,75,93,168
HUARACAJE,internaciones,egresos,2022-02-01,4,14,4,14,18
HUARINA,internaciones,egresos,2022-02-01,4,5,4,5,9
HUATAJATA,internaciones,egresos,2022-02-01,0,1,0,1,1
ICLA,internaciones,egresos,2022-02-01,2,9,2,9,11
INCAHUASI,internaciones,egresos,2022-02-01,0,5,0,5,5
INQUISIVI,internaciones,egresos,2022-02-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2022-02-01,5,21,5,21,26
IXIAMAS,internaciones,egresos,2022-02-01,4,18,4,18,22
JESUS DE MACHACA,internaciones,egresos,2022-02-01,0,3,0,3,3
LA ASUNTA,internaciones,egresos,2022-02-01,7,57,7,57,64
LA GUARDIA,internaciones,egresos,2022-02-01,50,97,50,97,147
LA PAZ,internaciones,egresos,2022-02-01,2550,3163,2550,3163,5713
LAJA,internaciones,egresos,2022-02-01,0,6,0,6,6
LLALLAGUA,internaciones,egresos,2022-02-01,76,173,76,173,249
LLICA,internaciones,egresos,2022-02-01,1,1,1,1,2
LURIBAY,internaciones,egresos,2022-02-01,0,4,0,4,4
MACHARETI,internaciones,egresos,2022-02-01,2,11,2,11,13
MAGDALENA,internaciones,egresos,2022-02-01,2,11,2,11,13
MAIRANA,internaciones,egresos,2022-02-01,7,45,7,45,52
MALLA,internaciones,egresos,2022-02-01,0,1,0,1,1
MAPIRI,internaciones,egresos,2022-02-01,3,30,3,30,33
MECAPACA,internaciones,egresos,2022-02-01,0,2,0,2,2
MINEROS,internaciones,egresos,2022-02-01,8,20,8,20,28
MIZQUE,internaciones,egresos,2022-02-01,10,43,10,43,53
MOCOMOCO,internaciones,egresos,2022-02-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2022-02-01,0,3,0,3,3
MONTEAGUDO,internaciones,egresos,2022-02-01,79,114,79,114,193
