,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
BUENA VISTA,internaciones,contrareferidos,2022-02-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2022-02-01,15,16,15,16,31
CAMIRI,internaciones,contrareferidos,2022-02-01,0,63,0,63,63
CAPINOTA,internaciones,contrareferidos,2022-02-01,1,1,1,1,2
CARANAVI,internaciones,contrareferidos,2022-02-01,19,55,19,55,74
CARIPUYO,internaciones,contrareferidos,2022-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2022-02-01,1,0,1,0,1
CHARAGUA,internaciones,contrareferidos,2022-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-02-01,2,9,2,9,11
CLIZA,internaciones,contrareferidos,2022-02-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2022-02-01,36,64,36,64,100
COCHABAMBA,internaciones,contrareferidos,2022-02-01,214,691,214,691,905
COLCAPIRHUA,internaciones,contrareferidos,2022-02-01,1,1,1,1,2
CONCEPCION,internaciones,contrareferidos,2022-02-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2022-02-01,16,31,16,31,47
COTAGAITA,internaciones,contrareferidos,2022-02-01,0,2,0,2,2
EL ALTO,internaciones,contrareferidos,2022-02-01,118,209,118,209,327
EL TORNO,internaciones,contrareferidos,2022-02-01,1,3,1,3,4
ESCOMA,internaciones,contrareferidos,2022-02-01,1,4,1,4,5
GUAYARAMERIN,internaciones,contrareferidos,2022-02-01,28,132,28,132,160
HUANUNI,internaciones,contrareferidos,2022-02-01,0,4,0,4,4
LA PAZ,internaciones,contrareferidos,2022-02-01,60,644,60,644,704
MIZQUE,internaciones,contrareferidos,2022-02-01,0,3,0,3,3
MONTEAGUDO,internaciones,contrareferidos,2022-02-01,10,19,10,19,29
MONTERO,internaciones,contrareferidos,2022-02-01,265,401,265,401,666
ORURO,internaciones,contrareferidos,2022-02-01,93,364,93,364,457
PADILLA,internaciones,contrareferidos,2022-02-01,11,27,11,27,38
POTOSI,internaciones,contrareferidos,2022-02-01,99,574,99,574,673
PUERTO VILLARROEL,internaciones,contrareferidos,2022-02-01,51,159,51,159,210
PUNATA,internaciones,contrareferidos,2022-02-01,101,211,101,211,312
RIBERALTA,internaciones,contrareferidos,2022-02-01,79,345,79,345,424
SACABA,internaciones,contrareferidos,2022-02-01,19,65,19,65,84
SAN BUENA VENTURA,internaciones,contrareferidos,2022-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-02-01,2,12,2,12,14
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2022-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-02-01,241,1836,241,1836,2077
SUCRE,internaciones,contrareferidos,2022-02-01,264,669,264,669,933
TARABUCO,internaciones,contrareferidos,2022-02-01,11,14,11,14,25
TARIJA,internaciones,contrareferidos,2022-02-01,132,380,132,380,512
TRINIDAD,internaciones,contrareferidos,2022-02-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2022-02-01,8,54,8,54,62
UYUNI,internaciones,contrareferidos,2022-02-01,1,1,1,1,2
VALLEGRANDE,internaciones,contrareferidos,2022-02-01,1,1,1,1,2
VIACHA,internaciones,contrareferidos,2022-02-01,1,1,1,1,2
VILLA MONTES,internaciones,contrareferidos,2022-02-01,11,31,11,31,42
VILLA TUNARI,internaciones,contrareferidos,2022-02-01,20,94,20,94,114
VILLAZON,internaciones,contrareferidos,2022-02-01,5,4,5,4,9
WARNES,internaciones,contrareferidos,2022-02-01,3,4,3,4,7
YACUIBA,internaciones,contrareferidos,2022-02-01,85,181,85,181,266
ACHACACHI,internaciones,contrareferidos,2022-03-01,1,4,1,4,5
AIQUILE,internaciones,contrareferidos,2022-03-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-03-01,1,12,1,12,13
BERMEJO,internaciones,contrareferidos,2022-03-01,39,90,39,90,129
CAMARGO,internaciones,contrareferidos,2022-03-01,12,29,12,29,41
CAMIRI,internaciones,contrareferidos,2022-03-01,0,85,0,85,85
CARANAVI,internaciones,contrareferidos,2022-03-01,10,38,10,38,48
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2022-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-03-01,3,9,3,9,12
COBIJA,internaciones,contrareferidos,2022-03-01,54,64,54,64,118
COCHABAMBA,internaciones,contrareferidos,2022-03-01,243,835,243,835,1078
COROICO,internaciones,contrareferidos,2022-03-01,23,31,23,31,54
COTOCA,internaciones,contrareferidos,2022-03-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2022-03-01,175,353,175,353,528
EL TORNO,internaciones,contrareferidos,2022-03-01,1,2,1,2,3
ESCOMA,internaciones,contrareferidos,2022-03-01,1,5,1,5,6
GUAYARAMERIN,internaciones,contrareferidos,2022-03-01,45,142,45,142,187
HUANUNI,internaciones,contrareferidos,2022-03-01,1,3,1,3,4
LA PAZ,internaciones,contrareferidos,2022-03-01,86,751,86,751,837
MAIRANA,internaciones,contrareferidos,2022-03-01,0,2,0,2,2
MIZQUE,internaciones,contrareferidos,2022-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2022-03-01,12,22,12,22,34
MONTERO,internaciones,contrareferidos,2022-03-01,106,336,106,336,442
OCURI,internaciones,contrareferidos,2022-03-01,1,0,1,0,1
ORURO,internaciones,contrareferidos,2022-03-01,84,486,84,486,570
PADILLA,internaciones,contrareferidos,2022-03-01,6,27,6,27,33
POTOSI,internaciones,contrareferidos,2022-03-01,113,587,113,587,700
PUERTO VILLARROEL,internaciones,contrareferidos,2022-03-01,65,199,65,199,264
PUNATA,internaciones,contrareferidos,2022-03-01,94,242,94,242,336
RIBERALTA,internaciones,contrareferidos,2022-03-01,146,468,146,468,614
ROBORE,internaciones,contrareferidos,2022-03-01,1,0,1,0,1
RURRENABAQUE,internaciones,contrareferidos,2022-03-01,2,4,2,4,6
SACABA,internaciones,contrareferidos,2022-03-01,36,110,36,110,146
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-03-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2022-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-03-01,338,2002,338,2002,2340
SUCRE,internaciones,contrareferidos,2022-03-01,362,749,362,749,1111
TARABUCO,internaciones,contrareferidos,2022-03-01,9,19,9,19,28
TARIJA,internaciones,contrareferidos,2022-03-01,163,346,163,346,509
TRINIDAD,internaciones,contrareferidos,2022-03-01,1,3,1,3,4
TUPIZA,internaciones,contrareferidos,2022-03-01,11,49,11,49,60
VALLEGRANDE,internaciones,contrareferidos,2022-03-01,4,4,4,4,8
VIACHA,internaciones,contrareferidos,2022-03-01,1,0,1,0,1
VILLA MONTES,internaciones,contrareferidos,2022-03-01,10,17,10,17,27
VILLA TUNARI,internaciones,contrareferidos,2022-03-01,24,111,24,111,135
VILLAZON,internaciones,contrareferidos,2022-03-01,1,2,1,2,3
VINTO,internaciones,contrareferidos,2022-03-01,0,4,0,4,4
WARNES,internaciones,contrareferidos,2022-03-01,2,124,2,124,126
YACUIBA,internaciones,contrareferidos,2022-03-01,97,146,97,146,243
ACHACACHI,internaciones,contrareferidos,2022-04-01,2,15,2,15,17
AIQUILE,internaciones,contrareferidos,2022-04-01,3,2,3,2,5
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-04-01,5,13,5,13,18
BERMEJO,internaciones,contrareferidos,2022-04-01,46,102,46,102,148
CAMARGO,internaciones,contrareferidos,2022-04-01,18,35,18,35,53
CAMIRI,internaciones,contrareferidos,2022-04-01,0,95,0,95,95
CARANAVI,internaciones,contrareferidos,2022-04-01,13,42,13,42,55
CHALLAPATA,internaciones,contrareferidos,2022-04-01,1,8,1,8,9
CHARAGUA,internaciones,contrareferidos,2022-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-04-01,4,6,4,6,10
COBIJA,internaciones,contrareferidos,2022-04-01,69,112,69,112,181
COCHABAMBA,internaciones,contrareferidos,2022-04-01,206,861,206,861,1067
COLCAPIRHUA,internaciones,contrareferidos,2022-04-01,2,0,2,0,2
COROICO,internaciones,contrareferidos,2022-04-01,27,43,27,43,70
EL ALTO,internaciones,contrareferidos,2022-04-01,211,508,211,508,719
EL TORNO,internaciones,contrareferidos,2022-04-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,contrareferidos,2022-04-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2022-04-01,2,5,2,5,7
GUAYARAMERIN,internaciones,contrareferidos,2022-04-01,12,11,12,11,23
HUACARETA,internaciones,contrareferidos,2022-04-01,0,1,0,1,1
HUANUNI,internaciones,contrareferidos,2022-04-01,2,14,2,14,16
LA PAZ,internaciones,contrareferidos,2022-04-01,87,694,87,694,781
MIZQUE,internaciones,contrareferidos,2022-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2022-04-01,14,25,14,25,39
MONTERO,internaciones,contrareferidos,2022-04-01,145,350,145,350,495
ORURO,internaciones,contrareferidos,2022-04-01,90,486,90,486,576
PADILLA,internaciones,contrareferidos,2022-04-01,16,19,16,19,35
POTOSI,internaciones,contrareferidos,2022-04-01,137,593,137,593,730
PUERTO VILLARROEL,internaciones,contrareferidos,2022-04-01,49,203,49,203,252
PUNATA,internaciones,contrareferidos,2022-04-01,90,231,90,231,321
RIBERALTA,internaciones,contrareferidos,2022-04-01,84,422,84,422,506
RURRENABAQUE,internaciones,contrareferidos,2022-04-01,1,6,1,6,7
SACABA,internaciones,contrareferidos,2022-04-01,2,85,2,85,87
SAMAIPATA,internaciones,contrareferidos,2022-04-01,0,1,0,1,1
SAN BORJA,internaciones,contrareferidos,2022-04-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,contrareferidos,2022-04-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-04-01,6,12,6,12,18
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-04-01,340,1916,340,1916,2256
SUCRE,internaciones,contrareferidos,2022-04-01,351,860,351,860,1211
TARABUCO,internaciones,contrareferidos,2022-04-01,11,20,11,20,31
TARIJA,internaciones,contrareferidos,2022-04-01,218,535,218,535,753
TRINIDAD,internaciones,contrareferidos,2022-04-01,0,2,0,2,2
TUPIZA,internaciones,contrareferidos,2022-04-01,19,68,19,68,87
VALLEGRANDE,internaciones,contrareferidos,2022-04-01,6,3,6,3,9
VILLA MONTES,internaciones,contrareferidos,2022-04-01,9,14,9,14,23
VILLA SERRANO,internaciones,contrareferidos,2022-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,contrareferidos,2022-04-01,35,122,35,122,157
VILLAZON,internaciones,contrareferidos,2022-04-01,2,2,2,2,4
VINTO,internaciones,contrareferidos,2022-04-01,0,5,0,5,5
WARNES,internaciones,contrareferidos,2022-04-01,6,115,6,115,121
YACUIBA,internaciones,contrareferidos,2022-04-01,103,171,103,171,274
ACHACACHI,internaciones,contrareferidos,2022-05-01,1,16,1,16,17
AIQUILE,internaciones,contrareferidos,2022-05-01,4,11,4,11,15
ANZALDO,internaciones,contrareferidos,2022-05-01,0,2,0,2,2
BERMEJO,internaciones,contrareferidos,2022-05-01,46,96,46,96,142
BUENA VISTA,internaciones,contrareferidos,2022-05-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2022-05-01,6,20,6,20,26
CAMIRI,internaciones,contrareferidos,2022-05-01,0,83,0,83,83
CARANAVI,internaciones,contrareferidos,2022-05-01,9,50,9,50,59
CHALLAPATA,internaciones,contrareferidos,2022-05-01,0,26,0,26,26
CHARAGUA,internaciones,contrareferidos,2022-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-05-01,5,3,5,3,8
COBIJA,internaciones,contrareferidos,2022-05-01,60,95,60,95,155
COCHABAMBA,internaciones,contrareferidos,2022-05-01,194,860,194,860,1054
COLCAPIRHUA,internaciones,contrareferidos,2022-05-01,0,2,0,2,2
COROICO,internaciones,contrareferidos,2022-05-01,21,33,21,33,54
EL ALTO,internaciones,contrareferidos,2022-05-01,231,439,231,439,670
ENTRE RIOS CBBA,internaciones,contrareferidos,2022-05-01,0,2,0,2,2
ESCOMA,internaciones,contrareferidos,2022-05-01,0,7,0,7,7
GUAYARAMERIN,internaciones,contrareferidos,2022-05-01,32,116,32,116,148
HUANUNI,internaciones,contrareferidos,2022-05-01,3,10,3,10,13
LA PAZ,internaciones,contrareferidos,2022-05-01,142,797,142,797,939
MIZQUE,internaciones,contrareferidos,2022-05-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2022-05-01,12,21,12,21,33
MONTERO,internaciones,contrareferidos,2022-05-01,222,953,222,953,1175
ORURO,internaciones,contrareferidos,2022-05-01,71,353,71,353,424
PADILLA,internaciones,contrareferidos,2022-05-01,2,25,2,25,27
PAZÑA,internaciones,contrareferidos,2022-05-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2022-05-01,180,655,180,655,835
PUERTO VILLARROEL,internaciones,contrareferidos,2022-05-01,62,191,62,191,253
PUNATA,internaciones,contrareferidos,2022-05-01,98,238,98,238,336
RIBERALTA,internaciones,contrareferidos,2022-05-01,110,407,110,407,517
SACABA,internaciones,contrareferidos,2022-05-01,0,104,0,104,104
SAN BUENA VENTURA,internaciones,contrareferidos,2022-05-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-05-01,11,14,11,14,25
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2022-05-01,1,0,1,0,1
SAN RAFAEL,internaciones,contrareferidos,2022-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-05-01,315,2013,315,2013,2328
SANTA ROSA DEL SARA,internaciones,contrareferidos,2022-05-01,0,2,0,2,2
SUCRE,internaciones,contrareferidos,2022-05-01,341,732,341,732,1073
TARABUCO,internaciones,contrareferidos,2022-05-01,9,13,9,13,22
TARIJA,internaciones,contrareferidos,2022-05-01,247,508,247,508,755
TRINIDAD,internaciones,contrareferidos,2022-05-01,0,3,0,3,3
VALLEGRANDE,internaciones,contrareferidos,2022-05-01,3,4,3,4,7
VILLA MONTES,internaciones,contrareferidos,2022-05-01,6,13,6,13,19
VILLA TUNARI,internaciones,contrareferidos,2022-05-01,20,116,20,116,136
VILLAZON,internaciones,contrareferidos,2022-05-01,1,2,1,2,3
VINTO,internaciones,contrareferidos,2022-05-01,0,2,0,2,2
WARNES,internaciones,contrareferidos,2022-05-01,22,141,22,141,163
YACUIBA,internaciones,contrareferidos,2022-05-01,116,220,116,220,336
ACHACACHI,internaciones,contrareferidos,2022-06-01,3,15,3,15,18
AIQUILE,internaciones,contrareferidos,2022-06-01,2,4,2,4,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-06-01,5,12,5,12,17
BERMEJO,internaciones,contrareferidos,2022-06-01,62,107,62,107,169
CAMARGO,internaciones,contrareferidos,2022-06-01,14,19,14,19,33
CAMIRI,internaciones,contrareferidos,2022-06-01,0,73,0,73,73
CARANAVI,internaciones,contrareferidos,2022-06-01,8,60,8,60,68
CHALLAPATA,internaciones,contrareferidos,2022-06-01,2,4,2,4,6
CHARAGUA,internaciones,contrareferidos,2022-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-06-01,1,5,1,5,6
COBIJA,internaciones,contrareferidos,2022-06-01,70,128,70,128,198
COCHABAMBA,internaciones,contrareferidos,2022-06-01,377,949,377,949,1326
COLCAPIRHUA,internaciones,contrareferidos,2022-06-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2022-06-01,9,36,9,36,45
COTOCA,internaciones,contrareferidos,2022-06-01,5,7,5,7,12
EL ALTO,internaciones,contrareferidos,2022-06-01,228,503,228,503,731
EL TORNO,internaciones,contrareferidos,2022-06-01,0,2,0,2,2
ESCOMA,internaciones,contrareferidos,2022-06-01,4,10,4,10,14
GUAYARAMERIN,internaciones,contrareferidos,2022-06-01,37,123,37,123,160
HUANUNI,internaciones,contrareferidos,2022-06-01,0,9,0,9,9
LA PAZ,internaciones,contrareferidos,2022-06-01,142,817,142,817,959
MONTEAGUDO,internaciones,contrareferidos,2022-06-01,16,23,16,23,39
MONTERO,internaciones,contrareferidos,2022-06-01,108,303,108,303,411
ORURO,internaciones,contrareferidos,2022-06-01,74,485,74,485,559
PADILLA,internaciones,contrareferidos,2022-06-01,10,19,10,19,29
POTOSI,internaciones,contrareferidos,2022-06-01,192,684,192,684,876
PUERTO VILLARROEL,internaciones,contrareferidos,2022-06-01,57,194,57,194,251
PUNATA,internaciones,contrareferidos,2022-06-01,104,215,104,215,319
QUILLACOLLO,internaciones,contrareferidos,2022-06-01,0,8,0,8,8
RIBERALTA,internaciones,contrareferidos,2022-06-01,80,329,80,329,409
RURRENABAQUE,internaciones,contrareferidos,2022-06-01,1,3,1,3,4
SACABA,internaciones,contrareferidos,2022-06-01,3,111,3,111,114
SAN BUENA VENTURA,internaciones,contrareferidos,2022-06-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-06-01,5,15,5,15,20
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-06-01,310,1947,310,1947,2257
SUCRE,internaciones,contrareferidos,2022-06-01,317,803,317,803,1120
TAPACARI,internaciones,contrareferidos,2022-06-01,0,1,0,1,1
TARABUCO,internaciones,contrareferidos,2022-06-01,24,25,24,25,49
TARIJA,internaciones,contrareferidos,2022-06-01,216,460,216,460,676
TOTORA(CBBA),internaciones,contrareferidos,2022-06-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2022-06-01,4,5,4,5,9
VALLEGRANDE,internaciones,contrareferidos,2022-06-01,0,4,0,4,4
VILLA MONTES,internaciones,contrareferidos,2022-06-01,9,20,9,20,29
VILLA TUNARI,internaciones,contrareferidos,2022-06-01,26,83,26,83,109
VILLAZON,internaciones,contrareferidos,2022-06-01,2,5,2,5,7
VINTO,internaciones,contrareferidos,2022-06-01,0,3,0,3,3
WARNES,internaciones,contrareferidos,2022-06-01,17,91,17,91,108
YACUIBA,internaciones,contrareferidos,2022-06-01,86,249,86,249,335
ACHACACHI,internaciones,contrareferidos,2022-07-01,3,15,3,15,18
AIQUILE,internaciones,contrareferidos,2022-07-01,1,7,1,7,8
ANZALDO,internaciones,contrareferidos,2022-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-07-01,10,17,10,17,27
BERMEJO,internaciones,contrareferidos,2022-07-01,60,94,60,94,154
CAMARGO,internaciones,contrareferidos,2022-07-01,13,20,13,20,33
CAMIRI,internaciones,contrareferidos,2022-07-01,0,80,0,80,80
CARANAVI,internaciones,contrareferidos,2022-07-01,11,52,11,52,63
CARAPARI,internaciones,contrareferidos,2022-07-01,0,2,0,2,2
CHALLAPATA,internaciones,contrareferidos,2022-07-01,0,11,0,11,11
CHARAGUA,internaciones,contrareferidos,2022-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-07-01,6,4,6,4,10
COBIJA,internaciones,contrareferidos,2022-07-01,63,108,63,108,171
COCHABAMBA,internaciones,contrareferidos,2022-07-01,387,971,387,971,1358
COLCAPIRHUA,internaciones,contrareferidos,2022-07-01,0,2,0,2,2
COROICO,internaciones,contrareferidos,2022-07-01,20,31,20,31,51
COTOCA,internaciones,contrareferidos,2022-07-01,1,1,1,1,2
EL ALTO,internaciones,contrareferidos,2022-07-01,285,590,285,590,875
EL TORNO,internaciones,contrareferidos,2022-07-01,4,1,4,1,5
ESCOMA,internaciones,contrareferidos,2022-07-01,4,11,4,11,15
GUAYARAMERIN,internaciones,contrareferidos,2022-07-01,35,119,35,119,154
HUANUNI,internaciones,contrareferidos,2022-07-01,0,6,0,6,6
LA PAZ,internaciones,contrareferidos,2022-07-01,152,857,152,857,1009
LLALLAGUA,internaciones,contrareferidos,2022-07-01,0,2,0,2,2
MAIRANA,internaciones,contrareferidos,2022-07-01,1,0,1,0,1
MIZQUE,internaciones,contrareferidos,2022-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2022-07-01,8,26,8,26,34
MONTERO,internaciones,contrareferidos,2022-07-01,108,321,108,321,429
ORURO,internaciones,contrareferidos,2022-07-01,73,541,73,541,614
PADILLA,internaciones,contrareferidos,2022-07-01,20,27,20,27,47
POTOSI,internaciones,contrareferidos,2022-07-01,175,597,175,597,772
PUERTO VILLARROEL,internaciones,contrareferidos,2022-07-01,69,190,69,190,259
PUNATA,internaciones,contrareferidos,2022-07-01,98,253,98,253,351
RIBERALTA,internaciones,contrareferidos,2022-07-01,109,315,109,315,424
SACABA,internaciones,contrareferidos,2022-07-01,1,102,1,102,103
SAIPINA,internaciones,contrareferidos,2022-07-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,contrareferidos,2022-07-01,5,8,5,8,13
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-07-01,3,8,3,8,11
SAN JOAQUIN,internaciones,contrareferidos,2022-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-07-01,331,1971,331,1971,2302
SUCRE,internaciones,contrareferidos,2022-07-01,367,719,367,719,1086
TARABUCO,internaciones,contrareferidos,2022-07-01,12,25,12,25,37
TARIJA,internaciones,contrareferidos,2022-07-01,208,529,208,529,737
TRINIDAD,internaciones,contrareferidos,2022-07-01,22,25,22,25,47
TUPIZA,internaciones,contrareferidos,2022-07-01,21,51,21,51,72
VALLEGRANDE,internaciones,contrareferidos,2022-07-01,3,0,3,0,3
VIACHA,internaciones,contrareferidos,2022-07-01,1,2,1,2,3
VILLA MONTES,internaciones,contrareferidos,2022-07-01,11,19,11,19,30
VILLA TUNARI,internaciones,contrareferidos,2022-07-01,22,115,22,115,137
VILLAZON,internaciones,contrareferidos,2022-07-01,6,2,6,2,8
VINTO,internaciones,contrareferidos,2022-07-01,0,8,0,8,8
WARNES,internaciones,contrareferidos,2022-07-01,8,114,8,114,122
YACUIBA,internaciones,contrareferidos,2022-07-01,107,241,107,241,348
ACHACACHI,internaciones,contrareferidos,2022-08-01,8,25,8,25,33
AIQUILE,internaciones,contrareferidos,2022-08-01,1,9,1,9,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-08-01,5,12,5,12,17
BERMEJO,internaciones,contrareferidos,2022-08-01,71,107,71,107,178
CAMARGO,internaciones,contrareferidos,2022-08-01,6,23,6,23,29
CAMIRI,internaciones,contrareferidos,2022-08-01,0,77,0,77,77
CARANAVI,internaciones,contrareferidos,2022-08-01,13,47,13,47,60
CHALLAPATA,internaciones,contrareferidos,2022-08-01,3,9,3,9,12
CHARAGUA,internaciones,contrareferidos,2022-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-08-01,0,3,0,3,3
COBIJA,internaciones,contrareferidos,2022-08-01,60,128,60,128,188
COCHABAMBA,internaciones,contrareferidos,2022-08-01,390,1072,390,1072,1462
COLCAPIRHUA,internaciones,contrareferidos,2022-08-01,0,1,0,1,1
