,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,6,5,6,5,11
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,67,57,67,57,124
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,15,13,15,13,28
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,16,14,16,14,30
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,10,5,10,5,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-01-01,4,4,4,4,8
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,38,39,38,39,77
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,5,7,5,7,12
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,3,3,3,3,6
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,41,34,41,34,75
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,7,0,7,7
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,3,1,3,4
OCURI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,11,17,11,17,28
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,3,1,3,1,4
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,8,4,8,4,12
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,5,6,5,6,11
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,2,0,2,2
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,2,0,2,0,2
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,45,46,45,46,91
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,16,17,16,17,33
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,8,10,8,10,18
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,3,4,3,4,7
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,2,1,2,1,3
VILLA SERRANO,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,0,4,0,4,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,3,1,3,1,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,2,1,2,1,3
YOTALA,internaciones,fallecidos antes de las 48 hrs.,2019-02-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,0,0,0,0
APOLO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,3,2,3,2,5
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,46,34,46,34,80
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,12,10,12,10,22
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,2,1,2,1,3
EL VILLAR,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,3,3,3,3,6
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,30,35,30,35,65
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,1,1,1,2
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,23,19,23,19,42
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,13,5,13,5,18
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,3,0,3,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,2,1,2,1,3
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,46,45,46,45,91
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,15,13,15,13,28
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,5,19,5,19,24
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,8,3,8,3,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,3,2,3,2,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,3,0,3,0,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-03-01,7,1,7,1,8
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,0,0,0,0
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,2,2,2,4
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,33,30,33,30,63
COROICO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,1,0,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,9,6,9,6,15
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,3,1,3,4
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,1,2,1,3
IXIAMAS,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,6,14,6,14,20
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,19,22,19,22,41
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,2,0,2,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,3,0,3,0,3
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,18,13,18,13,31
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,3,2,3,2,5
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,5,8,5,8,13
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,3,1,3,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,7,5,7,5,12
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,4,0,4,0,4
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,65,61,65,61,126
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,6,11,6,11,17
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,12,16,12,16,28
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,7,2,7,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,3,0,3,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,1,2,1,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,3,1,3,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,1,2,1,2,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,0,2,0,2,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,26,174,26,174,200
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,4,4,4,4,8
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-04-01,2,0,2,0,2
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,3,0,3,3
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,3,1,3,1,4
CALAMARCA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,3,0,3,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,2,1,2,3
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,1,1,1,2
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,3,3,3,3,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,44,46,44,46,90
COLOMI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
COLQUECHACA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,15,0,15,15
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,5,13,5,13,18
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,2,0,2,2
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,32,40,32,40,72
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,1,2,1,3
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,3,0,3,0,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,5,2,5,2,7
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,18,17,18,17,35
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,9,9,9,9,18
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,2,2,2,4
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,3,2,3,5
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,46,98,46,98,144
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,7,12,7,12,19
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,8,15,8,15,23
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,5,8,5,8,13
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,7,0,7,0,7
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,0,3,0,3,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,2,3,2,3,5
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-05-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,4,3,4,3,7
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,1,2,1,3
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,42,44,42,44,86
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,18,8,18,8,26
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,3,1,3,4
HUAYLLAMARCA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,46,47,46,47,93
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,1,2,1,3
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
