,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
MONTEAGUDO,internaciones,contrareferidos,2019-08-01,14,37,14,37,51
MONTERO,internaciones,contrareferidos,2019-08-01,172,420,172,420,592
ORURO,internaciones,contrareferidos,2019-08-01,24,24,24,24,48
PADILLA,internaciones,contrareferidos,2019-08-01,10,30,10,30,40
POTOSI,internaciones,contrareferidos,2019-08-01,44,262,44,262,306
PUERTO VILLARROEL,internaciones,contrareferidos,2019-08-01,40,119,40,119,159
PUNATA,internaciones,contrareferidos,2019-08-01,68,162,68,162,230
QUILLACOLLO,internaciones,contrareferidos,2019-08-01,7,18,7,18,25
RIBERALTA,internaciones,contrareferidos,2019-08-01,132,445,132,445,577
ROBORE,internaciones,contrareferidos,2019-08-01,0,1,0,1,1
RURRENABAQUE,internaciones,contrareferidos,2019-08-01,0,1,0,1,1
SACABA,internaciones,contrareferidos,2019-08-01,19,57,19,57,76
SAN BUENA VENTURA,internaciones,contrareferidos,2019-08-01,3,8,3,8,11
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-08-01,5,22,5,22,27
SAN LUCAS,internaciones,contrareferidos,2019-08-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-08-01,197,1533,197,1533,1730
SUCRE,internaciones,contrareferidos,2019-08-01,262,629,262,629,891
TARABUCO,internaciones,contrareferidos,2019-08-01,13,30,13,30,43
TARIJA,internaciones,contrareferidos,2019-08-01,17,54,17,54,71
TIQUIPAYA,internaciones,contrareferidos,2019-08-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-08-01,8,14,8,14,22
TUPIZA,internaciones,contrareferidos,2019-08-01,8,55,8,55,63
VALLEGRANDE,internaciones,contrareferidos,2019-08-01,4,6,4,6,10
VILLA CHARCAS,internaciones,contrareferidos,2019-08-01,1,0,1,0,1
VILLA TUNARI,internaciones,contrareferidos,2019-08-01,4,19,4,19,23
VILLAZON,internaciones,contrareferidos,2019-08-01,2,7,2,7,9
WARNES,internaciones,contrareferidos,2019-08-01,6,99,6,99,105
YACUIBA,internaciones,contrareferidos,2019-08-01,83,129,83,129,212
YAPACANI,internaciones,contrareferidos,2019-08-01,0,2,0,2,2
ACHACACHI,internaciones,contrareferidos,2019-09-01,3,5,3,5,8
AIQUILE,internaciones,contrareferidos,2019-09-01,3,6,3,6,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-09-01,7,20,7,20,27
ATOCHA,internaciones,contrareferidos,2019-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-09-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-09-01,53,87,53,87,140
CAMARGO,internaciones,contrareferidos,2019-09-01,13,22,13,22,35
CAMATAQUI (C. VILLA ABECIA),internaciones,contrareferidos,2019-09-01,0,1,0,1,1
CAMIRI,internaciones,contrareferidos,2019-09-01,0,37,0,37,37
CARANAVI,internaciones,contrareferidos,2019-09-01,14,67,14,67,81
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-09-01,5,9,5,9,14
COBIJA,internaciones,contrareferidos,2019-09-01,114,284,114,284,398
COCHABAMBA,internaciones,contrareferidos,2019-09-01,141,475,141,475,616
COROICO,internaciones,contrareferidos,2019-09-01,14,24,14,24,38
COTAGAITA,internaciones,contrareferidos,2019-09-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2019-09-01,30,90,30,90,120
EL TORNO,internaciones,contrareferidos,2019-09-01,2,0,2,0,2
ENTRE RIOS CBBA,internaciones,contrareferidos,2019-09-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2019-09-01,2,8,2,8,10
GUAYARAMERIN,internaciones,contrareferidos,2019-09-01,34,120,34,120,154
HUANUNI,internaciones,contrareferidos,2019-09-01,0,4,0,4,4
ICLA,internaciones,contrareferidos,2019-09-01,1,1,1,1,2
LA PAZ,internaciones,contrareferidos,2019-09-01,92,351,92,351,443
MIZQUE,internaciones,contrareferidos,2019-09-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2019-09-01,15,35,15,35,50
MONTERO,internaciones,contrareferidos,2019-09-01,160,423,160,423,583
ORURO,internaciones,contrareferidos,2019-09-01,6,11,6,11,17
PADILLA,internaciones,contrareferidos,2019-09-01,20,28,20,28,48
POTOSI,internaciones,contrareferidos,2019-09-01,38,338,38,338,376
PUERTO SUAREZ,internaciones,contrareferidos,2019-09-01,1,4,1,4,5
PUERTO VILLARROEL,internaciones,contrareferidos,2019-09-01,45,110,45,110,155
PUNATA,internaciones,contrareferidos,2019-09-01,55,132,55,132,187
RIBERALTA,internaciones,contrareferidos,2019-09-01,129,436,129,436,565
ROBORE,internaciones,contrareferidos,2019-09-01,1,0,1,0,1
SACABA,internaciones,contrareferidos,2019-09-01,15,62,15,62,77
SAN BUENA VENTURA,internaciones,contrareferidos,2019-09-01,11,15,11,15,26
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-09-01,9,17,9,17,26
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-09-01,185,1428,185,1428,1613
SORATA,internaciones,contrareferidos,2019-09-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2019-09-01,249,523,249,523,772
TARABUCO,internaciones,contrareferidos,2019-09-01,18,24,18,24,42
TARIJA,internaciones,contrareferidos,2019-09-01,15,123,15,123,138
TIQUIPAYA,internaciones,contrareferidos,2019-09-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-09-01,8,75,8,75,83
TUPIZA,internaciones,contrareferidos,2019-09-01,21,90,21,90,111
VALLEGRANDE,internaciones,contrareferidos,2019-09-01,4,8,4,8,12
VILLA MONTES,internaciones,contrareferidos,2019-09-01,14,19,14,19,33
VILLA TUNARI,internaciones,contrareferidos,2019-09-01,22,97,22,97,119
VILLAZON,internaciones,contrareferidos,2019-09-01,2,4,2,4,6
WARNES,internaciones,contrareferidos,2019-09-01,9,87,9,87,96
YACUIBA,internaciones,contrareferidos,2019-09-01,80,177,80,177,257
YANACACHI,internaciones,contrareferidos,2019-09-01,2,2,2,2,4
ACHACACHI,internaciones,contrareferidos,2019-10-01,2,2,2,2,4
AIQUILE,internaciones,contrareferidos,2019-10-01,4,5,4,5,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-10-01,3,13,3,13,16
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-10-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-10-01,77,108,77,108,185
CABEZAS,internaciones,contrareferidos,2019-10-01,0,10,0,10,10
CAMARGO,internaciones,contrareferidos,2019-10-01,16,23,16,23,39
CAMIRI,internaciones,contrareferidos,2019-10-01,0,30,0,30,30
CARANAVI,internaciones,contrareferidos,2019-10-01,23,57,23,57,80
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-10-01,3,6,3,6,9
COBIJA,internaciones,contrareferidos,2019-10-01,115,267,115,267,382
COCHABAMBA,internaciones,contrareferidos,2019-10-01,141,488,141,488,629
COROICO,internaciones,contrareferidos,2019-10-01,11,40,11,40,51
COTAGAITA,internaciones,contrareferidos,2019-10-01,0,1,0,1,1
COTOCA,internaciones,contrareferidos,2019-10-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2019-10-01,31,79,31,79,110
ESCOMA,internaciones,contrareferidos,2019-10-01,3,9,3,9,12
GUAYARAMERIN,internaciones,contrareferidos,2019-10-01,1,0,1,0,1
HUACARETA,internaciones,contrareferidos,2019-10-01,0,1,0,1,1
HUANUNI,internaciones,contrareferidos,2019-10-01,1,3,1,3,4
ICLA,internaciones,contrareferidos,2019-10-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2019-10-01,100,326,100,326,426
MIZQUE,internaciones,contrareferidos,2019-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2019-10-01,14,28,14,28,42
MONTERO,internaciones,contrareferidos,2019-10-01,141,424,141,424,565
ORURO,internaciones,contrareferidos,2019-10-01,1,4,1,4,5
PADILLA,internaciones,contrareferidos,2019-10-01,25,18,25,18,43
POTOSI,internaciones,contrareferidos,2019-10-01,40,326,40,326,366
PUERTO SUAREZ,internaciones,contrareferidos,2019-10-01,2,1,2,1,3
PUERTO VILLARROEL,internaciones,contrareferidos,2019-10-01,28,81,28,81,109
PUNATA,internaciones,contrareferidos,2019-10-01,77,159,77,159,236
RIBERALTA,internaciones,contrareferidos,2019-10-01,118,373,118,373,491
RURRENABAQUE,internaciones,contrareferidos,2019-10-01,1,0,1,0,1
SACABA,internaciones,contrareferidos,2019-10-01,17,70,17,70,87
SAN BUENA VENTURA,internaciones,contrareferidos,2019-10-01,6,21,6,21,27
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-10-01,8,16,8,16,24
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2019-10-01,5,9,5,9,14
SAN LUCAS,internaciones,contrareferidos,2019-10-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-10-01,216,1400,216,1400,1616
SUCRE,internaciones,contrareferidos,2019-10-01,308,535,308,535,843
TARABUCO,internaciones,contrareferidos,2019-10-01,22,19,22,19,41
TARIJA,internaciones,contrareferidos,2019-10-01,14,92,14,92,106
TIQUIPAYA,internaciones,contrareferidos,2019-10-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-10-01,2,2,2,2,4
TUPIZA,internaciones,contrareferidos,2019-10-01,9,57,9,57,66
VALLEGRANDE,internaciones,contrareferidos,2019-10-01,1,8,1,8,9
VIACHA,internaciones,contrareferidos,2019-10-01,2,0,2,0,2
VILLA MONTES,internaciones,contrareferidos,2019-10-01,18,30,18,30,48
VILLA TUNARI,internaciones,contrareferidos,2019-10-01,24,73,24,73,97
VILLAZON,internaciones,contrareferidos,2019-10-01,4,6,4,6,10
WARNES,internaciones,contrareferidos,2019-10-01,6,77,6,77,83
YACUIBA,internaciones,contrareferidos,2019-10-01,112,186,112,186,298
YAPACANI,internaciones,contrareferidos,2019-10-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2019-11-01,1,1,1,1,2
AIQUILE,internaciones,contrareferidos,2019-11-01,3,9,3,9,12
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-11-01,6,18,6,18,24
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-11-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-11-01,72,115,72,115,187
CAMARGO,internaciones,contrareferidos,2019-11-01,17,35,17,35,52
CAMIRI,internaciones,contrareferidos,2019-11-01,0,41,0,41,41
CARANAVI,internaciones,contrareferidos,2019-11-01,15,77,15,77,92
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-11-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2019-11-01,117,276,117,276,393
COCHABAMBA,internaciones,contrareferidos,2019-11-01,134,524,134,524,658
COROICO,internaciones,contrareferidos,2019-11-01,7,21,7,21,28
COTOCA,internaciones,contrareferidos,2019-11-01,15,6,15,6,21
EL ALTO,internaciones,contrareferidos,2019-11-01,24,46,24,46,70
EL TORNO,internaciones,contrareferidos,2019-11-01,5,109,5,109,114
ESCOMA,internaciones,contrareferidos,2019-11-01,3,6,3,6,9
GUAYARAMERIN,internaciones,contrareferidos,2019-11-01,23,111,23,111,134
HUANUNI,internaciones,contrareferidos,2019-11-01,1,2,1,2,3
LA PAZ,internaciones,contrareferidos,2019-11-01,62,333,62,333,395
MIZQUE,internaciones,contrareferidos,2019-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2019-11-01,10,34,10,34,44
MONTERO,internaciones,contrareferidos,2019-11-01,155,373,155,373,528
ORURO,internaciones,contrareferidos,2019-11-01,1,9,1,9,10
PADILLA,internaciones,contrareferidos,2019-11-01,15,24,15,24,39
POTOSI,internaciones,contrareferidos,2019-11-01,59,265,59,265,324
PUERTO SUAREZ,internaciones,contrareferidos,2019-11-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,contrareferidos,2019-11-01,36,108,36,108,144
PUNATA,internaciones,contrareferidos,2019-11-01,83,140,83,140,223
QUILLACOLLO,internaciones,contrareferidos,2019-11-01,0,6,0,6,6
REYES,internaciones,contrareferidos,2019-11-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2019-11-01,131,358,131,358,489
RURRENABAQUE,internaciones,contrareferidos,2019-11-01,1,6,1,6,7
SACABA,internaciones,contrareferidos,2019-11-01,23,39,23,39,62
SAN BUENA VENTURA,internaciones,contrareferidos,2019-11-01,1,7,1,7,8
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-11-01,5,18,5,18,23
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2019-11-01,9,21,9,21,30
SAN LUCAS,internaciones,contrareferidos,2019-11-01,2,4,2,4,6
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-11-01,196,1157,196,1157,1353
SUCRE,internaciones,contrareferidos,2019-11-01,276,520,276,520,796
TARABUCO,internaciones,contrareferidos,2019-11-01,17,39,17,39,56
TARIJA,internaciones,contrareferidos,2019-11-01,17,29,17,29,46
TIQUIPAYA,internaciones,contrareferidos,2019-11-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-11-01,2,2,2,2,4
TUPIZA,internaciones,contrareferidos,2019-11-01,17,66,17,66,83
VALLEGRANDE,internaciones,contrareferidos,2019-11-01,7,2,7,2,9
VILLA MONTES,internaciones,contrareferidos,2019-11-01,12,22,12,22,34
VILLA TUNARI,internaciones,contrareferidos,2019-11-01,24,59,24,59,83
VILLAZON,internaciones,contrareferidos,2019-11-01,7,8,7,8,15
WARNES,internaciones,contrareferidos,2019-11-01,5,62,5,62,67
YACUIBA,internaciones,contrareferidos,2019-11-01,115,192,115,192,307
ACHACACHI,internaciones,contrareferidos,2019-12-01,1,2,1,2,3
AIQUILE,internaciones,contrareferidos,2019-12-01,4,7,4,7,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-12-01,2,14,2,14,16
ATOCHA,internaciones,contrareferidos,2019-12-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-12-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-12-01,38,90,38,90,128
CAMARGO,internaciones,contrareferidos,2019-12-01,5,18,5,18,23
CAMIRI,internaciones,contrareferidos,2019-12-01,0,31,0,31,31
CARANAVI,internaciones,contrareferidos,2019-12-01,15,61,15,61,76
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-12-01,8,3,8,3,11
COBIJA,internaciones,contrareferidos,2019-12-01,113,268,113,268,381
COCHABAMBA,internaciones,contrareferidos,2019-12-01,142,521,142,521,663
COROICO,internaciones,contrareferidos,2019-12-01,6,25,6,25,31
COTOCA,internaciones,contrareferidos,2019-12-01,10,8,10,8,18
EL ALTO,internaciones,contrareferidos,2019-12-01,49,74,49,74,123
EL TORNO,internaciones,contrareferidos,2019-12-01,3,7,3,7,10
ESCOMA,internaciones,contrareferidos,2019-12-01,0,6,0,6,6
GUAYARAMERIN,internaciones,contrareferidos,2019-12-01,12,19,12,19,31
HUANUNI,internaciones,contrareferidos,2019-12-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2019-12-01,71,362,71,362,433
MIZQUE,internaciones,contrareferidos,2019-12-01,2,1,2,1,3
MONTEAGUDO,internaciones,contrareferidos,2019-12-01,14,27,14,27,41
MONTERO,internaciones,contrareferidos,2019-12-01,48,55,48,55,103
ORURO,internaciones,contrareferidos,2019-12-01,7,6,7,6,13
PADILLA,internaciones,contrareferidos,2019-12-01,20,20,20,20,40
POTOSI,internaciones,contrareferidos,2019-12-01,45,295,45,295,340
PUERTO QUIJARRO,internaciones,contrareferidos,2019-12-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,contrareferidos,2019-12-01,4,1,4,1,5
PUERTO VILLARROEL,internaciones,contrareferidos,2019-12-01,45,128,45,128,173
PUNATA,internaciones,contrareferidos,2019-12-01,74,179,74,179,253
QUILLACOLLO,internaciones,contrareferidos,2019-12-01,7,11,7,11,18
RIBERALTA,internaciones,contrareferidos,2019-12-01,90,383,90,383,473
RURRENABAQUE,internaciones,contrareferidos,2019-12-01,2,6,2,6,8
SACABA,internaciones,contrareferidos,2019-12-01,19,54,19,54,73
SAN BUENA VENTURA,internaciones,contrareferidos,2019-12-01,6,6,6,6,12
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-12-01,3,4,3,4,7
SAN LUCAS,internaciones,contrareferidos,2019-12-01,0,7,0,7,7
SAN MATIAS,internaciones,contrareferidos,2019-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2019-12-01,0,1,0,1,1
SAN RAFAEL,internaciones,contrareferidos,2019-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-12-01,255,1584,255,1584,1839
SUCRE,internaciones,contrareferidos,2019-12-01,347,803,347,803,1150
TARABUCO,internaciones,contrareferidos,2019-12-01,14,18,14,18,32
TARIJA,internaciones,contrareferidos,2019-12-01,6,16,6,16,22
TIQUIPAYA,internaciones,contrareferidos,2019-12-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-12-01,1,4,1,4,5
TUPIZA,internaciones,contrareferidos,2019-12-01,12,57,12,57,69
VALLEGRANDE,internaciones,contrareferidos,2019-12-01,3,4,3,4,7
VIACHA,internaciones,contrareferidos,2019-12-01,0,3,0,3,3
VILLA MONTES,internaciones,contrareferidos,2019-12-01,11,44,11,44,55
VILLA TUNARI,internaciones,contrareferidos,2019-12-01,18,60,18,60,78
VILLAZON,internaciones,contrareferidos,2019-12-01,1,0,1,0,1
WARNES,internaciones,contrareferidos,2019-12-01,0,73,0,73,73
YACUIBA,internaciones,contrareferidos,2019-12-01,75,128,75,128,203
