municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,22,22
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,100,100
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1062,1062
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,65,65
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,8,8
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,7,7
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,27,27
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,34,34
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,23,23
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,548,548
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,15,15
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,33,33
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,20,20
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,7,7
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,28,28
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,405,405
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,101,101
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,8,8
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,57,57
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,195,195
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,7,7
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,233,233
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,21,21
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,38,38
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,208,208
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,56,56
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,19,19
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,8,8
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,22,22
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,115,115
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,26,26
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,18,18
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,13,13
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,11,11
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2025,2025
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
SHINAOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,25,25
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
SORACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,393,393
TACOPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,1,1
TAHUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,9,9
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,306,306
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,16,16
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,53,53
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,23,23
TOTORA(ORR),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,200,200
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,71,71
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,13,13
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,28,28
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,40,40
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,52,52
VILLA CHARCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,14,14
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,76,76
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,38,38
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,59,59
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,104,104
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,111,111
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,8,8
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,91,91
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,5,5
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-01-01,3,3
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,28,28
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,18,18
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,58,58
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,10,10
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,35,35
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,15,15
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,7,7
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,14,14
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,13,13
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,71,71
CARANGAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,36,36
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,8,8
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,20,20
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,27,27
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,85,85
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,923,923
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,31,31
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,9,9
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,10,10
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,32,32
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,19,19
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,50,50
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,15,15
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,12,12
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,676,676
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,11,11
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,61,61
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,8,8
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,24,24
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,39,39
HUACARAJE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,7,7
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,17,17
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,107,107
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,879,879
LA RIVERA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,42,42
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,9,9
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,9,9
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,12,12
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,26,26
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,41,41
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,10,10
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,474,474
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,12,12
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,46,46
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,24,24
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,15,15
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,7,7
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,34,34
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,383,383
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,104,104
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,65,65
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,197,197
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,16,16
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,202,202
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,33,33
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,42,42
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,200,200
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,8,8
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,53,53
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,23,23
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,28,28
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,77,77
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,20,20
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,14,14
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,33,33
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,6,6
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,26,26
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,16,16
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
SAN PEDRO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,15,15
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,34,34
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1977,1977
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
SHINAOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,38,38
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
SORACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,282,282
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,10,10
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,264,264
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,14,14
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,52,52
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,5,5
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,19,19
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,196,196
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,49,49
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,19,19
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,34,34
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,34,34
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,30,30
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,9,9
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,54,54
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
