,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,217,25082,217,25082,25299
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,735,0,735,735
VILLA CHARCAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,147,1020,147,1020,1167
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,9624,0,9624,9624
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,83,0,83,83
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3190,0,3190,3190
VILLA SERRANO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,581,3144,581,3144,3725
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,493,4395,493,4395,4888
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,276,20,276,296
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,348,11914,348,11914,12262
VINTO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2743,15886,2743,15886,18629
VITICHI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2590,0,2590,2590
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,350,0,350,350
WARNES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2641,19698,2641,19698,22339
YACO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,120,0,120,120
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,30007,0,30007,30007
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,198,948,198,948,1146
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,15,622,15,622,637
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,50,13254,50,13254,13304
YOCALLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,85,1994,85,1994,2079
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,199,2055,199,2055,2254
YUNCHARA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1300,0,1300,1300
YUNGUYO DE LITORAL,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,30,0,30,30
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1875,0,1875,1875
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,41,0,41,41
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,1,76,1,76,77
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,2,48,2,48,50
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,90,0,90,90
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,91,0,91,91
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,77,0,77,77
ARANI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,2,0,2,0,2
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,21,268,21,268,289
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,236,5,236,241
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,76,2922,76,2922,2998
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,77,20,77,20,97
AYATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,47,10,47,57
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,1,199,1,199,200
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,25,618,25,618,643
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,100,60,100,60,160
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,8,7,8,7,15
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,10,0,10,10
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,170,0,170,170
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,13,0,13,13
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,28,0,28,28
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,7,84,7,84,91
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,116,0,116,116
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2013-07-01,21,70,21,70,91
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,110,0,110,110
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,320,0,320,320
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,20,0,20,20
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,18,46,18,46,64
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,275,0,275,275
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,125,0,125,125
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,1075,0,1075,1075
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,278,0,278,278
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,769,0,769,769
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,75,0,75,75
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,70,0,70,70
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,0,5,0,5
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,550,0,550,550
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,20,0,20,20
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,40,328,40,328,368
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,150,0,150,150
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,4,158,4,158,162
CHUMA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,9,0,9,9
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,150,0,150,150
CKOCHAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,180,0,180,180
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,9,271,9,271,280
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,60,116,60,116,176
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,680,1003,680,1003,1683
COIPASA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,14,0,14,14
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,278,0,278,278
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2013-07-01,42,152,42,152,194
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,9,0,9,9
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,12,284,12,284,296
COLPA BELGICA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,68,0,68,68
COLQUECHACA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,392,10,392,402
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,20,0,20,0,20
COLQUIRI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,88,0,88,0,88
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,60,0,60,60
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,56,0,56,56
CONCEPCION,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,432,0,432,432
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,122,0,122,122
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,371,0,371,371
COROICO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,35,0,35,35
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,70,0,70,70
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,557,0,557,557
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,105,0,105,105
CUATRO CAÑADAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,560,0,560,560
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,15,0,15,0,15
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,40,0,40,0,40
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,30,15,30,15,45
CURVA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,14,0,14,14
DESAGUADERO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,78,0,78,78
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,2017,2360,2017,2360,4377
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,20,270,20,270,290
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,500,1158,500,1158,1658
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,267,0,267,267
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,483,0,483,483
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,15,100,15,100,115
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,80,728,80,728,808
ESCARA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,3,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,18,0,18,18
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,25,30,25,30,55
FILADELFIA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,5,0,5,5
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,96,0,96,96
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,147,0,147,147
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,80,0,80,80
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,32,0,32,32
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,10,0,10,10
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,4,0,4,0,4
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,4,0,4,4
ICLA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,82,0,82,82
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,35,157,35,157,192
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,213,0,213,213
IXIAMAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,33,0,33,0,33
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,25,457,25,457,482
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,54,650,54,650,704
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,98,341,98,341,439
LAJA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,50,0,50,50
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,10,0,10,10
LLICA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,2,64,2,64,66
LORETO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,50,0,50,0,50
MAIRANA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,832,0,832,832
MALLA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,58,0,58,58
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,145,0,145,145
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,26,0,26,26
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,405,5,405,410
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,265,0,265,265
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,3,448,3,448,451
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,67,225,67,225,292
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,1065,0,1065,1065
OCURI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,97,0,97,97
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,159,0,159,159
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,228,0,228,228
ORURO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,172,1296,172,1296,1468
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,47,1040,47,1040,1087
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,130,0,130,130
PAILON,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,4,330,4,330,334
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,40,0,40,40
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,7,21,7,21,28
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,670,0,670,670
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,10,0,10,10
PELECHUCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,4,60,4,60,64
POCONA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,49,0,49,49
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,87,65,87,65,152
POOPO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,20,92,20,92,112
PORCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,37,19,37,19,56
POROMA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,80,159,80,159,239
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,53,213,53,213,266
PORVENIR,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,12,0,12,12
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,196,0,196,0,196
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,376,0,376,376
PUERTO QUIJARRO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,3915,0,3915,3915
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,258,5,258,263
PUNA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,110,10,110,120
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,12,68,12,68,80
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,75,370,75,370,445
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,538,0,538,538
RIBERALTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,70,0,70,70
ROBORE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,141,259,141,259,400
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,8,0,8,8
SACABA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,172,543,172,543,715
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,6,0,6,6
SACACA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,301,0,301,301
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,51,0,51,51
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,1187,0,1187,1187
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,51,0,51,51
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,20,0,20,20
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,10,0,10,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,509,426,509,426,935
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,14,36,14,36,50
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,2,267,2,267,269
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,119,0,119,0,119
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,602,0,602,602
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,140,0,140,0,140
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,33,486,33,486,519
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,2848,0,2848,2848
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,58,655,58,655,713
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,39,0,39,39
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,50,0,50,50
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,6,2,6,2,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,14,438,14,438,452
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,79,0,79,79
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,69,0,69,69
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,1306,0,1306,1306
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,3639,8107,3639,8107,11746
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,2830,5,2830,2835
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,41,0,41,41
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,17,0,17,17
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,21,87,21,87,108
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,120,0,120,120
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,55,0,55,55
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,20,0,20,20
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,21,855,21,855,876
SOPACHUY,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,158,0,158,158
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,27,694,27,694,721
SORATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,237,0,237,237
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,116,5,116,121
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,30,0,30,30
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,217,0,217,217
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,61,0,61,61
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,30,0,30,30
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,329,10,329,339
TARACO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,75,0,75,75
TARATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,13,126,13,126,139
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,1084,517,1084,517,1601
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,250,0,250,250
TEOPONTE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,144,0,144,144
TINGUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,5,530,5,530,535
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,36,416,36,416,452
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,40,0,40,40
TOCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,60,0,60,60
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,24,0,24,24
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,6,149,6,149,155
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,180,10,180,190
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,364,0,364,364
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,160,0,160,160
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,134,0,134,134
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,40,466,40,466,506
TURCO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,1,25,1,25,26
UNCIA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,60,0,60,60
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,10,117,10,117,127
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,160,674,160,674,834
VACAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,190,0,190,190
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,118,0,118,118
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,304,0,304,304
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,22,0,22,22
VILLA CHARCAS,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,32,206,32,206,238
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,144,0,144,144
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antirrabica en perros y gatos,2013-07-01,13,0,13,0,13
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,16,0,16,16
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,58,306,58,306,364
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,26,704,26,704,730
VINTO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,140,780,140,780,920
VITICHI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,260,0,260,260
WARNES,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,182,125,182,125,307
YACO,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,20,60,20,60,80
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,108,0,108,108
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,15,0,15,15
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,48,0,48,48
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,7,428,7,428,435
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,17,129,17,129,146
YUNCHARA,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,1050,0,1050,1050
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2013-07-01,0,120,0,120,120
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,5,437,5,437,442
ACHOCALLA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,117,0,117,117
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,67,0,67,67
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,10,73,10,73,83
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,118,0,118,118
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,1,10,1,10,11
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,54,0,54,54
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,251,0,251,251
ARANI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,950,0,950,950
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,5,440,5,440,445
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,16,12,16,12,28
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,178,0,178,0,178
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,50,150,50,150,200
AYATA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,11,0,11,11
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,2,109,2,109,111
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,239,0,239,239
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,10,0,10,10
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,310,0,310,310
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,10,4,10,4,14
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,8,0,8,8
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,70,0,70,70
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,29,0,29,29
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,65,0,65,65
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,69,0,69,69
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2013-08-01,44,120,44,120,164
CAJUATA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,50,90,50,90,140
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,28,0,28,28
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,6,0,6,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,9,0,9,9
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,13,36,13,36,49
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,108,0,108,108
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,375,0,375,375
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,297,0,297,297
CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,24,0,24,24
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,23,96,23,96,119
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,335,0,335,335
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,220,0,220,220
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,584,0,584,584
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,70,0,70,70
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,263,2348,263,2348,2611
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,0,1359,0,1359,1359
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2013-08-01,5,187,5,187,192
