municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,496,496
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,3007,3007
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,4092,4092
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,651,651
REYES,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,3348,3348
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1409,1409
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,620,620
SABAYA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,124,124
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,4712,4712
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,117,117
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,372,372
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,296,296
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,217,217
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,70,70
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,735,735
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1891,1891
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,31,31
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,403,403
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,2821,2821
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,310,310
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,789,789
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,466,466
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,2913,2913
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1209,1209
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,653,653
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,310,310
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,155,155
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,436,436
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,248,248
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,310,310
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,620,620
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,83051,83051
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,403,403
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,215,215
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,279,279
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1112,1112
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,403,403
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,124,124
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,40052,40052
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,154,154
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,279,279
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,31,31
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,682,682
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,62,62
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,17757,17757
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,868,868
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,93,93
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,930,930
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,90,90
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,60,60
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,56,56
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,589,589
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,302,302
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,899,899
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,155,155
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,6439,6439
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,2232,2232
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,403,403
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,93,93
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1556,1556
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,124,124
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1008,1008
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1953,1953
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,217,217
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,217,217
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1426,1426
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,62,62
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,372,372
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,2055,2055
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1550,1550
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,1302,1302
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,62,62
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,784,784
YACO,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,186,186
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,8930,8930
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,277,277
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,696,696
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,403,403
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2023-01-01,248,248
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,504,504
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,868,868
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,112,112
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
ALTO BENI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
ANTEQUERA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,273,273
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,448,448
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,342,342
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1932,1932
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1170,1170
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,644,644
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,672,672
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,56,56
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,7422,7422
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,112,112
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,476,476
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,269,269
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,336,336
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,224,224
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,100,100
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,980,980
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,140,140
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,2925,2925
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,756,756
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,784,784
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,504,504
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,317,317
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1487,1487
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,196,196
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,672,672
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,728,728
CHOQUE COTA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,280,280
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,728,728
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,283,283
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,280,280
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,504,504
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,4466,4466
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,252,252
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,50282,50282
COIPASA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,156,156
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,6776,6776
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,420,420
COLLANA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,2,2
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,196,196
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,448,448
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,392,392
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,812,812
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,98,98
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,896,896
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,420,420
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,252,252
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1490,1490
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,448,448
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,336,336
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,30,30
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,308,308
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,252,252
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,23490,23490
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,168,168
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,784,784
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,224,224
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,560,560
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,224,224
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,56,56
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,112,112
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,112,112
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1904,1904
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,560,560
HUACARAJE,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,56,56
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1092,1092
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,252,252
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,84,84
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,1680,1680
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,28,28
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,420,420
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,420,420
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,336,336
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,532,532
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2023-02-01,2941,2941
