municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,201,201
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,58,58
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,223,223
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,56,56
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3285,3285
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,28616,28616
COIPASA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3972,3972
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,36,36
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,21,21
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,168,168
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,158,158
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,286,286
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,16,16
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1621,1621
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,273,273
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,58,58
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,19017,19017
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,58,58
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,73,73
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,87,87
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,47,47
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,14,14
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,13,13
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,37,37
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,54,54
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,602,602
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,100,100
HUACARAJE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,37,37
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,58,58
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,9,9
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,407,407
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,12,12
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,41,41
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,19,19
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3,3
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1116,1116
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,49147,49147
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,12,12
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,716,716
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,4,4
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,8,8
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,165,165
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,149,149
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,15,15
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,92,92
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,107,107
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,794,794
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3952,3952
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,7,7
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,21,21
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,12608,12608
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,242,242
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,160,160
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,103,103
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,6,6
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,26,26
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,120,120
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,655,655
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,8016,8016
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,45,45
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,5,5
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,21,21
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,147,147
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,23,23
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,322,322
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,909,909
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1084,1084
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1137,1137
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,5,5
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,40,40
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2166,2166
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,246,246
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,457,457
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,10,10
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1751,1751
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,9,9
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,12,12
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,27,27
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,54,54
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,457,457
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,210,210
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,162,162
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1033,1033
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,96,96
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,395,395
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,243,243
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1047,1047
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,85,85
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,158,158
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,55,55
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,235,235
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,26,26
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,22,22
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,26,26
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,168,168
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,60563,60563
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,127,127
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,75,75
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,214,214
SIPE SIPE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,41,41
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,3,3
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,23332,23332
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,16,16
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,237,237
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,8610,8610
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,66,66
TIAHUANACU,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,22,22
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,298,298
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,4,4
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,8,8
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,11,11
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,10368,10368
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1009,1009
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,48,48
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,521,521
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,550,550
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,354,354
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,1,1
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,557,557
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,625,625
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,4,4
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,474,474
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,245,245
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,634,634
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2192,2192
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,2,2
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,542,542
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-01-01,11,11
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,70,70
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,155,155
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,6,6
ALTO BENI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,7,7
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,49,49
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,648,648
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,203,203
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,16,16
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,36,36
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,155,155
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1392,1392
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3,3
BOLIVAR,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,68,68
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,123,123
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,220,220
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,9,9
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,297,297
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1289,1289
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,45,45
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,321,321
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,75,75
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,431,431
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,242,242
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,132,132
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,206,206
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,5,5
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,124,124
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,6832,6832
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,4,4
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,26290,26290
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3656,3656
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,60,60
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,168,168
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,194,194
CORO CORO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3,3
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,281,281
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,12,12
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1372,1372
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,310,310
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3,3
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,4,4
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,42,42
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,19403,19403
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,200,200
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,714,714
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,67,67
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,172,172
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,51,51
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,9,9
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,26,26
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,113,113
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,58,58
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,948,948
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,47,47
HUACARAJE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,40,40
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,54,54
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,371,371
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,63,63
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,12,12
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,31,31
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,10,10
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1202,1202
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,47139,47139
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,15,15
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,333,333
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
LURIBAY,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,22,22
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,144,144
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,217,217
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,55,55
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,63,63
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,105,105
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,6,6
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3,3
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,785,785
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,4520,4520
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,64,64
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,8995,8995
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,170,170
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,314,314
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,49,49
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,5,5
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,21,21
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,3,3
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,4,4
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,142,142
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,766,766
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,5,5
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,7513,7513
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,48,48
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,14,14
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,163,163
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2,2
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,307,307
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,743,743
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,808,808
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1235,1235
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,72,72
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,2052,2052
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,366,366
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,433,433
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,11,11
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1507,1507
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,4,4
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,56,56
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,60,60
SAN ANTONIO DE ESMORUCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,64,64
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,586,586
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,152,152
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,227,227
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1128,1128
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,58,58
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,74,74
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,316,316
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,237,237
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,1270,1270
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,99,99
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,173,173
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,80,80
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,386,386
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2023-02-01,8,8
