municipality,group,variable,month,Viviendas Roceadas,TOTAL
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-02-01,122,122
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-02-01,7,7
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-02-01,20,20
COTAGAITA,chagas viviendas,viviendas roceadas,2017-02-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-02-01,3,3
EL TORNO,chagas viviendas,viviendas roceadas,2017-02-01,5,5
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-02-01,2,2
GUTIERREZ,chagas viviendas,viviendas roceadas,2017-02-01,85,85
OMEREQUE,chagas viviendas,viviendas roceadas,2017-02-01,27,27
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2017-02-01,30,30
PASORAPA,chagas viviendas,viviendas roceadas,2017-02-01,8,8
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-02-01,9,9
PUNA,chagas viviendas,viviendas roceadas,2017-02-01,11,11
PUNATA,chagas viviendas,viviendas roceadas,2017-02-01,21,21
SAIPINA,chagas viviendas,viviendas roceadas,2017-02-01,20,20
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-02-01,4,4
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-02-01,30,30
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-02-01,20,20
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-02-01,59,59
TAPACARI,chagas viviendas,viviendas roceadas,2017-02-01,3,3
TOLATA,chagas viviendas,viviendas roceadas,2017-02-01,1,1
TUPIZA,chagas viviendas,viviendas roceadas,2017-02-01,12,12
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-02-01,11,11
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-02-01,23,23
VILA VILA,chagas viviendas,viviendas roceadas,2017-02-01,10,10
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-02-01,5,5
VINTO,chagas viviendas,viviendas roceadas,2017-02-01,7,7
YOTALA,chagas viviendas,viviendas roceadas,2017-02-01,1,1
YUNCHARA,chagas viviendas,viviendas roceadas,2017-02-01,17,17
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-02-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2017-03-01,202,202
ARANI,chagas viviendas,viviendas roceadas,2017-03-01,13,13
ARBIETO,chagas viviendas,viviendas roceadas,2017-03-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-03-01,7,7
CAMARGO,chagas viviendas,viviendas roceadas,2017-03-01,16,16
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2017-03-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2017-03-01,45,45
CLIZA,chagas viviendas,viviendas roceadas,2017-03-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-03-01,59,59
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-03-01,4,4
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-03-01,16,16
COTAGAITA,chagas viviendas,viviendas roceadas,2017-03-01,11,11
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2017-03-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-03-01,4,4
EL TORNO,chagas viviendas,viviendas roceadas,2017-03-01,16,16
GUTIERREZ,chagas viviendas,viviendas roceadas,2017-03-01,35,35
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-03-01,2,2
LAS CARRERAS,chagas viviendas,viviendas roceadas,2017-03-01,12,12
MIZQUE,chagas viviendas,viviendas roceadas,2017-03-01,51,51
OMEREQUE,chagas viviendas,viviendas roceadas,2017-03-01,26,26
PADCAYA,chagas viviendas,viviendas roceadas,2017-03-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2017-03-01,16,16
POCONA,chagas viviendas,viviendas roceadas,2017-03-01,8,8
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-03-01,103,103
PUNATA,chagas viviendas,viviendas roceadas,2017-03-01,33,33
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-03-01,18,18
SACABA,chagas viviendas,viviendas roceadas,2017-03-01,15,15
SAIPINA,chagas viviendas,viviendas roceadas,2017-03-01,27,27
SAMAIPATA,chagas viviendas,viviendas roceadas,2017-03-01,6,6
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-03-01,7,7
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-03-01,5,5
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-03-01,6,6
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-03-01,7,7
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-03-01,101,101
TACOBAMBA,chagas viviendas,viviendas roceadas,2017-03-01,20,20
TAPACARI,chagas viviendas,viviendas roceadas,2017-03-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2017-03-01,22,22
TOCO,chagas viviendas,viviendas roceadas,2017-03-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2017-03-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2017-03-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2017-03-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2017-03-01,12,12
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-03-01,11,11
VILA VILA,chagas viviendas,viviendas roceadas,2017-03-01,16,16
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-03-01,11,11
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-03-01,2,2
VINTO,chagas viviendas,viviendas roceadas,2017-03-01,8,8
VITICHI,chagas viviendas,viviendas roceadas,2017-03-01,7,7
YUNCHARA,chagas viviendas,viviendas roceadas,2017-03-01,5,5
ACACIO,chagas viviendas,viviendas roceadas,2017-04-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2017-04-01,41,41
ALCALA,chagas viviendas,viviendas roceadas,2017-04-01,4,4
ANZALDO,chagas viviendas,viviendas roceadas,2017-04-01,30,30
ARANI,chagas viviendas,viviendas roceadas,2017-04-01,9,9
ARBIETO,chagas viviendas,viviendas roceadas,2017-04-01,19,19
ARQUE,chagas viviendas,viviendas roceadas,2017-04-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-04-01,3,3
BETANZOS,chagas viviendas,viviendas roceadas,2017-04-01,16,16
BOYUIBE,chagas viviendas,viviendas roceadas,2017-04-01,353,353
CAPINOTA,chagas viviendas,viviendas roceadas,2017-04-01,22,22
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-04-01,32,32
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-04-01,13,13
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2017-04-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-04-01,22,22
EL TORNO,chagas viviendas,viviendas roceadas,2017-04-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-04-01,3,3
ICLA,chagas viviendas,viviendas roceadas,2017-04-01,31,31
MIZQUE,chagas viviendas,viviendas roceadas,2017-04-01,21,21
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-04-01,13,13
OMEREQUE,chagas viviendas,viviendas roceadas,2017-04-01,31,31
PASORAPA,chagas viviendas,viviendas roceadas,2017-04-01,5,5
POCONA,chagas viviendas,viviendas roceadas,2017-04-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-04-01,9,9
PRESTO,chagas viviendas,viviendas roceadas,2017-04-01,2,2
PUNATA,chagas viviendas,viviendas roceadas,2017-04-01,18,18
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-04-01,19,19
SACABA,chagas viviendas,viviendas roceadas,2017-04-01,16,16
SAIPINA,chagas viviendas,viviendas roceadas,2017-04-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2017-04-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-04-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-04-01,103,103
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-04-01,33,33
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-04-01,9,9
SUCRE,chagas viviendas,viviendas roceadas,2017-04-01,64,64
TAPACARI,chagas viviendas,viviendas roceadas,2017-04-01,1,1
TARATA,chagas viviendas,viviendas roceadas,2017-04-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2017-04-01,13,13
TIQUIPAYA,chagas viviendas,viviendas roceadas,2017-04-01,5,5
TOLATA,chagas viviendas,viviendas roceadas,2017-04-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2017-04-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-04-01,22,22
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-04-01,9,9
VILA VILA,chagas viviendas,viviendas roceadas,2017-04-01,5,5
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-04-01,3,3
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-04-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-04-01,33,33
VINTO,chagas viviendas,viviendas roceadas,2017-04-01,16,16
VITICHI,chagas viviendas,viviendas roceadas,2017-04-01,4,4
YOTALA,chagas viviendas,viviendas roceadas,2017-04-01,2,2
AIQUILE,chagas viviendas,viviendas roceadas,2017-05-01,105,105
ANZALDO,chagas viviendas,viviendas roceadas,2017-05-01,80,80
ARAMPAMPA,chagas viviendas,viviendas roceadas,2017-05-01,25,25
ARANI,chagas viviendas,viviendas roceadas,2017-05-01,20,20
ARBIETO,chagas viviendas,viviendas roceadas,2017-05-01,28,28
ARQUE,chagas viviendas,viviendas roceadas,2017-05-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-05-01,36,36
AZURDUY,chagas viviendas,viviendas roceadas,2017-05-01,2,2
BETANZOS,chagas viviendas,viviendas roceadas,2017-05-01,35,35
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-05-01,12,12
CAPINOTA,chagas viviendas,viviendas roceadas,2017-05-01,674,674
CKOCHAS,chagas viviendas,viviendas roceadas,2017-05-01,20,20
CLIZA,chagas viviendas,viviendas roceadas,2017-05-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-05-01,51,51
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-05-01,12,12
COMARAPA,chagas viviendas,viviendas roceadas,2017-05-01,131,131
CORIPATA,chagas viviendas,viviendas roceadas,2017-05-01,28,28
COTAGAITA,chagas viviendas,viviendas roceadas,2017-05-01,13,13
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-05-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2017-05-01,1,1
CUEVO,chagas viviendas,viviendas roceadas,2017-05-01,482,482
CULPINA,chagas viviendas,viviendas roceadas,2017-05-01,15,15
EL VILLAR,chagas viviendas,viviendas roceadas,2017-05-01,14,14
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-05-01,97,97
HUACARETA,chagas viviendas,viviendas roceadas,2017-05-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-05-01,19,19
ICLA,chagas viviendas,viviendas roceadas,2017-05-01,146,146
MOJOCOYA,chagas viviendas,viviendas roceadas,2017-05-01,193,193
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-05-01,44,44
OMEREQUE,chagas viviendas,viviendas roceadas,2017-05-01,26,26
PADCAYA,chagas viviendas,viviendas roceadas,2017-05-01,3,3
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2017-05-01,57,57
PASORAPA,chagas viviendas,viviendas roceadas,2017-05-01,8,8
POCONA,chagas viviendas,viviendas roceadas,2017-05-01,6,6
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-05-01,20,20
POROMA,chagas viviendas,viviendas roceadas,2017-05-01,2,2
PUNA,chagas viviendas,viviendas roceadas,2017-05-01,43,43
PUNATA,chagas viviendas,viviendas roceadas,2017-05-01,19,19
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-05-01,20,20
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2017-05-01,8,8
RAVELO,chagas viviendas,viviendas roceadas,2017-05-01,2,2
SACABA,chagas viviendas,viviendas roceadas,2017-05-01,16,16
SAIPINA,chagas viviendas,viviendas roceadas,2017-05-01,21,21
SAN BENITO,chagas viviendas,viviendas roceadas,2017-05-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-05-01,4,4
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-05-01,69,69
SICAYA,chagas viviendas,viviendas roceadas,2017-05-01,37,37
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-05-01,40,40
SUCRE,chagas viviendas,viviendas roceadas,2017-05-01,66,66
TACACHI,chagas viviendas,viviendas roceadas,2017-05-01,4,4
TACOBAMBA,chagas viviendas,viviendas roceadas,2017-05-01,20,20
TAPACARI,chagas viviendas,viviendas roceadas,2017-05-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2017-05-01,5,5
TARIJA,chagas viviendas,viviendas roceadas,2017-05-01,9,9
TOCO,chagas viviendas,viviendas roceadas,2017-05-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2017-05-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2017-05-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2017-05-01,22,22
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2017-05-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2017-05-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-05-01,1,1
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-05-01,5,5
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-05-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-05-01,1,1
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-05-01,12,12
VINTO,chagas viviendas,viviendas roceadas,2017-05-01,8,8
YACUIBA,chagas viviendas,viviendas roceadas,2017-05-01,155,155
YAMPARAEZ,chagas viviendas,viviendas roceadas,2017-05-01,4,4
YOTALA,chagas viviendas,viviendas roceadas,2017-05-01,12,12
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-05-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2017-06-01,72,72
ANZALDO,chagas viviendas,viviendas roceadas,2017-06-01,7,7
ARANI,chagas viviendas,viviendas roceadas,2017-06-01,9,9
ARBIETO,chagas viviendas,viviendas roceadas,2017-06-01,13,13
ARQUE,chagas viviendas,viviendas roceadas,2017-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-06-01,39,39
BETANZOS,chagas viviendas,viviendas roceadas,2017-06-01,20,20
BOYUIBE,chagas viviendas,viviendas roceadas,2017-06-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-06-01,4,4
CAMIRI,chagas viviendas,viviendas roceadas,2017-06-01,13,13
CAPINOTA,chagas viviendas,viviendas roceadas,2017-06-01,879,879
CARAPARI,chagas viviendas,viviendas roceadas,2017-06-01,8,8
CKOCHAS,chagas viviendas,viviendas roceadas,2017-06-01,20,20
CLIZA,chagas viviendas,viviendas roceadas,2017-06-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-06-01,21,21
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-06-01,7,7
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-06-01,10,10
COMARAPA,chagas viviendas,viviendas roceadas,2017-06-01,395,395
COTAGAITA,chagas viviendas,viviendas roceadas,2017-06-01,5,5
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2017-06-01,4,4
CULPINA,chagas viviendas,viviendas roceadas,2017-06-01,40,40
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-06-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-06-01,78,78
HUACARETA,chagas viviendas,viviendas roceadas,2017-06-01,52,52
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-06-01,120,120
ICLA,chagas viviendas,viviendas roceadas,2017-06-01,10,10
INCAHUASI,chagas viviendas,viviendas roceadas,2017-06-01,3,3
MAIRANA,chagas viviendas,viviendas roceadas,2017-06-01,5,5
MOJOCOYA,chagas viviendas,viviendas roceadas,2017-06-01,94,94
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-06-01,18,18
OMEREQUE,chagas viviendas,viviendas roceadas,2017-06-01,19,19
PADCAYA,chagas viviendas,viviendas roceadas,2017-06-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2017-06-01,33,33
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2017-06-01,13,13
PASORAPA,chagas viviendas,viviendas roceadas,2017-06-01,1,1
POCONA,chagas viviendas,viviendas roceadas,2017-06-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-06-01,1,1
POROMA,chagas viviendas,viviendas roceadas,2017-06-01,24,24
PUNA,chagas viviendas,viviendas roceadas,2017-06-01,6,6
PUNATA,chagas viviendas,viviendas roceadas,2017-06-01,17,17
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-06-01,18,18
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2017-06-01,16,16
RAVELO,chagas viviendas,viviendas roceadas,2017-06-01,28,28
SACABA,chagas viviendas,viviendas roceadas,2017-06-01,17,17
SAIPINA,chagas viviendas,viviendas roceadas,2017-06-01,40,40
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-06-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-06-01,52,52
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-06-01,1225,1225
SICAYA,chagas viviendas,viviendas roceadas,2017-06-01,21,21
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-06-01,9,9
SUCRE,chagas viviendas,viviendas roceadas,2017-06-01,61,61
TACACHI,chagas viviendas,viviendas roceadas,2017-06-01,4,4
TACACOMA,chagas viviendas,viviendas roceadas,2017-06-01,211,211
TAPACARI,chagas viviendas,viviendas roceadas,2017-06-01,6,6
TARABUCO,chagas viviendas,viviendas roceadas,2017-06-01,44,44
TARATA,chagas viviendas,viviendas roceadas,2017-06-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2017-06-01,16,16
TOCO,chagas viviendas,viviendas roceadas,2017-06-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2017-06-01,20,20
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2017-06-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2017-06-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-06-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-06-01,1,1
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-06-01,28,28
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-06-01,47,47
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-06-01,7,7
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-06-01,23,23
VINTO,chagas viviendas,viviendas roceadas,2017-06-01,1,1
VITICHI,chagas viviendas,viviendas roceadas,2017-06-01,8,8
YACUIBA,chagas viviendas,viviendas roceadas,2017-06-01,1,1
YOTALA,chagas viviendas,viviendas roceadas,2017-06-01,4,4
YUNCHARA,chagas viviendas,viviendas roceadas,2017-06-01,7,7
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-06-01,46,46
ACACIO,chagas viviendas,viviendas roceadas,2017-07-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2017-07-01,49,49
ANZALDO,chagas viviendas,viviendas roceadas,2017-07-01,3,3
ARANI,chagas viviendas,viviendas roceadas,2017-07-01,14,14
ARBIETO,chagas viviendas,viviendas roceadas,2017-07-01,11,11
ARQUE,chagas viviendas,viviendas roceadas,2017-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-07-01,50,50
BETANZOS,chagas viviendas,viviendas roceadas,2017-07-01,48,48
CAPINOTA,chagas viviendas,viviendas roceadas,2017-07-01,264,264
CKOCHAS,chagas viviendas,viviendas roceadas,2017-07-01,25,25
CLIZA,chagas viviendas,viviendas roceadas,2017-07-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-07-01,46,46
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-07-01,3,3
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-07-01,8,8
CORIPATA,chagas viviendas,viviendas roceadas,2017-07-01,11,11
COTAGAITA,chagas viviendas,viviendas roceadas,2017-07-01,4,4
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-07-01,5,5
CULPINA,chagas viviendas,viviendas roceadas,2017-07-01,13,13
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-07-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2017-07-01,16,16
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-07-01,65,65
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-07-01,4,4
LAS CARRERAS,chagas viviendas,viviendas roceadas,2017-07-01,10,10
MAIRANA,chagas viviendas,viviendas roceadas,2017-07-01,7,7
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-07-01,14,14
MOROCHATA,chagas viviendas,viviendas roceadas,2017-07-01,44,44
OMEREQUE,chagas viviendas,viviendas roceadas,2017-07-01,55,55
PADCAYA,chagas viviendas,viviendas roceadas,2017-07-01,6,6
PADILLA,chagas viviendas,viviendas roceadas,2017-07-01,6,6
PALCA,chagas viviendas,viviendas roceadas,2017-07-01,38,38
PASORAPA,chagas viviendas,viviendas roceadas,2017-07-01,13,13
POCONA,chagas viviendas,viviendas roceadas,2017-07-01,3,3
PUNATA,chagas viviendas,viviendas roceadas,2017-07-01,19,19
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-07-01,13,13
RAVELO,chagas viviendas,viviendas roceadas,2017-07-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2017-07-01,23,23
SAIPINA,chagas viviendas,viviendas roceadas,2017-07-01,25,25
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-07-01,8,8
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-07-01,119,119
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-07-01,319,319
SICAYA,chagas viviendas,viviendas roceadas,2017-07-01,19,19
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-07-01,40,40
TACACHI,chagas viviendas,viviendas roceadas,2017-07-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2017-07-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2017-07-01,3,3
TIQUIPAYA,chagas viviendas,viviendas roceadas,2017-07-01,5,5
TOMAVE,chagas viviendas,viviendas roceadas,2017-07-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-07-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-07-01,3,3
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-07-01,4,4
VILA VILA,chagas viviendas,viviendas roceadas,2017-07-01,32,32
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-07-01,23,23
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-07-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-07-01,2,2
VINTO,chagas viviendas,viviendas roceadas,2017-07-01,8,8
VITICHI,chagas viviendas,viviendas roceadas,2017-07-01,9,9
YACUIBA,chagas viviendas,viviendas roceadas,2017-07-01,107,107
YOTALA,chagas viviendas,viviendas roceadas,2017-07-01,5,5
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-07-01,6,6
AIQUILE,chagas viviendas,viviendas roceadas,2017-08-01,84,84
ANZALDO,chagas viviendas,viviendas roceadas,2017-08-01,20,20
ARAMPAMPA,chagas viviendas,viviendas roceadas,2017-08-01,4,4
ARANI,chagas viviendas,viviendas roceadas,2017-08-01,15,15
ARBIETO,chagas viviendas,viviendas roceadas,2017-08-01,2,2
ARQUE,chagas viviendas,viviendas roceadas,2017-08-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-08-01,63,63
AZURDUY,chagas viviendas,viviendas roceadas,2017-08-01,22,22
BETANZOS,chagas viviendas,viviendas roceadas,2017-08-01,20,20
BOYUIBE,chagas viviendas,viviendas roceadas,2017-08-01,380,380
