municipality,group,variable,month,Viviendas Evaluadas,TOTAL
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-11-01,16,16
ICLA,chagas viviendas,viviendas evaluadas,2017-11-01,259,259
INQUISIVI,chagas viviendas,viviendas evaluadas,2017-11-01,267,267
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-11-01,1,1
LA PAZ,chagas viviendas,viviendas evaluadas,2017-11-01,0,0
MIZQUE,chagas viviendas,viviendas evaluadas,2017-11-01,521,521
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-11-01,27,27
OCURI,chagas viviendas,viviendas evaluadas,2017-11-01,81,81
PADILLA,chagas viviendas,viviendas evaluadas,2017-11-01,173,173
PASORAPA,chagas viviendas,viviendas evaluadas,2017-11-01,62,62
POCONA,chagas viviendas,viviendas evaluadas,2017-11-01,87,87
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-11-01,74,74
POROMA,chagas viviendas,viviendas evaluadas,2017-11-01,342,342
PUNA,chagas viviendas,viviendas evaluadas,2017-11-01,347,347
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-11-01,126,126
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-11-01,43,43
RAVELO,chagas viviendas,viviendas evaluadas,2017-11-01,143,143
SACABA,chagas viviendas,viviendas evaluadas,2017-11-01,731,731
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-11-01,245,245
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-11-01,426,426
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-11-01,663,663
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-11-01,380,380
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2017-11-01,575,575
SICAYA,chagas viviendas,viviendas evaluadas,2017-11-01,78,78
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-11-01,178,178
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-11-01,146,146
SUCRE,chagas viviendas,viviendas evaluadas,2017-11-01,317,317
TACACHI,chagas viviendas,viviendas evaluadas,2017-11-01,95,95
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-11-01,690,690
TAPACARI,chagas viviendas,viviendas evaluadas,2017-11-01,88,88
TARABUCO,chagas viviendas,viviendas evaluadas,2017-11-01,230,230
TARATA,chagas viviendas,viviendas evaluadas,2017-11-01,154,154
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-11-01,5,5
TOCO,chagas viviendas,viviendas evaluadas,2017-11-01,152,152
TOLATA,chagas viviendas,viviendas evaluadas,2017-11-01,70,70
TOMAVE,chagas viviendas,viviendas evaluadas,2017-11-01,254,254
TORO TORO,chagas viviendas,viviendas evaluadas,2017-11-01,314,314
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-11-01,90,90
TUPIZA,chagas viviendas,viviendas evaluadas,2017-11-01,1226,1226
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-11-01,471,471
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-11-01,234,234
VILA VILA,chagas viviendas,viviendas evaluadas,2017-11-01,188,188
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-11-01,251,251
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-11-01,44,44
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-11-01,160,160
VILLAZON,chagas viviendas,viviendas evaluadas,2017-11-01,148,148
VINTO,chagas viviendas,viviendas evaluadas,2017-11-01,351,351
VITICHI,chagas viviendas,viviendas evaluadas,2017-11-01,266,266
YACUIBA,chagas viviendas,viviendas evaluadas,2017-11-01,210,210
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-11-01,484,484
ACACIO,chagas viviendas,viviendas evaluadas,2017-12-01,170,170
AIQUILE,chagas viviendas,viviendas evaluadas,2017-12-01,595,595
ANZALDO,chagas viviendas,viviendas evaluadas,2017-12-01,60,60
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-12-01,132,132
ARANI,chagas viviendas,viviendas evaluadas,2017-12-01,19,19
ARBIETO,chagas viviendas,viviendas evaluadas,2017-12-01,240,240
ARQUE,chagas viviendas,viviendas evaluadas,2017-12-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-12-01,66,66
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-12-01,272,272
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-12-01,745,745
CLIZA,chagas viviendas,viviendas evaluadas,2017-12-01,243,243
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-12-01,60,60
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-12-01,266,266
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-12-01,134,134
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-12-01,518,518
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-12-01,150,150
CULPINA,chagas viviendas,viviendas evaluadas,2017-12-01,638,638
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-12-01,132,132
EL TORNO,chagas viviendas,viviendas evaluadas,2017-12-01,2,2
LA PAZ,chagas viviendas,viviendas evaluadas,2017-12-01,0,0
LICOMA PAMPA,chagas viviendas,viviendas evaluadas,2017-12-01,238,238
PADCAYA,chagas viviendas,viviendas evaluadas,2017-12-01,256,256
PASORAPA,chagas viviendas,viviendas evaluadas,2017-12-01,18,18
POCONA,chagas viviendas,viviendas evaluadas,2017-12-01,117,117
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-12-01,131,131
POROMA,chagas viviendas,viviendas evaluadas,2017-12-01,436,436
PUNATA,chagas viviendas,viviendas evaluadas,2017-12-01,22,22
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-12-01,342,342
SACABA,chagas viviendas,viviendas evaluadas,2017-12-01,902,902
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-12-01,122,122
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-12-01,78,78
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-12-01,264,264
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-12-01,154,154
SICAYA,chagas viviendas,viviendas evaluadas,2017-12-01,64,64
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-12-01,269,269
TACACHI,chagas viviendas,viviendas evaluadas,2017-12-01,59,59
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-12-01,376,376
TAPACARI,chagas viviendas,viviendas evaluadas,2017-12-01,228,228
TARATA,chagas viviendas,viviendas evaluadas,2017-12-01,249,249
TARIJA,chagas viviendas,viviendas evaluadas,2017-12-01,404,404
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-12-01,716,716
TOCO,chagas viviendas,viviendas evaluadas,2017-12-01,288,288
TOLATA,chagas viviendas,viviendas evaluadas,2017-12-01,56,56
TOMAVE,chagas viviendas,viviendas evaluadas,2017-12-01,134,134
TORO TORO,chagas viviendas,viviendas evaluadas,2017-12-01,268,268
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-12-01,156,156
TUPIZA,chagas viviendas,viviendas evaluadas,2017-12-01,310,310
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-12-01,105,105
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-12-01,200,200
VILA VILA,chagas viviendas,viviendas evaluadas,2017-12-01,112,112
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-12-01,170,170
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-12-01,151,151
VINTO,chagas viviendas,viviendas evaluadas,2017-12-01,358,358
VITICHI,chagas viviendas,viviendas evaluadas,2017-12-01,105,105
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-12-01,292,292
