municipality,group,variable,month,Viviendas Evaluadas,TOTAL
CAMARGO,chagas viviendas,viviendas evaluadas,2017-03-01,560,560
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-03-01,474,474
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-03-01,272,272
CLIZA,chagas viviendas,viviendas evaluadas,2017-03-01,179,179
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-03-01,854,854
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-03-01,212,212
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-03-01,132,132
COMARAPA,chagas viviendas,viviendas evaluadas,2017-03-01,264,264
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-03-01,916,916
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-03-01,106,106
EL TORNO,chagas viviendas,viviendas evaluadas,2017-03-01,16,16
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-03-01,79,79
GUTIERREZ,chagas viviendas,viviendas evaluadas,2017-03-01,31,31
HUACARETA,chagas viviendas,viviendas evaluadas,2017-03-01,173,173
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-03-01,52,52
ICLA,chagas viviendas,viviendas evaluadas,2017-03-01,166,166
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-03-01,3,3
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2017-03-01,34,34
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-03-01,22,22
MIZQUE,chagas viviendas,viviendas evaluadas,2017-03-01,646,646
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-03-01,270,270
OCURI,chagas viviendas,viviendas evaluadas,2017-03-01,125,125
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-03-01,350,350
PADILLA,chagas viviendas,viviendas evaluadas,2017-03-01,187,187
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2017-03-01,53,53
PASORAPA,chagas viviendas,viviendas evaluadas,2017-03-01,129,129
POCONA,chagas viviendas,viviendas evaluadas,2017-03-01,144,144
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-03-01,118,118
PUNATA,chagas viviendas,viviendas evaluadas,2017-03-01,392,392
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-03-01,238,238
SACABA,chagas viviendas,viviendas evaluadas,2017-03-01,442,442
SAIPINA,chagas viviendas,viviendas evaluadas,2017-03-01,106,106
SAMAIPATA,chagas viviendas,viviendas evaluadas,2017-03-01,32,32
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-03-01,223,223
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-03-01,326,326
SAN LUCAS,chagas viviendas,viviendas evaluadas,2017-03-01,628,628
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-03-01,357,357
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-03-01,50,50
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-03-01,234,234
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-03-01,68,68
SUCRE,chagas viviendas,viviendas evaluadas,2017-03-01,89,89
TACOBAMBA,chagas viviendas,viviendas evaluadas,2017-03-01,40,40
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-03-01,470,470
TAPACARI,chagas viviendas,viviendas evaluadas,2017-03-01,121,121
TARIJA,chagas viviendas,viviendas evaluadas,2017-03-01,236,236
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-03-01,230,230
TOCO,chagas viviendas,viviendas evaluadas,2017-03-01,186,186
TOLATA,chagas viviendas,viviendas evaluadas,2017-03-01,14,14
TOMAVE,chagas viviendas,viviendas evaluadas,2017-03-01,240,240
TORO TORO,chagas viviendas,viviendas evaluadas,2017-03-01,213,213
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-03-01,205,205
TUPIZA,chagas viviendas,viviendas evaluadas,2017-03-01,933,933
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-03-01,133,133
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-03-01,254,254
VILA VILA,chagas viviendas,viviendas evaluadas,2017-03-01,447,447
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-03-01,317,317
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-03-01,106,106
VINTO,chagas viviendas,viviendas evaluadas,2017-03-01,241,241
VITICHI,chagas viviendas,viviendas evaluadas,2017-03-01,264,264
YOTALA,chagas viviendas,viviendas evaluadas,2017-03-01,385,385
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-03-01,30,30
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-03-01,191,191
ACACIO,chagas viviendas,viviendas evaluadas,2017-04-01,319,319
AIQUILE,chagas viviendas,viviendas evaluadas,2017-04-01,468,468
ALCALA,chagas viviendas,viviendas evaluadas,2017-04-01,162,162
ANZALDO,chagas viviendas,viviendas evaluadas,2017-04-01,174,174
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-04-01,194,194
ARANI,chagas viviendas,viviendas evaluadas,2017-04-01,193,193
ARBIETO,chagas viviendas,viviendas evaluadas,2017-04-01,133,133
ARQUE,chagas viviendas,viviendas evaluadas,2017-04-01,156,156
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-04-01,364,364
BETANZOS,chagas viviendas,viviendas evaluadas,2017-04-01,272,272
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-04-01,461,461
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-04-01,476,476
CLIZA,chagas viviendas,viviendas evaluadas,2017-04-01,164,164
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-04-01,353,353
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-04-01,187,187
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-04-01,450,450
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-04-01,245,245
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-04-01,104,104
EL TORNO,chagas viviendas,viviendas evaluadas,2017-04-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-04-01,77,77
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-04-01,40,40
ICLA,chagas viviendas,viviendas evaluadas,2017-04-01,118,118
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-04-01,2,2
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2017-04-01,10,10
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-04-01,120,120
MACHARETI,chagas viviendas,viviendas evaluadas,2017-04-01,59,59
MAIRANA,chagas viviendas,viviendas evaluadas,2017-04-01,117,117
MIZQUE,chagas viviendas,viviendas evaluadas,2017-04-01,1182,1182
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-04-01,387,387
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-04-01,526,526
OCURI,chagas viviendas,viviendas evaluadas,2017-04-01,187,187
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-04-01,169,169
PADILLA,chagas viviendas,viviendas evaluadas,2017-04-01,272,272
PASORAPA,chagas viviendas,viviendas evaluadas,2017-04-01,124,124
POCONA,chagas viviendas,viviendas evaluadas,2017-04-01,108,108
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-04-01,130,130
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2017-04-01,11,11
PRESTO,chagas viviendas,viviendas evaluadas,2017-04-01,263,263
PUNATA,chagas viviendas,viviendas evaluadas,2017-04-01,364,364
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-04-01,153,153
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-04-01,32,32
SACABA,chagas viviendas,viviendas evaluadas,2017-04-01,636,636
SAIPINA,chagas viviendas,viviendas evaluadas,2017-04-01,153,153
SAMAIPATA,chagas viviendas,viviendas evaluadas,2017-04-01,85,85
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-04-01,293,293
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-04-01,267,267
SAN LUCAS,chagas viviendas,viviendas evaluadas,2017-04-01,210,210
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-04-01,377,377
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-04-01,146,146
SUCRE,chagas viviendas,viviendas evaluadas,2017-04-01,406,406
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-04-01,584,584
TAPACARI,chagas viviendas,viviendas evaluadas,2017-04-01,124,124
TARATA,chagas viviendas,viviendas evaluadas,2017-04-01,100,100
TARIJA,chagas viviendas,viviendas evaluadas,2017-04-01,237,237
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-04-01,161,161
TOCO,chagas viviendas,viviendas evaluadas,2017-04-01,229,229
TOLATA,chagas viviendas,viviendas evaluadas,2017-04-01,84,84
TOMAVE,chagas viviendas,viviendas evaluadas,2017-04-01,243,243
TORO TORO,chagas viviendas,viviendas evaluadas,2017-04-01,326,326
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-04-01,47,47
TUPIZA,chagas viviendas,viviendas evaluadas,2017-04-01,174,174
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-04-01,255,255
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-04-01,266,266
VILA VILA,chagas viviendas,viviendas evaluadas,2017-04-01,43,43
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-04-01,171,171
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-04-01,583,583
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-04-01,194,194
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-04-01,234,234
VINTO,chagas viviendas,viviendas evaluadas,2017-04-01,239,239
VITICHI,chagas viviendas,viviendas evaluadas,2017-04-01,278,278
YOTALA,chagas viviendas,viviendas evaluadas,2017-04-01,326,326
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-04-01,79,79
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-04-01,291,291
ACACIO,chagas viviendas,viviendas evaluadas,2017-05-01,347,347
AIQUILE,chagas viviendas,viviendas evaluadas,2017-05-01,977,977
ALCALA,chagas viviendas,viviendas evaluadas,2017-05-01,153,153
ANZALDO,chagas viviendas,viviendas evaluadas,2017-05-01,181,181
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-05-01,171,171
ARANI,chagas viviendas,viviendas evaluadas,2017-05-01,122,122
ARBIETO,chagas viviendas,viviendas evaluadas,2017-05-01,257,257
ARQUE,chagas viviendas,viviendas evaluadas,2017-05-01,102,102
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-05-01,240,240
AZURDUY,chagas viviendas,viviendas evaluadas,2017-05-01,67,67
BETANZOS,chagas viviendas,viviendas evaluadas,2017-05-01,338,338
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-05-01,97,97
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-05-01,329,329
CAMARGO,chagas viviendas,viviendas evaluadas,2017-05-01,54,54
CAMIRI,chagas viviendas,viviendas evaluadas,2017-05-01,17,17
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-05-01,163,163
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-05-01,306,306
CLIZA,chagas viviendas,viviendas evaluadas,2017-05-01,169,169
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-05-01,426,426
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-05-01,432,432
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-05-01,186,186
CORIPATA,chagas viviendas,viviendas evaluadas,2017-05-01,1967,1967
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-05-01,341,341
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2017-05-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-05-01,278,278
CUEVO,chagas viviendas,viviendas evaluadas,2017-05-01,482,482
CULPINA,chagas viviendas,viviendas evaluadas,2017-05-01,164,164
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-05-01,574,574
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-05-01,344,344
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-05-01,24,24
HUACARETA,chagas viviendas,viviendas evaluadas,2017-05-01,236,236
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-05-01,490,490
ICLA,chagas viviendas,viviendas evaluadas,2017-05-01,174,174
INCAHUASI,chagas viviendas,viviendas evaluadas,2017-05-01,47,47
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-05-01,3,3
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-05-01,70,70
MAIRANA,chagas viviendas,viviendas evaluadas,2017-05-01,21,21
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-05-01,139,139
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-05-01,364,364
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-05-01,287,287
PADCAYA,chagas viviendas,viviendas evaluadas,2017-05-01,673,673
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2017-05-01,255,255
PASORAPA,chagas viviendas,viviendas evaluadas,2017-05-01,238,238
POCONA,chagas viviendas,viviendas evaluadas,2017-05-01,113,113
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-05-01,218,218
POROMA,chagas viviendas,viviendas evaluadas,2017-05-01,550,550
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2017-05-01,58,58
PRESTO,chagas viviendas,viviendas evaluadas,2017-05-01,202,202
PUNA,chagas viviendas,viviendas evaluadas,2017-05-01,629,629
PUNATA,chagas viviendas,viviendas evaluadas,2017-05-01,390,390
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-05-01,192,192
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-05-01,9,9
RAVELO,chagas viviendas,viviendas evaluadas,2017-05-01,174,174
SACABA,chagas viviendas,viviendas evaluadas,2017-05-01,625,625
SAIPINA,chagas viviendas,viviendas evaluadas,2017-05-01,141,141
SAMAIPATA,chagas viviendas,viviendas evaluadas,2017-05-01,47,47
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-05-01,317,317
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-05-01,246,246
SAN LUCAS,chagas viviendas,viviendas evaluadas,2017-05-01,304,304
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-05-01,1003,1003
SICAYA,chagas viviendas,viviendas evaluadas,2017-05-01,189,189
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-05-01,277,277
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-05-01,194,194
SUCRE,chagas viviendas,viviendas evaluadas,2017-05-01,240,240
TACACHI,chagas viviendas,viviendas evaluadas,2017-05-01,125,125
TACOBAMBA,chagas viviendas,viviendas evaluadas,2017-05-01,190,190
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-05-01,612,612
TAPACARI,chagas viviendas,viviendas evaluadas,2017-05-01,129,129
TARATA,chagas viviendas,viviendas evaluadas,2017-05-01,219,219
TARIJA,chagas viviendas,viviendas evaluadas,2017-05-01,465,465
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-05-01,226,226
TOCO,chagas viviendas,viviendas evaluadas,2017-05-01,324,324
TOLATA,chagas viviendas,viviendas evaluadas,2017-05-01,47,47
TOMAVE,chagas viviendas,viviendas evaluadas,2017-05-01,224,224
TORO TORO,chagas viviendas,viviendas evaluadas,2017-05-01,279,279
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-05-01,110,110
TUPIZA,chagas viviendas,viviendas evaluadas,2017-05-01,872,872
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-05-01,501,501
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-05-01,513,513
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-05-01,479,479
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-05-01,202,202
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-05-01,267,267
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-05-01,200,200
VINTO,chagas viviendas,viviendas evaluadas,2017-05-01,276,276
YACUIBA,chagas viviendas,viviendas evaluadas,2017-05-01,174,174
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2017-05-01,351,351
YOTALA,chagas viviendas,viviendas evaluadas,2017-05-01,397,397
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-05-01,135,135
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-05-01,194,194
ACACIO,chagas viviendas,viviendas evaluadas,2017-06-01,381,381
AIQUILE,chagas viviendas,viviendas evaluadas,2017-06-01,1058,1058
ALCALA,chagas viviendas,viviendas evaluadas,2017-06-01,48,48
ANZALDO,chagas viviendas,viviendas evaluadas,2017-06-01,84,84
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-06-01,181,181
ARANI,chagas viviendas,viviendas evaluadas,2017-06-01,181,181
ARBIETO,chagas viviendas,viviendas evaluadas,2017-06-01,265,265
ARQUE,chagas viviendas,viviendas evaluadas,2017-06-01,150,150
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-06-01,207,207
BETANZOS,chagas viviendas,viviendas evaluadas,2017-06-01,114,114
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-06-01,561,561
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-06-01,394,394
CAMARGO,chagas viviendas,viviendas evaluadas,2017-06-01,223,223
CARAPARI,chagas viviendas,viviendas evaluadas,2017-06-01,249,249
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-06-01,336,336
CLIZA,chagas viviendas,viviendas evaluadas,2017-06-01,183,183
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-06-01,349,349
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-06-01,441,441
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-06-01,192,192
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-06-01,615,615
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-06-01,241,241
CULPINA,chagas viviendas,viviendas evaluadas,2017-06-01,170,170
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-06-01,228,228
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-06-01,487,487
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-06-01,12,12
ICLA,chagas viviendas,viviendas evaluadas,2017-06-01,282,282
INCAHUASI,chagas viviendas,viviendas evaluadas,2017-06-01,128,128
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-06-01,2,2
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2017-06-01,10,10
MAIRANA,chagas viviendas,viviendas evaluadas,2017-06-01,41,41
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-06-01,149,149
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-06-01,453,453
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-06-01,155,155
PADCAYA,chagas viviendas,viviendas evaluadas,2017-06-01,349,349
PADILLA,chagas viviendas,viviendas evaluadas,2017-06-01,551,551
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2017-06-01,91,91
PASORAPA,chagas viviendas,viviendas evaluadas,2017-06-01,271,271
POCONA,chagas viviendas,viviendas evaluadas,2017-06-01,183,183
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-06-01,280,280
POROMA,chagas viviendas,viviendas evaluadas,2017-06-01,572,572
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2017-06-01,43,43
PRESTO,chagas viviendas,viviendas evaluadas,2017-06-01,267,267
PUNA,chagas viviendas,viviendas evaluadas,2017-06-01,631,631
PUNATA,chagas viviendas,viviendas evaluadas,2017-06-01,372,372
