,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,7,4,7,4,11
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-01-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,3,0,3,0,3
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,5,1,5,1,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,19,19,19,19,38
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,9,7,9,7,16
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,1,0,1,1
HUARACAJE,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,2,0,2,2
INQUISIVI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,27,31,27,31,58
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,3,1,3,4
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,4,5,4,5,9
OMEREQUE,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,8,5,8,5,13
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,6,5,6,5,11
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,5,13,5,13,18
SACABA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,1,2,1,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,60,42,60,42,102
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,11,11,11,11,22
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,14,7,14,7,21
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,3,4,3,4,7
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,2,2,2,2,4
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,1,3,1,3,4
YOTALA,internaciones,fallecidos antes de las 48 hrs.,2015-02-01,3,13,3,13,16
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,1,1,1,2
BETANZOS,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,0,2,0,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,32,22,32,22,54
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
CUEVO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,6,5,6,5,11
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,1,2,1,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,3,0,3,0,3
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,30,48,30,48,78
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,1,0,1,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,9,4,9,4,13
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,9,9,9,9,18
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
PASORAPA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,12,14,12,14,26
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,6,5,6,5,11
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
SAMAIPATA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,175,108,175,108,283
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,16,14,16,14,30
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,15,11,15,11,26
TOMINA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,5,6,5,6,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,1,2,1,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,2,2,2,2,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,0,3,0,3,3
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,5,3,5,3,8
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-03-01,1,1,1,1,2
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,7,1,7,1,8
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,49,40,49,40,89
COMARAPA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,7,10,7,10,17
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,5,1,5,1,6
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,30,43,30,43,73
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,3,1,3,4
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,9,6,9,6,15
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,29,21,29,21,50
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,14,11,14,11,25
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,2,0,2,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,7,3,7,3,10
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,2,1,2,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,3,0,3,0,3
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,30,31,30,31,61
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,12,13,12,13,25
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,4,11,4,11,15
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,10,7,10,7,17
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,6,3,6,3,9
ZUDAÑEZ,internaciones,fallecidos antes de las 48 hrs.,2015-04-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,0,2,0,2
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,23,50,23,50,73
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,12,8,12,8,20
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,3,2,3,2,5
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,1,2,1,3
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,26,36,26,36,62
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,0,2,0,2
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,5,2,5,7
OKINAWA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,16,13,16,13,29
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,2,0,2,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,8,8,8,8,16
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,3,0,3,0,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,5,2,5,2,7
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,6,9,6,9,15
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,2,2,2,4
SACABA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,2,1,2,3
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,33,36,33,36,69
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,16,15,16,15,31
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,14,8,14,8,22
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,5,5,5,5,10
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,0,3,0,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,5,4,5,4,9
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-05-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,0,0,0,0
APOLO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
BELLA FLOR,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,4,0,4,4
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,3,1,3,4
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,1,1,1,2
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,44,29,44,29,73
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,12,7,12,7,19
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,4,1,4,5
HUARACAJE,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,36,27,36,27,63
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,3,1,3,1,4
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,8,4,8,4,12
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,12,34,12,34,46
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,6,12,6,12,18
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,6,4,6,4,10
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,3,1,3,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,2,1,2,1,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,1,1,1,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,48,35,48,35,83
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,17,6,17,6,23
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,14,12,14,12,26
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,8,8,8,8,16
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,2,2,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2015-06-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,4,0,4,0,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-06-01,9,1,9,1,10
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,3,0,3,0,3
"CAIZA ""D""",internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,3,0,3,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,4,2,4,6
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,1,1,1,2
