,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
CONCEPCION,internaciones,contrareferidos,2015-02-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2015-02-01,34,120,34,120,154
EL CHORO,internaciones,contrareferidos,2015-02-01,0,54,0,54,54
EL TORNO,internaciones,contrareferidos,2015-02-01,0,9,0,9,9
GUAYARAMERIN,internaciones,contrareferidos,2015-02-01,1,0,1,0,1
HUANUNI,internaciones,contrareferidos,2015-02-01,2,1,2,1,3
IXIAMAS,internaciones,contrareferidos,2015-02-01,0,1,0,1,1
LA ASUNTA,internaciones,contrareferidos,2015-02-01,0,56,0,56,56
LA PAZ,internaciones,contrareferidos,2015-02-01,1,3,1,3,4
LLALLAGUA,internaciones,contrareferidos,2015-02-01,11,0,11,0,11
LLICA,internaciones,contrareferidos,2015-02-01,0,10,0,10,10
MONTEAGUDO,internaciones,contrareferidos,2015-02-01,2,13,2,13,15
MONTERO,internaciones,contrareferidos,2015-02-01,57,273,57,273,330
ORURO,internaciones,contrareferidos,2015-02-01,3,2,3,2,5
POJO (CBBA),internaciones,contrareferidos,2015-02-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2015-02-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2015-02-01,1,0,1,0,1
PUNATA,internaciones,contrareferidos,2015-02-01,25,70,25,70,95
RIBERALTA,internaciones,contrareferidos,2015-02-01,16,87,16,87,103
RURRENABAQUE,internaciones,contrareferidos,2015-02-01,1,0,1,0,1
SAN BORJA,internaciones,contrareferidos,2015-02-01,4,4,4,4,8
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-02-01,12,2,12,2,14
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-02-01,2,0,2,0,2
SAN RAFAEL,internaciones,contrareferidos,2015-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-02-01,184,788,184,788,972
SORATA,internaciones,contrareferidos,2015-02-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2015-02-01,80,328,80,328,408
TARABUCO,internaciones,contrareferidos,2015-02-01,0,8,0,8,8
TOMINA,internaciones,contrareferidos,2015-02-01,0,2,0,2,2
TUPIZA,internaciones,contrareferidos,2015-02-01,0,42,0,42,42
VILLA CHARCAS,internaciones,contrareferidos,2015-02-01,0,2,0,2,2
VILLA TUNARI,internaciones,contrareferidos,2015-02-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2015-02-01,0,1,0,1,1
YACUIBA,internaciones,contrareferidos,2015-02-01,32,0,32,0,32
YAPACANI,internaciones,contrareferidos,2015-02-01,0,155,0,155,155
YOTALA,internaciones,contrareferidos,2015-02-01,0,1,0,1,1
ZUDAÑEZ,internaciones,contrareferidos,2015-02-01,2,0,2,0,2
ACHACACHI,internaciones,contrareferidos,2015-03-01,8,0,8,0,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-03-01,6,29,6,29,35
ATOCHA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2015-03-01,11,0,11,0,11
BUENA VISTA,internaciones,contrareferidos,2015-03-01,0,6,0,6,6
CAMARGO,internaciones,contrareferidos,2015-03-01,5,14,5,14,19
CLIZA,internaciones,contrareferidos,2015-03-01,0,10,0,10,10
COBIJA,internaciones,contrareferidos,2015-03-01,9,189,9,189,198
COCHABAMBA,internaciones,contrareferidos,2015-03-01,5,192,5,192,197
COLQUECHACA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
CONCEPCION,internaciones,contrareferidos,2015-03-01,1,0,1,0,1
COROICO,internaciones,contrareferidos,2015-03-01,6,14,6,14,20
COTOCA,internaciones,contrareferidos,2015-03-01,0,5,0,5,5
EL ALTO,internaciones,contrareferidos,2015-03-01,15,160,15,160,175
EL PUENTE(STC),internaciones,contrareferidos,2015-03-01,0,2,0,2,2
EL VILLAR,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2015-03-01,5,1,5,1,6
HUACARETA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2015-03-01,0,3,0,3,3
LLALLAGUA,internaciones,contrareferidos,2015-03-01,8,0,8,0,8
MACHARETI,internaciones,contrareferidos,2015-03-01,0,2,0,2,2
MAIRANA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2015-03-01,7,15,7,15,22
MONTERO,internaciones,contrareferidos,2015-03-01,108,343,108,343,451
ORURO,internaciones,contrareferidos,2015-03-01,12,12,12,12,24
PADILLA,internaciones,contrareferidos,2015-03-01,15,23,15,23,38
POCONA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
POROMA,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2015-03-01,1,3,1,3,4
PUERTO VILLARROEL,internaciones,contrareferidos,2015-03-01,0,4,0,4,4
PUNATA,internaciones,contrareferidos,2015-03-01,23,76,23,76,99
REYES,internaciones,contrareferidos,2015-03-01,1,0,1,0,1
RIBERALTA,internaciones,contrareferidos,2015-03-01,19,112,19,112,131
RURRENABAQUE,internaciones,contrareferidos,2015-03-01,1,2,1,2,3
SAN BORJA,internaciones,contrareferidos,2015-03-01,4,0,4,0,4
SAN BUENA VENTURA,internaciones,contrareferidos,2015-03-01,1,3,1,3,4
SAN CARLOS,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-03-01,1,7,1,7,8
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-03-01,0,2,0,2,2
SAN MATIAS,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2015-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-03-01,1391,1852,1391,1852,3243
SOPACHUY,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
SORACACHI,internaciones,contrareferidos,2015-03-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2015-03-01,80,306,80,306,386
TARABUCO,internaciones,contrareferidos,2015-03-01,1,10,1,10,11
TARIJA,internaciones,contrareferidos,2015-03-01,2,1,2,1,3
TRINIDAD,internaciones,contrareferidos,2015-03-01,1,90,1,90,91
TUPIZA,internaciones,contrareferidos,2015-03-01,8,47,8,47,55
VALLEGRANDE,internaciones,contrareferidos,2015-03-01,1,1,1,1,2
VIACHA,internaciones,contrareferidos,2015-03-01,1,1,1,1,2
VILLA CHARCAS,internaciones,contrareferidos,2015-03-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2015-03-01,1,1,1,1,2
YACUIBA,internaciones,contrareferidos,2015-03-01,33,1,33,1,34
ZUDAÑEZ,internaciones,contrareferidos,2015-03-01,0,3,0,3,3
ACHACACHI,internaciones,contrareferidos,2015-04-01,11,0,11,0,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-04-01,7,19,7,19,26
CAMARGO,internaciones,contrareferidos,2015-04-01,4,4,4,4,8
CHALLAPATA,internaciones,contrareferidos,2015-04-01,5,0,5,0,5
CLIZA,internaciones,contrareferidos,2015-04-01,0,9,0,9,9
COBIJA,internaciones,contrareferidos,2015-04-01,8,158,8,158,166
COCHABAMBA,internaciones,contrareferidos,2015-04-01,19,158,19,158,177
COROICO,internaciones,contrareferidos,2015-04-01,9,13,9,13,22
COTOCA,internaciones,contrareferidos,2015-04-01,0,13,0,13,13
CUATRO CAÑADAS,internaciones,contrareferidos,2015-04-01,0,30,0,30,30
EL ALTO,internaciones,contrareferidos,2015-04-01,43,123,43,123,166
GUAYARAMERIN,internaciones,contrareferidos,2015-04-01,4,3,4,3,7
LA PAZ,internaciones,contrareferidos,2015-04-01,7,45,7,45,52
LLALLAGUA,internaciones,contrareferidos,2015-04-01,3,0,3,0,3
MACHARETI,internaciones,contrareferidos,2015-04-01,0,2,0,2,2
MAIRANA,internaciones,contrareferidos,2015-04-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2015-04-01,10,13,10,13,23
MONTERO,internaciones,contrareferidos,2015-04-01,86,340,86,340,426
PADILLA,internaciones,contrareferidos,2015-04-01,9,25,9,25,34
PAMPA GRANDE,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
PATACAMAYA,internaciones,contrareferidos,2015-04-01,0,2,0,2,2
PUERTO QUIJARRO,internaciones,contrareferidos,2015-04-01,2,2,2,2,4
PUERTO VILLARROEL,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
PUNATA,internaciones,contrareferidos,2015-04-01,28,83,28,83,111
RIBERALTA,internaciones,contrareferidos,2015-04-01,13,18,13,18,31
RURRENABAQUE,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-04-01,2,10,2,10,12
SAN JULIAN,internaciones,contrareferidos,2015-04-01,2,0,2,0,2
SAN RAMON SCZ,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-04-01,650,324,650,324,974
SOPACHUY,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2015-04-01,69,273,69,273,342
TARABUCO,internaciones,contrareferidos,2015-04-01,1,7,1,7,8
TOMINA,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2015-04-01,2,79,2,79,81
UNCIA,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2015-04-01,7,3,7,3,10
VIACHA,internaciones,contrareferidos,2015-04-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2015-04-01,4,0,4,0,4
YACUIBA,internaciones,contrareferidos,2015-04-01,17,4,17,4,21
ACHACACHI,internaciones,contrareferidos,2015-05-01,18,0,18,0,18
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-05-01,7,12,7,12,19
AZURDUY,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
BERMEJO,internaciones,contrareferidos,2015-05-01,10,1,10,1,11
CAMARGO,internaciones,contrareferidos,2015-05-01,13,13,13,13,26
CARAPARI,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
COBIJA,internaciones,contrareferidos,2015-05-01,5,152,5,152,157
COCHABAMBA,internaciones,contrareferidos,2015-05-01,12,131,12,131,143
COMARAPA,internaciones,contrareferidos,2015-05-01,1,7,1,7,8
COROICO,internaciones,contrareferidos,2015-05-01,4,9,4,9,13
COTOCA,internaciones,contrareferidos,2015-05-01,21,13,21,13,34
CUATRO CAÑADAS,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
CULPINA,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2015-05-01,43,165,43,165,208
EL TORNO,internaciones,contrareferidos,2015-05-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,contrareferidos,2015-05-01,3,0,3,0,3
LA PAZ,internaciones,contrareferidos,2015-05-01,11,37,11,37,48
LLALLAGUA,internaciones,contrareferidos,2015-05-01,18,0,18,0,18
MONTEAGUDO,internaciones,contrareferidos,2015-05-01,15,24,15,24,39
MONTERO,internaciones,contrareferidos,2015-05-01,366,59,366,59,425
ORURO,internaciones,contrareferidos,2015-05-01,5,5,5,5,10
PADILLA,internaciones,contrareferidos,2015-05-01,7,30,7,30,37
PRESTO,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2015-05-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
PUNATA,internaciones,contrareferidos,2015-05-01,24,92,24,92,116
QUIME,internaciones,contrareferidos,2015-05-01,0,2,0,2,2
REYES,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2015-05-01,12,1426,12,1426,1438
RURRENABAQUE,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-05-01,1,5,1,5,6
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-05-01,8,17,8,17,25
SAN JULIAN,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-05-01,1195,365,1195,365,1560
SUCRE,internaciones,contrareferidos,2015-05-01,17,245,17,245,262
TARABUCO,internaciones,contrareferidos,2015-05-01,1,11,1,11,12
TARATA,internaciones,contrareferidos,2015-05-01,0,2,0,2,2
TARVITA,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2015-05-01,0,57,0,57,57
UNCIA,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2015-05-01,2,3,2,3,5
VIACHA,internaciones,contrareferidos,2015-05-01,0,1,0,1,1
VILLA CHARCAS,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2015-05-01,13,0,13,0,13
YACUIBA,internaciones,contrareferidos,2015-05-01,17,5,17,5,22
YAPACANI,internaciones,contrareferidos,2015-05-01,1,0,1,0,1
ACHACACHI,internaciones,contrareferidos,2015-06-01,9,0,9,0,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-06-01,10,7,10,7,17
BERMEJO,internaciones,contrareferidos,2015-06-01,19,4,19,4,23
CAMARGO,internaciones,contrareferidos,2015-06-01,7,13,7,13,20
CAMIRI,internaciones,contrareferidos,2015-06-01,6,6,6,6,12
CHALLAPATA,internaciones,contrareferidos,2015-06-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2015-06-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2015-06-01,8,144,8,144,152
COCHABAMBA,internaciones,contrareferidos,2015-06-01,11,210,11,210,221
COMARAPA,internaciones,contrareferidos,2015-06-01,0,2,0,2,2
COROICO,internaciones,contrareferidos,2015-06-01,1,0,1,0,1
COTOCA,internaciones,contrareferidos,2015-06-01,2,2,2,2,4
EL ALTO,internaciones,contrareferidos,2015-06-01,39,170,39,170,209
EL TORNO,internaciones,contrareferidos,2015-06-01,2,6,2,6,8
HUMANATA,internaciones,contrareferidos,2015-06-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),internaciones,contrareferidos,2015-06-01,1,2,1,2,3
LA PAZ,internaciones,contrareferidos,2015-06-01,1,0,1,0,1
LLALLAGUA,internaciones,contrareferidos,2015-06-01,18,0,18,0,18
MONTEAGUDO,internaciones,contrareferidos,2015-06-01,3,9,3,9,12
MONTERO,internaciones,contrareferidos,2015-06-01,66,276,66,276,342
ORURO,internaciones,contrareferidos,2015-06-01,10,10,10,10,20
PADILLA,internaciones,contrareferidos,2015-06-01,20,20,20,20,40
PAMPA GRANDE,internaciones,contrareferidos,2015-06-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2015-06-01,0,1,0,1,1
PUNATA,internaciones,contrareferidos,2015-06-01,28,90,28,90,118
QUILLACOLLO,internaciones,contrareferidos,2015-06-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2015-06-01,13,8,13,8,21
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-06-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-06-01,6,4,6,4,10
SAN LUCAS,internaciones,contrareferidos,2015-06-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2015-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-06-01,741,9,741,9,750
SUCRE,internaciones,contrareferidos,2015-06-01,131,280,131,280,411
TARABUCO,internaciones,contrareferidos,2015-06-01,2,4,2,4,6
TOMINA,internaciones,contrareferidos,2015-06-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2015-06-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2015-06-01,0,50,0,50,50
VALLEGRANDE,internaciones,contrareferidos,2015-06-01,1,2,1,2,3
VILLA TUNARI,internaciones,contrareferidos,2015-06-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2015-06-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2015-06-01,10,1,10,1,11
WARNES,internaciones,contrareferidos,2015-06-01,0,4,0,4,4
YACUIBA,internaciones,contrareferidos,2015-06-01,24,3,24,3,27
ZUDAÑEZ,internaciones,contrareferidos,2015-06-01,0,3,0,3,3
ACHACACHI,internaciones,contrareferidos,2015-07-01,11,0,11,0,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-07-01,2,12,2,12,14
BERMEJO,internaciones,contrareferidos,2015-07-01,15,5,15,5,20
CAMIRI,internaciones,contrareferidos,2015-07-01,4,29,4,29,33
CHALLAPATA,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
CLIZA,internaciones,contrareferidos,2015-07-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2015-07-01,9,0,9,0,9
COCHABAMBA,internaciones,contrareferidos,2015-07-01,8,235,8,235,243
COTOCA,internaciones,contrareferidos,2015-07-01,0,13,0,13,13
CULPINA,internaciones,contrareferidos,2015-07-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2015-07-01,56,10,56,10,66
EL TORNO,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,contrareferidos,2015-07-01,0,2,0,2,2
LA PAZ,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
LLALLAGUA,internaciones,contrareferidos,2015-07-01,23,0,23,0,23
MONTEAGUDO,internaciones,contrareferidos,2015-07-01,8,17,8,17,25
MONTERO,internaciones,contrareferidos,2015-07-01,348,46,348,46,394
MOROCHATA,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
ORURO,internaciones,contrareferidos,2015-07-01,10,16,10,16,26
PADILLA,internaciones,contrareferidos,2015-07-01,23,23,23,23,46
PALOS BLANCOS,internaciones,contrareferidos,2015-07-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2015-07-01,15,0,15,0,15
PUERTO SUAREZ,internaciones,contrareferidos,2015-07-01,0,2,0,2,2
PUNATA,internaciones,contrareferidos,2015-07-01,22,79,22,79,101
RIBERALTA,internaciones,contrareferidos,2015-07-01,19,11,19,11,30
RURRENABAQUE,internaciones,contrareferidos,2015-07-01,1,1,1,1,2
SACABA,internaciones,contrareferidos,2015-07-01,3,7,3,7,10
SAN BORJA,internaciones,contrareferidos,2015-07-01,8,8,8,8,16
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-07-01,0,10,0,10,10
SAN JAVIER(STC),internaciones,contrareferidos,2015-07-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2015-07-01,1,3,1,3,4
SAN JUAN DE YAPACANI,internaciones,contrareferidos,2015-07-01,0,1,0,1,1
SAN JULIAN,internaciones,contrareferidos,2015-07-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-07-01,352,593,352,593,945
SUCRE,internaciones,contrareferidos,2015-07-01,141,293,141,293,434
TACOPAYA,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
TARABUCO,internaciones,contrareferidos,2015-07-01,4,5,4,5,9
TARIJA,internaciones,contrareferidos,2015-07-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2015-07-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2015-07-01,0,51,0,51,51
VALLEGRANDE,internaciones,contrareferidos,2015-07-01,1,4,1,4,5
VILLA SERRANO,internaciones,contrareferidos,2015-07-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2015-07-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2015-07-01,5,1,5,1,6
YACUIBA,internaciones,contrareferidos,2015-07-01,45,6,45,6,51
YOTALA,internaciones,contrareferidos,2015-07-01,1,1,1,1,2
ACHACACHI,internaciones,contrareferidos,2015-08-01,11,0,11,0,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2015-08-01,5,19,5,19,24
BERMEJO,internaciones,contrareferidos,2015-08-01,16,6,16,6,22
CAMARGO,internaciones,contrareferidos,2015-08-01,14,362,14,362,376
CAMIRI,internaciones,contrareferidos,2015-08-01,0,11,0,11,11
CHALLAPATA,internaciones,contrareferidos,2015-08-01,9,0,9,0,9
CLIZA,internaciones,contrareferidos,2015-08-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2015-08-01,7,80,7,80,87
COCHABAMBA,internaciones,contrareferidos,2015-08-01,15,187,15,187,202
COMARAPA,internaciones,contrareferidos,2015-08-01,0,11,0,11,11
CORQUE,internaciones,contrareferidos,2015-08-01,1,0,1,0,1
CUEVO,internaciones,contrareferidos,2015-08-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2015-08-01,33,9,33,9,42
HUACARETA,internaciones,contrareferidos,2015-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,contrareferidos,2015-08-01,1,5,1,5,6
LA PAZ,internaciones,contrareferidos,2015-08-01,177,179,177,179,356
LLALLAGUA,internaciones,contrareferidos,2015-08-01,22,0,22,0,22
MONTEAGUDO,internaciones,contrareferidos,2015-08-01,2,19,2,19,21
MONTERO,internaciones,contrareferidos,2015-08-01,434,76,434,76,510
ORURO,internaciones,contrareferidos,2015-08-01,0,18,0,18,18
PADILLA,internaciones,contrareferidos,2015-08-01,22,26,22,26,48
PAMPA GRANDE,internaciones,contrareferidos,2015-08-01,1,0,1,0,1
PORTACHUELO,internaciones,contrareferidos,2015-08-01,3,14,3,14,17
POTOSI,internaciones,contrareferidos,2015-08-01,3,2,3,2,5
PUERTO SUAREZ,internaciones,contrareferidos,2015-08-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2015-08-01,5,5,5,5,10
PUNA,internaciones,contrareferidos,2015-08-01,0,44,0,44,44
PUNATA,internaciones,contrareferidos,2015-08-01,104,80,104,80,184
QUILLACOLLO,internaciones,contrareferidos,2015-08-01,0,15,0,15,15
RIBERALTA,internaciones,contrareferidos,2015-08-01,16,20,16,20,36
RURRENABAQUE,internaciones,contrareferidos,2015-08-01,1,0,1,0,1
SAN BORJA,internaciones,contrareferidos,2015-08-01,2,4,2,4,6
SAN CARLOS,internaciones,contrareferidos,2015-08-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2015-08-01,5,4,5,4,9
SAN LUCAS,internaciones,contrareferidos,2015-08-01,0,7,0,7,7
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2015-08-01,532,755,532,755,1287
SUCRE,internaciones,contrareferidos,2015-08-01,134,303,134,303,437
TARABUCO,internaciones,contrareferidos,2015-08-01,5,11,5,11,16
