,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COROICO,internaciones,egresos,2015-01-01,29,80,29,80,109
CORQUE,internaciones,egresos,2015-01-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2015-01-01,0,2,0,2,2
COTOCA,internaciones,egresos,2015-01-01,35,118,35,118,153
CUATRO CAÑADAS,internaciones,egresos,2015-01-01,28,33,28,33,61
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2015-01-01,0,1,0,1,1
CUEVO,internaciones,egresos,2015-01-01,1,6,1,6,7
CULPINA,internaciones,egresos,2015-01-01,0,22,0,22,22
CURAHUARA DE CARANGAS,internaciones,egresos,2015-01-01,0,2,0,2,2
DESAGUADERO,internaciones,egresos,2015-01-01,0,5,0,5,5
EL ALTO,internaciones,egresos,2015-01-01,966,2881,966,2881,3847
EL PUENTE(STC),internaciones,egresos,2015-01-01,14,17,14,17,31
EL TORNO,internaciones,egresos,2015-01-01,296,423,296,423,719
EL VILLAR,internaciones,egresos,2015-01-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2015-01-01,3,33,3,33,36
ENTRE RIOS CBBA,internaciones,egresos,2015-01-01,2,29,2,29,31
ESCOMA,internaciones,egresos,2015-01-01,3,14,3,14,17
EUCALIPTUS,internaciones,egresos,2015-01-01,0,8,0,8,8
FILADELFIA,internaciones,egresos,2015-01-01,0,6,0,6,6
GENERAL SAAVEDRA,internaciones,egresos,2015-01-01,8,28,8,28,36
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2015-01-01,0,4,0,4,4
GUANAY,internaciones,egresos,2015-01-01,4,28,4,28,32
GUAQUI,internaciones,egresos,2015-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,egresos,2015-01-01,146,375,146,375,521
GUTIERREZ,internaciones,egresos,2015-01-01,8,23,8,23,31
HUACARETA,internaciones,egresos,2015-01-01,11,20,11,20,31
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2015-01-01,1,4,1,4,5
HUANUNI,internaciones,egresos,2015-01-01,83,123,83,123,206
HUARACAJE,internaciones,egresos,2015-01-01,5,12,5,12,17
HUATAJATA,internaciones,egresos,2015-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2015-01-01,2,6,2,6,8
ICLA,internaciones,egresos,2015-01-01,1,6,1,6,7
INCAHUASI,internaciones,egresos,2015-01-01,2,14,2,14,16
INGAVI (HUMAITA),internaciones,egresos,2015-01-01,0,3,0,3,3
INQUISIVI,internaciones,egresos,2015-01-01,1,4,1,4,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2015-01-01,6,22,6,22,28
IXIAMAS,internaciones,egresos,2015-01-01,4,21,4,21,25
JESUS DE MACHACA,internaciones,egresos,2015-01-01,2,14,2,14,16
LA ASUNTA,internaciones,egresos,2015-01-01,0,41,0,41,41
LA GUARDIA,internaciones,egresos,2015-01-01,36,86,36,86,122
LA PAZ,internaciones,egresos,2015-01-01,3742,7092,3742,7092,10834
LAGUNILLAS,internaciones,egresos,2015-01-01,2,6,2,6,8
LAJA,internaciones,egresos,2015-01-01,0,2,0,2,2
LAS CARRERAS,internaciones,egresos,2015-01-01,0,5,0,5,5
LLALLAGUA,internaciones,egresos,2015-01-01,58,217,58,217,275
LLICA,internaciones,egresos,2015-01-01,0,3,0,3,3
MACHACAMARCA,internaciones,egresos,2015-01-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2015-01-01,0,11,0,11,11
MAGDALENA,internaciones,egresos,2015-01-01,26,63,26,63,89
MAIRANA,internaciones,egresos,2015-01-01,4,56,4,56,60
MAPIRI,internaciones,egresos,2015-01-01,5,30,5,30,35
MECAPACA,internaciones,egresos,2015-01-01,0,6,0,6,6
MINEROS,internaciones,egresos,2015-01-01,0,6,0,6,6
MIZQUE,internaciones,egresos,2015-01-01,14,43,14,43,57
MOCOMOCO,internaciones,egresos,2015-01-01,0,2,0,2,2
MOJOCOYA,internaciones,egresos,2015-01-01,1,14,1,14,15
MONTEAGUDO,internaciones,egresos,2015-01-01,50,130,50,130,180
MONTERO,internaciones,egresos,2015-01-01,383,673,383,673,1056
MORO MORO,internaciones,egresos,2015-01-01,1,0,1,0,1
MOROCHATA,internaciones,egresos,2015-01-01,1,2,1,2,3
OCURI,internaciones,egresos,2015-01-01,0,4,0,4,4
OKINAWA,internaciones,egresos,2015-01-01,5,17,5,17,22
OMEREQUE,internaciones,egresos,2015-01-01,8,9,8,9,17
ORURO,internaciones,egresos,2015-01-01,847,1593,847,1593,2440
PADILLA,internaciones,egresos,2015-01-01,36,69,36,69,105
PAILON,internaciones,egresos,2015-01-01,12,85,12,85,97
PALCA,internaciones,egresos,2015-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,egresos,2015-01-01,9,35,9,35,44
PAMPA AULLAGAS,internaciones,egresos,2015-01-01,0,3,0,3,3
PAMPA GRANDE,internaciones,egresos,2015-01-01,5,21,5,21,26
PAPEL PAMPA,internaciones,egresos,2015-01-01,0,5,0,5,5
PATACAMAYA,internaciones,egresos,2015-01-01,44,0,44,0,44
POCOATA,internaciones,egresos,2015-01-01,0,6,0,6,6
POCONA,internaciones,egresos,2015-01-01,2,6,2,6,8
POJO (CBBA),internaciones,egresos,2015-01-01,0,8,0,8,8
POOPO,internaciones,egresos,2015-01-01,0,3,0,3,3
POROMA,internaciones,egresos,2015-01-01,0,3,0,3,3
PORONGO,internaciones,egresos,2015-01-01,0,3,0,3,3
PORTACHUELO,internaciones,egresos,2015-01-01,59,149,59,149,208
PORVENIR,internaciones,egresos,2015-01-01,3,3,3,3,6
POSTRER VALLE,internaciones,egresos,2015-01-01,0,4,0,4,4
POTOSI,internaciones,egresos,2015-01-01,678,1268,678,1268,1946
PRESTO,internaciones,egresos,2015-01-01,1,6,1,6,7
PUCARANI,internaciones,egresos,2015-01-01,3,6,3,6,9
PUERTO ACOSTA,internaciones,egresos,2015-01-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,egresos,2015-01-01,0,3,0,3,3
PUERTO PEREZ,internaciones,egresos,2015-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,egresos,2015-01-01,14,30,14,30,44
PUERTO RICO,internaciones,egresos,2015-01-01,5,9,5,9,14
PUERTO SUAREZ,internaciones,egresos,2015-01-01,26,58,26,58,84
PUERTO VILLARROEL,internaciones,egresos,2015-01-01,81,169,81,169,250
PUNATA,internaciones,egresos,2015-01-01,102,203,102,203,305
QUILLACOLLO,internaciones,egresos,2015-01-01,44,395,44,395,439
QUIRUSILLAS,internaciones,egresos,2015-01-01,1,2,1,2,3
REYES,internaciones,egresos,2015-01-01,9,20,9,20,29
RIBERALTA,internaciones,egresos,2015-01-01,383,638,383,638,1021
ROBORE,internaciones,egresos,2015-01-01,47,77,47,77,124
RURRENABAQUE,internaciones,egresos,2015-01-01,56,110,56,110,166
SABAYA,internaciones,egresos,2015-01-01,0,1,0,1,1
SACABA,internaciones,egresos,2015-01-01,114,444,114,444,558
SACABAMBA,internaciones,egresos,2015-01-01,5,7,5,7,12
SACACA,internaciones,egresos,2015-01-01,1,13,1,13,14
SAIPINA,internaciones,egresos,2015-01-01,2,12,2,12,14
SALINAS DE GARCI MENDOZA,internaciones,egresos,2015-01-01,1,7,1,7,8
SAMAIPATA,internaciones,egresos,2015-01-01,5,12,5,12,17
SAN ANDRES,internaciones,egresos,2015-01-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2015-01-01,3,13,3,13,16
SAN BENITO,internaciones,egresos,2015-01-01,1,8,1,8,9
SAN BORJA,internaciones,egresos,2015-01-01,37,138,37,138,175
SAN BUENA VENTURA,internaciones,egresos,2015-01-01,7,26,7,26,33
SAN CARLOS,internaciones,egresos,2015-01-01,43,118,43,118,161
SAN IGNACIO,internaciones,egresos,2015-01-01,22,82,22,82,104
SAN IGNACIO DE VELASCO,internaciones,egresos,2015-01-01,111,231,111,231,342
SAN JAVIER(STC),internaciones,egresos,2015-01-01,9,49,9,49,58
SAN JOAQUIN,internaciones,egresos,2015-01-01,15,25,15,25,40
SAN JOSE DE CHIQUITOS,internaciones,egresos,2015-01-01,41,136,41,136,177
SAN JUAN DE YAPACANI,internaciones,egresos,2015-01-01,32,46,32,46,78
SAN JULIAN,internaciones,egresos,2015-01-01,46,148,46,148,194
SAN LORENZO(TJA),internaciones,egresos,2015-01-01,0,5,0,5,5
SAN LUCAS,internaciones,egresos,2015-01-01,10,41,10,41,51
SAN MATIAS,internaciones,egresos,2015-01-01,21,40,21,40,61
SAN MIGUEL DE VELASCO,internaciones,egresos,2015-01-01,5,20,5,20,25
SAN PEDRO,internaciones,egresos,2015-01-01,5,10,5,10,15
SAN RAFAEL,internaciones,egresos,2015-01-01,4,15,4,15,19
SAN RAMON BENI,internaciones,egresos,2015-01-01,13,25,13,25,38
SAN RAMON SCZ,internaciones,egresos,2015-01-01,9,26,9,26,35
SANTA ANA,internaciones,egresos,2015-01-01,30,77,30,77,107
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2015-01-01,3713,5516,3713,5516,9229
SANTA ROSA,internaciones,egresos,2015-01-01,13,17,13,17,30
SANTA ROSA DEL SARA,internaciones,egresos,2015-01-01,15,21,15,21,36
SANTIAGO DE HUARI,internaciones,egresos,2015-01-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2015-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,egresos,2015-01-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,egresos,2015-01-01,0,2,0,2,2
SAPAHAQUI,internaciones,egresos,2015-01-01,0,3,0,3,3
SENA,internaciones,egresos,2015-01-01,4,16,4,16,20
SHINAOTA,internaciones,egresos,2015-01-01,18,59,18,59,77
SICA SICA (VILLA AROMA),internaciones,egresos,2015-01-01,0,4,0,4,4
SICAYA,internaciones,egresos,2015-01-01,0,1,0,1,1
SIPE SIPE,internaciones,egresos,2015-01-01,0,39,0,39,39
SOPACHUY,internaciones,egresos,2015-01-01,8,19,8,19,27
SORACACHI,internaciones,egresos,2015-01-01,0,1,0,1,1
SORATA,internaciones,egresos,2015-01-01,5,16,5,16,21
SUCRE,internaciones,egresos,2015-01-01,1425,2196,1425,2196,3621
TACACOMA,internaciones,egresos,2015-01-01,0,3,0,3,3
TACOPAYA,internaciones,egresos,2015-01-01,2,7,2,7,9
TAPACARI,internaciones,egresos,2015-01-01,0,5,0,5,5
TARABUCO,internaciones,egresos,2015-01-01,11,43,11,43,54
TARACO,internaciones,egresos,2015-01-01,0,4,0,4,4
TARATA,internaciones,egresos,2015-01-01,0,5,0,5,5
TARIJA,internaciones,egresos,2015-01-01,792,1551,792,1551,2343
TARVITA,internaciones,egresos,2015-01-01,3,19,3,19,22
TEOPONTE,internaciones,egresos,2015-01-01,0,6,0,6,6
TIAWANACU,internaciones,egresos,2015-01-01,0,9,0,9,9
TINGUIPAYA,internaciones,egresos,2015-01-01,0,1,0,1,1
TIPUANI,internaciones,egresos,2015-01-01,12,29,12,29,41
TIQUIPAYA,internaciones,egresos,2015-01-01,17,140,17,140,157
TIRAQUE (CBBA),internaciones,egresos,2015-01-01,0,31,0,31,31
TOCO,internaciones,egresos,2015-01-01,0,2,0,2,2
TOLATA,internaciones,egresos,2015-01-01,0,5,0,5,5
TOMINA,internaciones,egresos,2015-01-01,2,18,2,18,20
TORO TORO,internaciones,egresos,2015-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,egresos,2015-01-01,6,37,6,37,43
TRIGAL,internaciones,egresos,2015-01-01,1,7,1,7,8
TRINIDAD,internaciones,egresos,2015-01-01,340,731,340,731,1071
TUPIZA,internaciones,egresos,2015-01-01,151,261,151,261,412
UMALA,internaciones,egresos,2015-01-01,0,2,0,2,2
UNCIA,internaciones,egresos,2015-01-01,2,17,2,17,19
URUBICHA,internaciones,egresos,2015-01-01,8,13,8,13,21
UYUNI,internaciones,egresos,2015-01-01,42,123,42,123,165
VACAS,internaciones,egresos,2015-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,egresos,2015-01-01,55,127,55,127,182
VIACHA,internaciones,egresos,2015-01-01,16,80,16,80,96
VILA VILA,internaciones,egresos,2015-01-01,0,1,0,1,1
VILLA CHARCAS,internaciones,egresos,2015-01-01,0,16,0,16,16
VILLA MONTES,internaciones,egresos,2015-01-01,73,208,73,208,281
VILLA RIVERO,internaciones,egresos,2015-01-01,4,11,4,11,15
VILLA SERRANO,internaciones,egresos,2015-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,egresos,2015-01-01,122,54,122,54,176
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2015-01-01,3,6,3,6,9
VILLAZON,internaciones,egresos,2015-01-01,69,146,69,146,215
VINTO,internaciones,egresos,2015-01-01,34,92,34,92,126
WARNES,internaciones,egresos,2015-01-01,46,97,46,97,143
YACUIBA,internaciones,egresos,2015-01-01,303,620,303,620,923
YAMPARAEZ,internaciones,egresos,2015-01-01,0,7,0,7,7
YANACACHI,internaciones,egresos,2015-01-01,0,1,0,1,1
YAPACANI,internaciones,egresos,2015-01-01,5,132,5,132,137
YOTALA,internaciones,egresos,2015-01-01,4,10,4,10,14
ZUDAÑEZ,internaciones,egresos,2015-01-01,3,15,3,15,18
ACACIO,internaciones,egresos,2015-02-01,0,2,0,2,2
ACHACACHI,internaciones,egresos,2015-02-01,12,49,12,49,61
ACHOCALLA,internaciones,egresos,2015-02-01,0,3,0,3,3
AIQUILE,internaciones,egresos,2015-02-01,33,50,33,50,83
ALALAY,internaciones,egresos,2015-02-01,1,0,1,0,1
ALCALA,internaciones,egresos,2015-02-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2015-02-01,0,5,0,5,5
ANZALDO,internaciones,egresos,2015-02-01,8,13,8,13,21
APOLO,internaciones,egresos,2015-02-01,2,16,2,16,18
ARAMPAMPA,internaciones,egresos,2015-02-01,0,1,0,1,1
ARANI,internaciones,egresos,2015-02-01,0,5,0,5,5
ARBIETO,internaciones,egresos,2015-02-01,0,12,0,12,12
ASCENCION DE GUARAYOS,internaciones,egresos,2015-02-01,0,98,0,98,98
ATOCHA,internaciones,egresos,2015-02-01,4,17,4,17,21
AYATA,internaciones,egresos,2015-02-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2015-02-01,6,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2015-02-01,10,27,10,27,37
AZURDUY,internaciones,egresos,2015-02-01,5,16,5,16,21
BAURES,internaciones,egresos,2015-02-01,5,14,5,14,19
BELLA FLOR,internaciones,egresos,2015-02-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2015-02-01,189,333,189,333,522
BETANZOS,internaciones,egresos,2015-02-01,2,28,2,28,30
BOLIVAR,internaciones,egresos,2015-02-01,0,2,0,2,2
BOYUIBE,internaciones,egresos,2015-02-01,9,21,9,21,30
BUENA VISTA,internaciones,egresos,2015-02-01,8,0,8,0,8
CABEZAS,internaciones,egresos,2015-02-01,5,9,5,9,14
CAIROMA,internaciones,egresos,2015-02-01,0,6,0,6,6
"CAIZA ""D""",internaciones,egresos,2015-02-01,0,2,0,2,2
CAJUATA,internaciones,egresos,2015-02-01,0,8,0,8,8
CALAMARCA,internaciones,egresos,2015-02-01,0,8,0,8,8
CAMARGO,internaciones,egresos,2015-02-01,86,0,86,0,86
CAMIRI,internaciones,egresos,2015-02-01,164,333,164,333,497
CAPINOTA,internaciones,egresos,2015-02-01,1,26,1,26,27
CAQUIAVIRI,internaciones,egresos,2015-02-01,0,1,0,1,1
CARACOLLO,internaciones,egresos,2015-02-01,5,22,5,22,27
CARANAVI,internaciones,egresos,2015-02-01,40,144,40,144,184
CARAPARI,internaciones,egresos,2015-02-01,2,6,2,6,8
CARMEN RIVERO TORREZ,internaciones,egresos,2015-02-01,5,15,5,15,20
CHALLAPATA,internaciones,egresos,2015-02-01,21,98,21,98,119
CHARAGUA,internaciones,egresos,2015-02-01,12,38,12,38,50
CHAYANTA,internaciones,egresos,2015-02-01,1,9,1,9,10
CHIMORE,internaciones,egresos,2015-02-01,1,13,1,13,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2015-02-01,37,76,37,76,113
CHUMA,internaciones,egresos,2015-02-01,0,2,0,2,2
CKOCHAS,internaciones,egresos,2015-02-01,0,4,0,4,4
CLIZA,internaciones,egresos,2015-02-01,18,59,18,59,77
COBIJA,internaciones,egresos,2015-02-01,190,312,190,312,502
COCAPATA,internaciones,egresos,2015-02-01,0,3,0,3,3
COCHABAMBA,internaciones,egresos,2015-02-01,2748,5034,2748,5034,7782
COLCAPIRHUA,internaciones,egresos,2015-02-01,24,61,24,61,85
"COLCHA ""K""",internaciones,egresos,2015-02-01,1,1,1,1,2
COLLANA,internaciones,egresos,2015-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2015-02-01,1,18,1,18,19
COLPA BELGICA,internaciones,egresos,2015-02-01,0,10,0,10,10
COLQUECHACA,internaciones,egresos,2015-02-01,0,3,0,3,3
COLQUENCHA,internaciones,egresos,2015-02-01,0,3,0,3,3
COMARAPA,internaciones,egresos,2015-02-01,9,40,9,40,49
CONCEPCION,internaciones,egresos,2015-02-01,6,47,6,47,53
COPACABANA,internaciones,egresos,2015-02-01,8,0,8,0,8
CORIPATA,internaciones,egresos,2015-02-01,0,2,0,2,2
CORO CORO,internaciones,egresos,2015-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2015-02-01,25,61,25,61,86
COTAGAITA,internaciones,egresos,2015-02-01,0,4,0,4,4
COTOCA,internaciones,egresos,2015-02-01,21,115,21,115,136
CUATRO CAÑADAS,internaciones,egresos,2015-02-01,6,25,6,25,31
CUEVO,internaciones,egresos,2015-02-01,3,3,3,3,6
CULPINA,internaciones,egresos,2015-02-01,2,29,2,29,31
CURAHUARA DE CARANGAS,internaciones,egresos,2015-02-01,0,3,0,3,3
DESAGUADERO,internaciones,egresos,2015-02-01,0,7,0,7,7
EL ALTO,internaciones,egresos,2015-02-01,637,2326,637,2326,2963
EL CHORO,internaciones,egresos,2015-02-01,0,1,0,1,1
EL PUENTE(STC),internaciones,egresos,2015-02-01,12,15,12,15,27
EL TORNO,internaciones,egresos,2015-02-01,323,346,323,346,669
EL VILLAR,internaciones,egresos,2015-02-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2015-02-01,11,20,11,20,31
ENTRE RIOS CBBA,internaciones,egresos,2015-02-01,5,42,5,42,47
ESCOMA,internaciones,egresos,2015-02-01,6,18,6,18,24
EUCALIPTUS,internaciones,egresos,2015-02-01,0,7,0,7,7
EXALTACION,internaciones,egresos,2015-02-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,egresos,2015-02-01,8,12,8,12,20
GENERAL SAAVEDRA,internaciones,egresos,2015-02-01,0,31,0,31,31
GUANAY,internaciones,egresos,2015-02-01,2,17,2,17,19
GUAQUI,internaciones,egresos,2015-02-01,0,5,0,5,5
GUAYARAMERIN,internaciones,egresos,2015-02-01,124,330,124,330,454
GUTIERREZ,internaciones,egresos,2015-02-01,7,17,7,17,24
HUACARETA,internaciones,egresos,2015-02-01,18,22,18,22,40
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2015-02-01,1,4,1,4,5
HUANUNI,internaciones,egresos,2015-02-01,74,73,74,73,147
HUARACAJE,internaciones,egresos,2015-02-01,2,20,2,20,22
HUATAJATA,internaciones,egresos,2015-02-01,0,4,0,4,4
HUAYLLAMARCA,internaciones,egresos,2015-02-01,3,7,3,7,10
ICLA,internaciones,egresos,2015-02-01,0,2,0,2,2
INCAHUASI,internaciones,egresos,2015-02-01,4,6,4,6,10
INQUISIVI,internaciones,egresos,2015-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2015-02-01,6,24,6,24,30
IXIAMAS,internaciones,egresos,2015-02-01,9,26,9,26,35
JESUS DE MACHACA,internaciones,egresos,2015-02-01,3,7,3,7,10
LA ASUNTA,internaciones,egresos,2015-02-01,0,49,0,49,49
LA GUARDIA,internaciones,egresos,2015-02-01,31,89,31,89,120
LA PAZ,internaciones,egresos,2015-02-01,3523,6711,3523,6711,10234
LAGUNILLAS,internaciones,egresos,2015-02-01,2,18,2,18,20
LAJA,internaciones,egresos,2015-02-01,0,7,0,7,7
LAS CARRERAS,internaciones,egresos,2015-02-01,0,4,0,4,4
LLALLAGUA,internaciones,egresos,2015-02-01,78,197,78,197,275
LLICA,internaciones,egresos,2015-02-01,0,5,0,5,5
MACHACAMARCA,internaciones,egresos,2015-02-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2015-02-01,4,11,4,11,15
MAGDALENA,internaciones,egresos,2015-02-01,23,48,23,48,71
MAIRANA,internaciones,egresos,2015-02-01,5,41,5,41,46
MAPIRI,internaciones,egresos,2015-02-01,0,32,0,32,32
MECAPACA,internaciones,egresos,2015-02-01,0,1,0,1,1
MINEROS,internaciones,egresos,2015-02-01,3,9,3,9,12
MIZQUE,internaciones,egresos,2015-02-01,6,37,6,37,43
MOCOMOCO,internaciones,egresos,2015-02-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2015-02-01,0,11,0,11,11
MONTEAGUDO,internaciones,egresos,2015-02-01,45,113,45,113,158
MONTERO,internaciones,egresos,2015-02-01,353,687,353,687,1040
MORO MORO,internaciones,egresos,2015-02-01,1,1,1,1,2
MOROCHATA,internaciones,egresos,2015-02-01,2,10,2,10,12
OCURI,internaciones,egresos,2015-02-01,1,5,1,5,6
OKINAWA,internaciones,egresos,2015-02-01,4,25,4,25,29
OMEREQUE,internaciones,egresos,2015-02-01,8,8,8,8,16
ORURO,internaciones,egresos,2015-02-01,903,1709,903,1709,2612
PADILLA,internaciones,egresos,2015-02-01,25,64,25,64,89
PAILON,internaciones,egresos,2015-02-01,36,23,36,23,59
PALCA,internaciones,egresos,2015-02-01,1,2,1,2,3
PALOS BLANCOS,internaciones,egresos,2015-02-01,6,42,6,42,48
PAMPA GRANDE,internaciones,egresos,2015-02-01,4,12,4,12,16
PAPEL PAMPA,internaciones,egresos,2015-02-01,0,2,0,2,2
PASORAPA,internaciones,egresos,2015-02-01,1,6,1,6,7
PATACAMAYA,internaciones,egresos,2015-02-01,0,37,0,37,37
POCOATA,internaciones,egresos,2015-02-01,1,7,1,7,8
POCONA,internaciones,egresos,2015-02-01,0,12,0,12,12
POJO (CBBA),internaciones,egresos,2015-02-01,0,7,0,7,7
POOPO,internaciones,egresos,2015-02-01,0,1,0,1,1
POROMA,internaciones,egresos,2015-02-01,1,8,1,8,9
PORONGO,internaciones,egresos,2015-02-01,0,2,0,2,2
PORTACHUELO,internaciones,egresos,2015-02-01,54,118,54,118,172
PORVENIR,internaciones,egresos,2015-02-01,0,4,0,4,4
POSTRER VALLE,internaciones,egresos,2015-02-01,0,4,0,4,4
POTOSI,internaciones,egresos,2015-02-01,602,1113,602,1113,1715
PRESTO,internaciones,egresos,2015-02-01,0,3,0,3,3
PUCARANI,internaciones,egresos,2015-02-01,0,12,0,12,12
PUERTO ACOSTA,internaciones,egresos,2015-02-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2015-02-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2015-02-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,egresos,2015-02-01,14,26,14,26,40
PUERTO RICO,internaciones,egresos,2015-02-01,20,28,20,28,48
