,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COMBAYA,internaciones,egresos,2018-01-01,0,1,0,1,1
CONCEPCION,internaciones,egresos,2018-01-01,16,45,16,45,61
COPACABANA,internaciones,egresos,2018-01-01,0,12,0,12,12
CORIPATA,internaciones,egresos,2018-01-01,1,11,1,11,12
CORO CORO,internaciones,egresos,2018-01-01,0,5,0,5,5
COROICO,internaciones,egresos,2018-01-01,16,56,16,56,72
COTAGAITA,internaciones,egresos,2018-01-01,8,10,8,10,18
COTOCA,internaciones,egresos,2018-01-01,41,73,41,73,114
CUATRO CAÑADAS,internaciones,egresos,2018-01-01,12,30,12,30,42
CUEVO,internaciones,egresos,2018-01-01,3,3,3,3,6
CULPINA,internaciones,egresos,2018-01-01,8,42,8,42,50
CURAHUARA DE CARANGAS,internaciones,egresos,2018-01-01,1,3,1,3,4
DESAGUADERO,internaciones,egresos,2018-01-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2018-01-01,1048,3000,1048,3000,4048
EL PUENTE(STC),internaciones,egresos,2018-01-01,14,24,14,24,38
EL TORNO,internaciones,egresos,2018-01-01,211,303,211,303,514
EL VILLAR,internaciones,egresos,2018-01-01,0,7,0,7,7
ENTRE RIOS TRJ,internaciones,egresos,2018-01-01,1,7,1,7,8
ENTRE RIOS CBBA,internaciones,egresos,2018-01-01,0,23,0,23,23
ESCOMA,internaciones,egresos,2018-01-01,0,3,0,3,3
EUCALIPTUS,internaciones,egresos,2018-01-01,1,0,1,0,1
EXALTACION,internaciones,egresos,2018-01-01,0,2,0,2,2
FERNANDEZ ALONSO,internaciones,egresos,2018-01-01,10,20,10,20,30
FILADELFIA,internaciones,egresos,2018-01-01,3,5,3,5,8
GENERAL SAAVEDRA,internaciones,egresos,2018-01-01,6,23,6,23,29
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2018-01-01,0,2,0,2,2
GUANAY,internaciones,egresos,2018-01-01,0,19,0,19,19
GUAYARAMERIN,internaciones,egresos,2018-01-01,133,270,133,270,403
GUTIERREZ,internaciones,egresos,2018-01-01,7,9,7,9,16
HUACARETA,internaciones,egresos,2018-01-01,5,10,5,10,15
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2018-01-01,1,2,1,2,3
HUANUNI,internaciones,egresos,2018-01-01,81,91,81,91,172
HUARACAJE,internaciones,egresos,2018-01-01,3,11,3,11,14
HUARINA,internaciones,egresos,2018-01-01,0,1,0,1,1
HUATAJATA,internaciones,egresos,2018-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2018-01-01,0,1,0,1,1
ICHOCA,internaciones,egresos,2018-01-01,0,2,0,2,2
ICLA,internaciones,egresos,2018-01-01,0,4,0,4,4
INCAHUASI,internaciones,egresos,2018-01-01,4,12,4,12,16
IRUPANA (VILLA DE LANZA),internaciones,egresos,2018-01-01,4,16,4,16,20
IXIAMAS,internaciones,egresos,2018-01-01,1,13,1,13,14
JESUS DE MACHACA,internaciones,egresos,2018-01-01,0,3,0,3,3
LA ASUNTA,internaciones,egresos,2018-01-01,3,55,3,55,58
LA GUARDIA,internaciones,egresos,2018-01-01,31,124,31,124,155
LA PAZ,internaciones,egresos,2018-01-01,2570,5065,2570,5065,7635
LAJA,internaciones,egresos,2018-01-01,0,9,0,9,9
LAS CARRERAS,internaciones,egresos,2018-01-01,0,3,0,3,3
LLALLAGUA,internaciones,egresos,2018-01-01,70,172,70,172,242
LLICA,internaciones,egresos,2018-01-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2018-01-01,4,22,4,22,26
MAGDALENA,internaciones,egresos,2018-01-01,20,54,20,54,74
MAIRANA,internaciones,egresos,2018-01-01,3,37,3,37,40
MAPIRI,internaciones,egresos,2018-01-01,5,32,5,32,37
MECAPACA,internaciones,egresos,2018-01-01,0,1,0,1,1
MINEROS,internaciones,egresos,2018-01-01,9,22,9,22,31
MIZQUE,internaciones,egresos,2018-01-01,11,47,11,47,58
MOCOMOCO,internaciones,egresos,2018-01-01,2,2,2,2,4
MOJOCOYA,internaciones,egresos,2018-01-01,0,6,0,6,6
MONTEAGUDO,internaciones,egresos,2018-01-01,60,134,60,134,194
MONTERO,internaciones,egresos,2018-01-01,343,717,343,717,1060
MORO MORO,internaciones,egresos,2018-01-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2018-01-01,0,5,0,5,5
OCURI,internaciones,egresos,2018-01-01,0,9,0,9,9
OKINAWA,internaciones,egresos,2018-01-01,0,3,0,3,3
OMEREQUE,internaciones,egresos,2018-01-01,2,14,2,14,16
ORURO,internaciones,egresos,2018-01-01,1017,2063,1017,2063,3080
PADILLA,internaciones,egresos,2018-01-01,20,72,20,72,92
PAILON,internaciones,egresos,2018-01-01,17,91,17,91,108
PALOS BLANCOS,internaciones,egresos,2018-01-01,23,38,23,38,61
PAMPA AULLAGAS,internaciones,egresos,2018-01-01,0,1,0,1,1
PAMPA GRANDE,internaciones,egresos,2018-01-01,0,7,0,7,7
PAPEL PAMPA,internaciones,egresos,2018-01-01,0,2,0,2,2
PASORAPA,internaciones,egresos,2018-01-01,1,3,1,3,4
PATACAMAYA,internaciones,egresos,2018-01-01,3,39,3,39,42
POCOATA,internaciones,egresos,2018-01-01,0,4,0,4,4
POCONA,internaciones,egresos,2018-01-01,1,6,1,6,7
POJO (CBBA),internaciones,egresos,2018-01-01,0,14,0,14,14
PORCO,internaciones,egresos,2018-01-01,0,5,0,5,5
POROMA,internaciones,egresos,2018-01-01,1,10,1,10,11
PORONGO,internaciones,egresos,2018-01-01,6,17,6,17,23
PORTACHUELO,internaciones,egresos,2018-01-01,50,102,50,102,152
PORVENIR,internaciones,egresos,2018-01-01,0,2,0,2,2
POSTRER VALLE,internaciones,egresos,2018-01-01,3,6,3,6,9
POTOSI,internaciones,egresos,2018-01-01,503,1248,503,1248,1751
PRESTO,internaciones,egresos,2018-01-01,4,6,4,6,10
PUCARANI,internaciones,egresos,2018-01-01,0,10,0,10,10
PUERTO ACOSTA,internaciones,egresos,2018-01-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,egresos,2018-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2018-01-01,0,3,0,3,3
PUERTO PEREZ,internaciones,egresos,2018-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,egresos,2018-01-01,31,15,31,15,46
PUERTO RICO,internaciones,egresos,2018-01-01,2,20,2,20,22
PUERTO SILES,internaciones,egresos,2018-01-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,egresos,2018-01-01,43,110,43,110,153
PUERTO VILLARROEL,internaciones,egresos,2018-01-01,109,215,109,215,324
PUNA,internaciones,egresos,2018-01-01,0,6,0,6,6
PUNATA,internaciones,egresos,2018-01-01,78,198,78,198,276
QUIABAYA,internaciones,egresos,2018-01-01,0,5,0,5,5
QUILLACOLLO,internaciones,egresos,2018-01-01,32,323,32,323,355
QUIME,internaciones,egresos,2018-01-01,0,2,0,2,2
QUIRUSILLAS,internaciones,egresos,2018-01-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,egresos,2018-01-01,0,4,0,4,4
RAVELO,internaciones,egresos,2018-01-01,0,8,0,8,8
REYES,internaciones,egresos,2018-01-01,1,26,1,26,27
RIBERALTA,internaciones,egresos,2018-01-01,184,629,184,629,813
ROBORE,internaciones,egresos,2018-01-01,25,82,25,82,107
RURRENABAQUE,internaciones,egresos,2018-01-01,50,89,50,89,139
SACABA,internaciones,egresos,2018-01-01,156,455,156,455,611
SACABAMBA,internaciones,egresos,2018-01-01,5,13,5,13,18
SACACA,internaciones,egresos,2018-01-01,1,7,1,7,8
SAIPINA,internaciones,egresos,2018-01-01,1,8,1,8,9
SALINAS DE GARCI MENDOZA,internaciones,egresos,2018-01-01,0,10,0,10,10
SAMAIPATA,internaciones,egresos,2018-01-01,2,11,2,11,13
SAN ANDRES,internaciones,egresos,2018-01-01,0,10,0,10,10
SAN ANTONIO DE LOMERIO,internaciones,egresos,2018-01-01,2,12,2,12,14
SAN BENITO,internaciones,egresos,2018-01-01,0,4,0,4,4
SAN BORJA,internaciones,egresos,2018-01-01,45,95,45,95,140
SAN BUENA VENTURA,internaciones,egresos,2018-01-01,12,45,12,45,57
SAN CARLOS,internaciones,egresos,2018-01-01,0,6,0,6,6
SAN IGNACIO,internaciones,egresos,2018-01-01,19,62,19,62,81
SAN IGNACIO DE VELASCO,internaciones,egresos,2018-01-01,117,297,117,297,414
SAN JAVIER(STC),internaciones,egresos,2018-01-01,10,21,10,21,31
SAN JOAQUIN,internaciones,egresos,2018-01-01,9,28,9,28,37
SAN JOSE DE CHIQUITOS,internaciones,egresos,2018-01-01,79,160,79,160,239
SAN JULIAN,internaciones,egresos,2018-01-01,62,101,62,101,163
SAN LORENZO(TJA),internaciones,egresos,2018-01-01,0,7,0,7,7
SAN LUCAS,internaciones,egresos,2018-01-01,8,42,8,42,50
SAN MATIAS,internaciones,egresos,2018-01-01,17,56,17,56,73
SAN MIGUEL DE VELASCO,internaciones,egresos,2018-01-01,5,21,5,21,26
SAN PEDRO,internaciones,egresos,2018-01-01,10,15,10,15,25
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2018-01-01,1,13,1,13,14
SAN PEDRO DE TIQUINA,internaciones,egresos,2018-01-01,0,3,0,3,3
SAN RAFAEL,internaciones,egresos,2018-01-01,5,21,5,21,26
SAN RAMON BENI,internaciones,egresos,2018-01-01,5,36,5,36,41
SAN RAMON SCZ,internaciones,egresos,2018-01-01,7,38,7,38,45
SANTA ANA,internaciones,egresos,2018-01-01,25,88,25,88,113
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2018-01-01,3707,7380,3707,7380,11087
SANTA ROSA,internaciones,egresos,2018-01-01,8,32,8,32,40
SANTA ROSA DEL SARA,internaciones,egresos,2018-01-01,12,37,12,37,49
SANTIAGO DE HUATA,internaciones,egresos,2018-01-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2018-01-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,internaciones,egresos,2018-01-01,0,4,0,4,4
SAPAHAQUI,internaciones,egresos,2018-01-01,0,3,0,3,3
SENA,internaciones,egresos,2018-01-01,4,11,4,11,15
SHINAOTA,internaciones,egresos,2018-01-01,9,58,9,58,67
SICA SICA (VILLA AROMA),internaciones,egresos,2018-01-01,0,10,0,10,10
SICAYA,internaciones,egresos,2018-01-01,0,1,0,1,1
SIPE SIPE,internaciones,egresos,2018-01-01,0,31,0,31,31
SOPACHUY,internaciones,egresos,2018-01-01,14,28,14,28,42
SORATA,internaciones,egresos,2018-01-01,3,11,3,11,14
SUCRE,internaciones,egresos,2018-01-01,1182,1992,1182,1992,3174
TACACOMA,internaciones,egresos,2018-01-01,0,3,0,3,3
TACOPAYA,internaciones,egresos,2018-01-01,1,4,1,4,5
TAPACARI,internaciones,egresos,2018-01-01,0,3,0,3,3
TARABUCO,internaciones,egresos,2018-01-01,31,54,31,54,85
TARACO,internaciones,egresos,2018-01-01,0,5,0,5,5
TARIJA,internaciones,egresos,2018-01-01,860,1172,860,1172,2032
TARVITA,internaciones,egresos,2018-01-01,2,23,2,23,25
TEOPONTE,internaciones,egresos,2018-01-01,0,8,0,8,8
TIAWANACU,internaciones,egresos,2018-01-01,0,4,0,4,4
TIPUANI,internaciones,egresos,2018-01-01,0,1,0,1,1
TIQUIPAYA,internaciones,egresos,2018-01-01,25,161,25,161,186
TIRAQUE (CBBA),internaciones,egresos,2018-01-01,0,18,0,18,18
TOCO,internaciones,egresos,2018-01-01,0,5,0,5,5
TOLATA,internaciones,egresos,2018-01-01,0,5,0,5,5
TOMINA,internaciones,egresos,2018-01-01,1,10,1,10,11
TORO TORO,internaciones,egresos,2018-01-01,0,5,0,5,5
TOTORA(CBBA),internaciones,egresos,2018-01-01,16,51,16,51,67
TRIGAL,internaciones,egresos,2018-01-01,1,2,1,2,3
TRINIDAD,internaciones,egresos,2018-01-01,385,886,385,886,1271
TUPIZA,internaciones,egresos,2018-01-01,140,310,140,310,450
TURCO,internaciones,egresos,2018-01-01,0,1,0,1,1
UMALA,internaciones,egresos,2018-01-01,0,1,0,1,1
UNCIA,internaciones,egresos,2018-01-01,0,14,0,14,14
URUBICHA,internaciones,egresos,2018-01-01,7,15,7,15,22
UYUNI,internaciones,egresos,2018-01-01,39,128,39,128,167
VACAS,internaciones,egresos,2018-01-01,0,7,0,7,7
VALLEGRANDE,internaciones,egresos,2018-01-01,75,94,75,94,169
VIACHA,internaciones,egresos,2018-01-01,29,135,29,135,164
VILA VILA,internaciones,egresos,2018-01-01,1,1,1,1,2
VILLA CHARCAS,internaciones,egresos,2018-01-01,1,8,1,8,9
VILLA MONTES,internaciones,egresos,2018-01-01,68,181,68,181,249
VILLA RIVERO,internaciones,egresos,2018-01-01,0,13,0,13,13
VILLA SERRANO,internaciones,egresos,2018-01-01,0,6,0,6,6
VILLA TUNARI,internaciones,egresos,2018-01-01,91,196,91,196,287
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2018-01-01,19,41,19,41,60
VILLAZON,internaciones,egresos,2018-01-01,62,119,62,119,181
VINTO,internaciones,egresos,2018-01-01,48,88,48,88,136
VITICHI,internaciones,egresos,2018-01-01,1,1,1,1,2
WARNES,internaciones,egresos,2018-01-01,18,12,18,12,30
YACO,internaciones,egresos,2018-01-01,0,6,0,6,6
YACUIBA,internaciones,egresos,2018-01-01,253,449,253,449,702
YAMPARAEZ,internaciones,egresos,2018-01-01,0,8,0,8,8
YANACACHI,internaciones,egresos,2018-01-01,0,1,0,1,1
YAPACANI,internaciones,egresos,2018-01-01,226,199,226,199,425
YOTALA,internaciones,egresos,2018-01-01,2,10,2,10,12
ZUDAÑEZ,internaciones,egresos,2018-01-01,1,16,1,16,17
ACACIO,internaciones,egresos,2018-02-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2018-02-01,3,24,3,24,27
AIQUILE,internaciones,egresos,2018-02-01,25,45,25,45,70
ALCALA,internaciones,egresos,2018-02-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2018-02-01,0,2,0,2,2
ANZALDO,internaciones,egresos,2018-02-01,12,7,12,7,19
APOLO,internaciones,egresos,2018-02-01,5,25,5,25,30
ARANI,internaciones,egresos,2018-02-01,0,4,0,4,4
ARQUE,internaciones,egresos,2018-02-01,1,2,1,2,3
ASCENCION DE GUARAYOS,internaciones,egresos,2018-02-01,44,50,44,50,94
ATOCHA,internaciones,egresos,2018-02-01,48,50,48,50,98
AYATA,internaciones,egresos,2018-02-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2018-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2018-02-01,1,28,1,28,29
AZURDUY,internaciones,egresos,2018-02-01,11,14,11,14,25
BATALLAS,internaciones,egresos,2018-02-01,1,7,1,7,8
BAURES,internaciones,egresos,2018-02-01,6,12,6,12,18
BELEN DE ANDAMARCA,internaciones,egresos,2018-02-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2018-02-01,73,125,73,125,198
BETANZOS,internaciones,egresos,2018-02-01,0,20,0,20,20
BOLIVAR,internaciones,egresos,2018-02-01,0,2,0,2,2
BOYUIBE,internaciones,egresos,2018-02-01,8,10,8,10,18
BUENA VISTA,internaciones,egresos,2018-02-01,11,9,11,9,20
CABEZAS,internaciones,egresos,2018-02-01,9,18,9,18,27
CAIROMA,internaciones,egresos,2018-02-01,0,5,0,5,5
"CAIZA ""D""",internaciones,egresos,2018-02-01,0,1,0,1,1
CAJUATA,internaciones,egresos,2018-02-01,0,7,0,7,7
CALACOTO,internaciones,egresos,2018-02-01,0,1,0,1,1
CALAMARCA,internaciones,egresos,2018-02-01,0,5,0,5,5
CAMARGO,internaciones,egresos,2018-02-01,52,77,52,77,129
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2018-02-01,1,2,1,2,3
CAMIRI,internaciones,egresos,2018-02-01,149,298,149,298,447
CAPINOTA,internaciones,egresos,2018-02-01,11,29,11,29,40
CARACOLLO,internaciones,egresos,2018-02-01,0,10,0,10,10
CARANAVI,internaciones,egresos,2018-02-01,42,141,42,141,183
CARAPARI,internaciones,egresos,2018-02-01,1,8,1,8,9
CARMEN RIVERO TORREZ,internaciones,egresos,2018-02-01,8,11,8,11,19
CHALLAPATA,internaciones,egresos,2018-02-01,15,58,15,58,73
CHARAGUA,internaciones,egresos,2018-02-01,30,108,30,108,138
CHAYANTA,internaciones,egresos,2018-02-01,3,8,3,8,11
CHIMORE,internaciones,egresos,2018-02-01,7,18,7,18,25
CHIPAYA,internaciones,egresos,2018-02-01,0,1,0,1,1
CHUA COCANI,internaciones,egresos,2018-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2018-02-01,20,66,20,66,86
CHUMA,internaciones,egresos,2018-02-01,2,2,2,2,4
CKOCHAS,internaciones,egresos,2018-02-01,0,2,0,2,2
CLIZA,internaciones,egresos,2018-02-01,20,88,20,88,108
COBIJA,internaciones,egresos,2018-02-01,172,409,172,409,581
COCAPATA,internaciones,egresos,2018-02-01,1,8,1,8,9
COCHABAMBA,internaciones,egresos,2018-02-01,2719,4911,2719,4911,7630
COLCAPIRHUA,internaciones,egresos,2018-02-01,18,102,18,102,120
"COLCHA ""K""",internaciones,egresos,2018-02-01,3,2,3,2,5
COLOMI,internaciones,egresos,2018-02-01,0,21,0,21,21
COLPA BELGICA,internaciones,egresos,2018-02-01,15,18,15,18,33
COLQUECHACA,internaciones,egresos,2018-02-01,0,17,0,17,17
COLQUENCHA,internaciones,egresos,2018-02-01,0,6,0,6,6
COLQUIRI,internaciones,egresos,2018-02-01,0,4,0,4,4
COMARAPA,internaciones,egresos,2018-02-01,3,37,3,37,40
CONCEPCION,internaciones,egresos,2018-02-01,13,53,13,53,66
COPACABANA,internaciones,egresos,2018-02-01,0,9,0,9,9
CORIPATA,internaciones,egresos,2018-02-01,0,12,0,12,12
CORO CORO,internaciones,egresos,2018-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2018-02-01,23,56,23,56,79
COTAGAITA,internaciones,egresos,2018-02-01,0,18,0,18,18
COTOCA,internaciones,egresos,2018-02-01,35,132,35,132,167
CUATRO CAÑADAS,internaciones,egresos,2018-02-01,9,29,9,29,38
CUEVO,internaciones,egresos,2018-02-01,1,5,1,5,6
CULPINA,internaciones,egresos,2018-02-01,8,43,8,43,51
CURAHUARA DE CARANGAS,internaciones,egresos,2018-02-01,0,4,0,4,4
DESAGUADERO,internaciones,egresos,2018-02-01,0,6,0,6,6
EL ALTO,internaciones,egresos,2018-02-01,1105,2797,1105,2797,3902
EL PUENTE(STC),internaciones,egresos,2018-02-01,4,20,4,20,24
EL TORNO,internaciones,egresos,2018-02-01,181,292,181,292,473
EL VILLAR,internaciones,egresos,2018-02-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,egresos,2018-02-01,3,15,3,15,18
ENTRE RIOS CBBA,internaciones,egresos,2018-02-01,1,33,1,33,34
ESCOMA,internaciones,egresos,2018-02-01,0,2,0,2,2
EUCALIPTUS,internaciones,egresos,2018-02-01,0,1,0,1,1
EXALTACION,internaciones,egresos,2018-02-01,4,3,4,3,7
FERNANDEZ ALONSO,internaciones,egresos,2018-02-01,6,40,6,40,46
FILADELFIA,internaciones,egresos,2018-02-01,2,1,2,1,3
GENERAL SAAVEDRA,internaciones,egresos,2018-02-01,4,13,4,13,17
GUANAY,internaciones,egresos,2018-02-01,0,18,0,18,18
GUAQUI,internaciones,egresos,2018-02-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2018-02-01,142,268,142,268,410
GUTIERREZ,internaciones,egresos,2018-02-01,6,14,6,14,20
HUACARETA,internaciones,egresos,2018-02-01,6,21,6,21,27
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2018-02-01,1,2,1,2,3
HUACHACALLA,internaciones,egresos,2018-02-01,0,2,0,2,2
HUANUNI,internaciones,egresos,2018-02-01,49,102,49,102,151
HUARACAJE,internaciones,egresos,2018-02-01,1,2,1,2,3
HUARINA,internaciones,egresos,2018-02-01,0,3,0,3,3
HUATAJATA,internaciones,egresos,2018-02-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,egresos,2018-02-01,0,1,0,1,1
ICLA,internaciones,egresos,2018-02-01,0,5,0,5,5
INCAHUASI,internaciones,egresos,2018-02-01,2,7,2,7,9
INQUISIVI,internaciones,egresos,2018-02-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),internaciones,egresos,2018-02-01,5,14,5,14,19
IXIAMAS,internaciones,egresos,2018-02-01,3,15,3,15,18
JESUS DE MACHACA,internaciones,egresos,2018-02-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2018-02-01,3,43,3,43,46
LA GUARDIA,internaciones,egresos,2018-02-01,43,105,43,105,148
LA PAZ,internaciones,egresos,2018-02-01,2252,4666,2252,4666,6918
LAGUNILLAS,internaciones,egresos,2018-02-01,0,8,0,8,8
LAJA,internaciones,egresos,2018-02-01,0,8,0,8,8
LAS CARRERAS,internaciones,egresos,2018-02-01,0,1,0,1,1
LLALLAGUA,internaciones,egresos,2018-02-01,76,201,76,201,277
LURIBAY,internaciones,egresos,2018-02-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2018-02-01,1,7,1,7,8
MAGDALENA,internaciones,egresos,2018-02-01,18,40,18,40,58
MAIRANA,internaciones,egresos,2018-02-01,6,31,6,31,37
MAPIRI,internaciones,egresos,2018-02-01,7,36,7,36,43
MECAPACA,internaciones,egresos,2018-02-01,0,1,0,1,1
MINEROS,internaciones,egresos,2018-02-01,7,22,7,22,29
MIZQUE,internaciones,egresos,2018-02-01,19,47,19,47,66
MOJOCOYA,internaciones,egresos,2018-02-01,0,3,0,3,3
MONTEAGUDO,internaciones,egresos,2018-02-01,60,126,60,126,186
MONTERO,internaciones,egresos,2018-02-01,346,779,346,779,1125
MOROCHATA,internaciones,egresos,2018-02-01,1,2,1,2,3
OCURI,internaciones,egresos,2018-02-01,1,9,1,9,10
OKINAWA,internaciones,egresos,2018-02-01,2,6,2,6,8
OMEREQUE,internaciones,egresos,2018-02-01,4,9,4,9,13
ORURO,internaciones,egresos,2018-02-01,945,1752,945,1752,2697
PADILLA,internaciones,egresos,2018-02-01,23,51,23,51,74
PAILON,internaciones,egresos,2018-02-01,27,78,27,78,105
PALOS BLANCOS,internaciones,egresos,2018-02-01,9,45,9,45,54
PAMPA AULLAGAS,internaciones,egresos,2018-02-01,0,1,0,1,1
PAMPA GRANDE,internaciones,egresos,2018-02-01,1,11,1,11,12
PAPEL PAMPA,internaciones,egresos,2018-02-01,0,1,0,1,1
PASORAPA,internaciones,egresos,2018-02-01,2,3,2,3,5
PATACAMAYA,internaciones,egresos,2018-02-01,7,30,7,30,37
PELECHUCO,internaciones,egresos,2018-02-01,0,2,0,2,2
POCOATA,internaciones,egresos,2018-02-01,0,5,0,5,5
POCONA,internaciones,egresos,2018-02-01,1,6,1,6,7
POJO (CBBA),internaciones,egresos,2018-02-01,1,4,1,4,5
POROMA,internaciones,egresos,2018-02-01,0,2,0,2,2
PORONGO,internaciones,egresos,2018-02-01,8,9,8,9,17
PORTACHUELO,internaciones,egresos,2018-02-01,46,101,46,101,147
PORVENIR,internaciones,egresos,2018-02-01,0,3,0,3,3
POSTRER VALLE,internaciones,egresos,2018-02-01,3,2,3,2,5
