,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
AIQUILE,internaciones,contrareferidos,2018-10-01,2,9,2,9,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-10-01,1,7,1,7,8
BERMEJO,internaciones,contrareferidos,2018-10-01,13,11,13,11,24
CAMARGO,internaciones,contrareferidos,2018-10-01,10,24,10,24,34
CAMIRI,internaciones,contrareferidos,2018-10-01,0,17,0,17,17
CARANAVI,internaciones,contrareferidos,2018-10-01,7,29,7,29,36
COBIJA,internaciones,contrareferidos,2018-10-01,31,192,31,192,223
COCHABAMBA,internaciones,contrareferidos,2018-10-01,51,374,51,374,425
COLCAPIRHUA,internaciones,contrareferidos,2018-10-01,2,1,2,1,3
COLQUECHACA,internaciones,contrareferidos,2018-10-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2018-10-01,0,4,0,4,4
EL ALTO,internaciones,contrareferidos,2018-10-01,39,141,39,141,180
EL TORNO,internaciones,contrareferidos,2018-10-01,0,45,0,45,45
GUAYARAMERIN,internaciones,contrareferidos,2018-10-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2018-10-01,18,66,18,66,84
MAIRANA,internaciones,contrareferidos,2018-10-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2018-10-01,12,23,12,23,35
MONTERO,internaciones,contrareferidos,2018-10-01,73,370,73,370,443
ORURO,internaciones,contrareferidos,2018-10-01,18,12,18,12,30
PADILLA,internaciones,contrareferidos,2018-10-01,5,22,5,22,27
POTOSI,internaciones,contrareferidos,2018-10-01,9,30,9,30,39
PUERTO SUAREZ,internaciones,contrareferidos,2018-10-01,2,5,2,5,7
PUERTO VILLARROEL,internaciones,contrareferidos,2018-10-01,3,5,3,5,8
PUNATA,internaciones,contrareferidos,2018-10-01,24,67,24,67,91
RIBERALTA,internaciones,contrareferidos,2018-10-01,60,282,60,282,342
SAN IGNACIO,internaciones,contrareferidos,2018-10-01,0,7,0,7,7
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-10-01,6,21,6,21,27
SAN LUCAS,internaciones,contrareferidos,2018-10-01,2,7,2,7,9
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-10-01,214,896,214,896,1110
SUCRE,internaciones,contrareferidos,2018-10-01,136,645,136,645,781
TARABUCO,internaciones,contrareferidos,2018-10-01,22,26,22,26,48
TARIJA,internaciones,contrareferidos,2018-10-01,41,231,41,231,272
TRIGAL,internaciones,contrareferidos,2018-10-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2018-10-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2018-10-01,6,63,6,63,69
UYUNI,internaciones,contrareferidos,2018-10-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2018-10-01,3,1,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-10-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2018-10-01,6,10,6,10,16
YACUIBA,internaciones,contrareferidos,2018-10-01,11,27,11,27,38
ACHACACHI,internaciones,contrareferidos,2018-11-01,1,5,1,5,6
AIQUILE,internaciones,contrareferidos,2018-11-01,1,4,1,4,5
ANZALDO,internaciones,contrareferidos,2018-11-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-11-01,1,8,1,8,9
BERMEJO,internaciones,contrareferidos,2018-11-01,5,6,5,6,11
CAMARGO,internaciones,contrareferidos,2018-11-01,6,10,6,10,16
CAMIRI,internaciones,contrareferidos,2018-11-01,0,13,0,13,13
CARANAVI,internaciones,contrareferidos,2018-11-01,14,29,14,29,43
CHARAGUA,internaciones,contrareferidos,2018-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2018-11-01,1,3,1,3,4
COBIJA,internaciones,contrareferidos,2018-11-01,40,178,40,178,218
COCHABAMBA,internaciones,contrareferidos,2018-11-01,40,393,40,393,433
COROICO,internaciones,contrareferidos,2018-11-01,2,6,2,6,8
CUATRO CAÑADAS,internaciones,contrareferidos,2018-11-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2018-11-01,28,174,28,174,202
LA PAZ,internaciones,contrareferidos,2018-11-01,16,76,16,76,92
MAIRANA,internaciones,contrareferidos,2018-11-01,0,1,0,1,1
MINEROS,internaciones,contrareferidos,2018-11-01,1,0,1,0,1
MIZQUE,internaciones,contrareferidos,2018-11-01,0,3,0,3,3
MONTEAGUDO,internaciones,contrareferidos,2018-11-01,24,18,24,18,42
MONTERO,internaciones,contrareferidos,2018-11-01,12,20,12,20,32
ORURO,internaciones,contrareferidos,2018-11-01,27,22,27,22,49
PADILLA,internaciones,contrareferidos,2018-11-01,6,21,6,21,27
POTOSI,internaciones,contrareferidos,2018-11-01,16,40,16,40,56
PUERTO SUAREZ,internaciones,contrareferidos,2018-11-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,contrareferidos,2018-11-01,1,5,1,5,6
PUNATA,internaciones,contrareferidos,2018-11-01,20,75,20,75,95
QUILLACOLLO,internaciones,contrareferidos,2018-11-01,2,2,2,2,4
RIBERALTA,internaciones,contrareferidos,2018-11-01,33,238,33,238,271
RURRENABAQUE,internaciones,contrareferidos,2018-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-11-01,12,28,12,28,40
SAN LUCAS,internaciones,contrareferidos,2018-11-01,0,11,0,11,11
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-11-01,210,796,210,796,1006
SUCRE,internaciones,contrareferidos,2018-11-01,110,534,110,534,644
TARABUCO,internaciones,contrareferidos,2018-11-01,23,23,23,23,46
TARIJA,internaciones,contrareferidos,2018-11-01,9,15,9,15,24
TARVITA,internaciones,contrareferidos,2018-11-01,1,0,1,0,1
TOMINA,internaciones,contrareferidos,2018-11-01,0,2,0,2,2
TRINIDAD,internaciones,contrareferidos,2018-11-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2018-11-01,7,39,7,39,46
VALLEGRANDE,internaciones,contrareferidos,2018-11-01,0,1,0,1,1
VIACHA,internaciones,contrareferidos,2018-11-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2018-11-01,1,2,1,2,3
VILLAZON,internaciones,contrareferidos,2018-11-01,7,17,7,17,24
YACUIBA,internaciones,contrareferidos,2018-11-01,14,18,14,18,32
ACHACACHI,internaciones,contrareferidos,2018-12-01,1,5,1,5,6
AIQUILE,internaciones,contrareferidos,2018-12-01,4,5,4,5,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2018-12-01,1,7,1,7,8
BERMEJO,internaciones,contrareferidos,2018-12-01,6,1,6,1,7
BOYUIBE,internaciones,contrareferidos,2018-12-01,0,1,0,1,1
"CAIZA ""D""",internaciones,contrareferidos,2018-12-01,0,3,0,3,3
CAMARGO,internaciones,contrareferidos,2018-12-01,5,13,5,13,18
CAMIRI,internaciones,contrareferidos,2018-12-01,0,11,0,11,11
CARANAVI,internaciones,contrareferidos,2018-12-01,6,49,6,49,55
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2018-12-01,1,3,1,3,4
COBIJA,internaciones,contrareferidos,2018-12-01,38,202,38,202,240
COCHABAMBA,internaciones,contrareferidos,2018-12-01,37,433,37,433,470
COROICO,internaciones,contrareferidos,2018-12-01,4,4,4,4,8
EL ALTO,internaciones,contrareferidos,2018-12-01,24,133,24,133,157
HUACARETA,internaciones,contrareferidos,2018-12-01,1,1,1,1,2
LA PAZ,internaciones,contrareferidos,2018-12-01,16,67,16,67,83
MAIRANA,internaciones,contrareferidos,2018-12-01,0,4,0,4,4
MINEROS,internaciones,contrareferidos,2018-12-01,1,2,1,2,3
MONTEAGUDO,internaciones,contrareferidos,2018-12-01,13,19,13,19,32
MONTERO,internaciones,contrareferidos,2018-12-01,82,323,82,323,405
ORURO,internaciones,contrareferidos,2018-12-01,25,27,25,27,52
PADILLA,internaciones,contrareferidos,2018-12-01,10,15,10,15,25
PATACAMAYA,internaciones,contrareferidos,2018-12-01,3,10,3,10,13
POTOSI,internaciones,contrareferidos,2018-12-01,3,41,3,41,44
PUERTO RICO,internaciones,contrareferidos,2018-12-01,0,3,0,3,3
PUERTO SUAREZ,internaciones,contrareferidos,2018-12-01,1,4,1,4,5
PUERTO VILLARROEL,internaciones,contrareferidos,2018-12-01,3,1,3,1,4
PUNATA,internaciones,contrareferidos,2018-12-01,26,64,26,64,90
QUILLACOLLO,internaciones,contrareferidos,2018-12-01,1,4,1,4,5
RIBERALTA,internaciones,contrareferidos,2018-12-01,27,364,27,364,391
ROBORE,internaciones,contrareferidos,2018-12-01,0,3,0,3,3
RURRENABAQUE,internaciones,contrareferidos,2018-12-01,0,1,0,1,1
SAN IGNACIO,internaciones,contrareferidos,2018-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2018-12-01,9,20,9,20,29
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2018-12-01,0,3,0,3,3
SAN LUCAS,internaciones,contrareferidos,2018-12-01,0,7,0,7,7
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2018-12-01,216,1446,216,1446,1662
SUCRE,internaciones,contrareferidos,2018-12-01,108,333,108,333,441
TARABUCO,internaciones,contrareferidos,2018-12-01,18,36,18,36,54
TARIJA,internaciones,contrareferidos,2018-12-01,2,20,2,20,22
TRINIDAD,internaciones,contrareferidos,2018-12-01,2,6,2,6,8
TUPIZA,internaciones,contrareferidos,2018-12-01,10,48,10,48,58
VALLEGRANDE,internaciones,contrareferidos,2018-12-01,2,1,2,1,3
VILLA SERRANO,internaciones,contrareferidos,2018-12-01,2,2,2,2,4
VILLAZON,internaciones,contrareferidos,2018-12-01,5,6,5,6,11
YACUIBA,internaciones,contrareferidos,2018-12-01,8,8,8,8,16
