municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,27,27
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,12,12
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,12,12
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,19,19
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,17,17
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,54,54
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,228,228
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,855,855
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,22,22
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,77,77
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,9,9
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,10,10
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,15,15
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,13,13
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,6,6
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,6,6
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,26,26
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,40,40
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,19,19
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,11,11
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,258,258
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,27,27
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,33,33
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,10,10
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,403,403
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,34,34
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,24,24
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,80,80
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,57,57
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,47,47
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,24,24
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,17,17
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,24,24
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,27,27
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,23,23
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,400,400
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,15,15
PUCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,30,30
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,11,11
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,25,25
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,14,14
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,20,20
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,22,22
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,107,107
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,236,236
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,15,15
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,17,17
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,23,23
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,192,192
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,13,13
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,1,1
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,332,332
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,12,12
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,23,23
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,23,23
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,13,13
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,26,26
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,27,27
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,15,15
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,122,122
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,26,26
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,37,37
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,22,22
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,97,97
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,23,23
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,32,32
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,36,36
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,44,44
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,18,18
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,24,24
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,63,63
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,865,865
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,28,28
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,9,9
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,16,16
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,10,10
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,67,67
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,26,26
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,83,83
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,7,7
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,8,8
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,30,30
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,632,632
TACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,9,9
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,3,3
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,12,12
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,2,2
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,34,34
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,24,24
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,6,6
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,20,20
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2018-01-01,294,294
