municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,18,18
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,30,30
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,57,57
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,21,21
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,41,41
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,28,28
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,47,47
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,22,22
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,38,38
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,21,21
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,44,44
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,192,192
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,55,55
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2560,2560
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,128,128
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,105,105
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
ESMERALDA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,25,25
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,44,44
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,27,27
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,55,55
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,9,9
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,9,9
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,18,18
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,30,30
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,9,9
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,105,105
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,160,160
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1802,1802
LA RIVERA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,15,15
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,98,98
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,32,32
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,19,19
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,34,34
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,20,20
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,55,55
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,279,279
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,25,25
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,51,51
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,617,617
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,22,22
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,16,16
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,38,38
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,42,42
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,63,63
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,15,15
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,58,58
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,14,14
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,22,22
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,23,23
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,34,34
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,15,15
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,19,19
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,460,460
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,53,53
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,28,28
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,124,124
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,21,21
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,109,109
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,343,343
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,10,10
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,28,28
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,260,260
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,22,22
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,349,349
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,35,35
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,14,14
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,18,18
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,107,107
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,189,189
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,56,56
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,153,153
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,23,23
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,51,51
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,19,19
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,76,76
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,40,40
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,68,68
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,35,35
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,24,24
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,21,21
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,24,24
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2549,2549
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,35,35
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,9,9
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,14,14
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,58,58
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,71,71
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,4,4
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,16,16
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,30,30
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,666,666
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,3,3
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,5,5
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,37,37
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,12,12
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,17,17
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,357,357
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,24,24
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,20,20
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,14,14
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,25,25
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,18,18
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,133,133
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,42,42
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
TODOS SANTOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,1,1
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,7,7
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,8,8
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,11,11
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,15,15
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,20,20
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2018-01-01,32,32
