municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,45,45
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,64,64
COLQUENCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
COMARAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,8,8
COMBAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
COPACABANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,21,21
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,21,21
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,755,755
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,39,39
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,19,19
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,23,23
ESCOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,15,15
GUAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,43,43
GUTIERREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,39,39
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,24,24
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,30,30
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,279,279
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,567,567
LAGUNILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,17,17
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,15,15
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,74,74
LORETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
MAIRANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
MALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,17,17
MECAPACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
MOJOCOYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,35,35
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,76,76
MORO MORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
OKINAWA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
OMEREQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,434,434
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,37,37
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,38,38
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,105,105
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,25,25
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,29,29
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,13,13
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,24,24
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,264,264
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,36,36
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,14,14
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,31,31
QUIABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,201,201
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,8,8
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,9,9
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,85,85
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,18,18
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,90,90
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,15,15
SAIPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,21,21
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
SAN AGUSTIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,35,35
SAN BUENA VENTURA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,65,65
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,13,13
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,301,301
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,22,22
SAN JAVIER(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,27,27
SAN JOAQUIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,28,28
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,78,78
SAN LORENZO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,39,39
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,43,43
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
SAN RAFAEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,958,958
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,14,14
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,50,50
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,13,13
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,204,204
TACACOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
TAHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,26,26
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,24,24
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,2,2
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,8,8
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,179,179
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
TIAWANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,48,48
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,11,11
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,7,7
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,1,1
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,6,6
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,13,13
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,10,10
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,14,14
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,195,195
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,27,27
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,8,8
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,5,5
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,3,3
URUBICHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
UYUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
VACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,12,12
VALLEGRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,4,4
VIACHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2018-01-01,80,80
