,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,25,34,172,152,197,186,383
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,17,16,77,68,94,84,178
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,18,19,102,105,120,124,244
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,105,86,444,353,549,439,988
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,4,36,51,45,55,100
VILLA CHARCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,27,19,144,136,171,155,326
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,44,64,297,284,341,348,689
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,2,36,32,36,34,70
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,7,94,104,108,111,219
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,7,92,81,97,88,185
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,201,164,871,713,1072,877,1949
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,7,89,62,98,69,167
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,35,40,262,256,297,296,593
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,44,64,330,307,374,371,745
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,8,56,62,66,70,136
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,3,21,19,23,22,45
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,212,206,386,359,598,565,1163
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,5,52,46,57,51,108
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,320,236,472,431,792,667,1459
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,5,57,40,60,45,105
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,2,47,43,49,45,94
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,30,29,454,411,484,440,924
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,28,21,73,67,101,88,189
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,4,52,54,63,58,121
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,51,47,54,49,103
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,0,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,4,50,48,56,52,108
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,6,37,33,39,39,78
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,39,35,258,216,297,251,548
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,14,100,95,112,109,221
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,71,75,204,189,275,264,539
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,4,3,32,26,36,29,65
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,8,21,23,26,31,57
ALTO BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,14,11,95,62,109,73,182
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,9,10,89,72,98,82,180
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,0,32,30,34,30,64
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,1,27,24,27,25,52
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,26,13,43,35,69,48,117
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,9,14,175,172,184,186,370
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,2,42,35,47,37,84
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,35,55,77,81,112,136,248
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,8,175,149,185,157,342
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,16,7,124,125,140,132,272
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,56,42,183,216,239,258,497
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,9,83,88,88,97,185
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,2,32,46,34,48,82
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,9,67,60,72,69,141
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,9,11,64,94,73,105,178
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,24,33,262,275,286,308,594
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,9,7,84,72,93,79,172
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,17,11,125,115,142,126,268
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,7,46,39,47,46,93
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,0,10,16,10,16,26
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,1,15,12,16,13,29
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,3,18,15,20,18,38
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,93,84,119,110,212,194,406
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,23,271,233,283,256,539
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,16,20,90,53,106,73,179
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,0,27,14,28,14,42
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,4,19,27,22,31,53
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,18,15,75,66,93,81,174
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,18,19,141,144,159,163,322
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,9,61,58,73,67,140
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,9,77,72,87,81,168
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,11,3,97,94,108,97,205
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,5,29,40,32,45,77
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,11,12,100,92,111,104,215
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,30,31,127,114,157,145,302
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,3,17,24,20,27,47
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,115,74,283,238,398,312,710
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,27,30,260,220,287,250,537
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,16,9,59,65,75,74,149
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,21,8,177,154,198,162,360
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,70,53,330,341,400,394,794
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,18,136,125,148,143,291
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,13,7,94,76,107,83,190
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,15,18,13,24,28,42,70
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,1,4,2,4,3,7
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,0,8,4,10,4,14
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,44,43,373,365,417,408,825
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,5,59,79,61,84,145
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,53,54,211,222,264,276,540
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,1,13,11,14,12,26
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,19,94,117,106,136,242
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,86,70,170,242,256,312,568
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,3,35,20,40,23,63
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,2,15,11,16,13,29
CHUA COCANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,2,6,12,13,14,27
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,46,32,77,81,123,113,236
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,5,67,63,77,68,145
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,12,18,60,44,72,62,134
CKOCHAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,16,17,134,125,150,142,292
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,58,52,150,122,208,174,382
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,71,159,472,448,543,607,1150
COCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,19,17,175,159,194,176,370
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1504,1410,3573,3256,5077,4666,9743
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,1,7,2,7,3,10
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,141,147,469,451,610,598,1208
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,6,4,145,138,151,142,293
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,3,22,10,22,13,35
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,26,29,203,161,229,190,419
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,17,7,3,1,20,8,28
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,45,46,297,273,342,319,661
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,11,5,58,64,69,69,138
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,30,23,133,147,163,170,333
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,1,31,18,32,19,51
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,22,10,125,106,147,116,263
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,5,14,8,19,13,32
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,20,21,116,113,136,134,270
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,9,5,76,55,85,60,145
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,14,12,147,113,161,125,286
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,9,65,56,68,65,133
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,32,21,139,92,171,113,284
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,4,46,30,53,34,87
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,28,22,174,165,202,187,389
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,68,57,431,379,499,436,935
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,0,1,2,1,2,3
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,24,11,69,72,93,83,176
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,2,10,9,11,11,22
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,3,23,30,24,33,57
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,21,20,153,178,174,198,372
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,2,40,40,47,42,89
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,3,23,21,24,24,48
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,6,30,35,40,41,81
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1186,1047,5905,5633,7091,6680,13771
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,4,58,46,63,50,113
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,11,103,91,113,102,215
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,8,7,99,73,107,80,187
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,59,46,332,334,391,380,771
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,4,32,20,33,24,57
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,10,16,207,211,217,227,444
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,62,44,323,283,385,327,712
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,1,1,6,1,7,8
ESCOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,8,10,22,26,30,36,66
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,1,0,2,0,3,3
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,18,8,64,35,82,43,125
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,0,15,7,16,7,23
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,3,17,12,24,15,39
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,14,11,111,115,125,126,251
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,4,3,34,42,38,45,83
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,40,36,115,120,155,156,311
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,8,3,81,63,89,66,155
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,15,21,133,147,148,168,316
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,6,40,35,43,41,84
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,74,75,441,419,515,494,1009
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,13,15,124,136,137,151,288
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,8,12,58,60,66,72,138
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,4,6,26,33,30,39,69
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,1,1,8,15,9,16,25
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,28,23,219,210,247,233,480
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,2,26,38,29,40,69
HUARINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,3,4,28,47,31,51,82
HUATAJATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,2,14,25,21,27,48
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,2,5,39,37,41,42,83
HUMANATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,7,2,25,27,32,29,61
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,6,0,22,20,28,20,48
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,4,5,70,64,74,69,143
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,27,13,101,87,128,100,228
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,0,2,14,9,14,11,25
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,11,13,86,63,97,76,173
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-07-01,5,7,73,66,78,73,151
