,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,9,63,79,69,88,157
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,6,103,90,113,96,209
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,10,122,91,133,101,234
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,23,19,200,125,223,144,367
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,4,24,21,28,25,53
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,6,42,60,53,66,119
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,2,38,56,39,58,97
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,4,26,20,29,24,53
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,10,124,138,132,148,280
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,14,9,54,57,68,66,134
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,4,57,50,62,54,116
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,28,21,177,191,205,212,417
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,8,81,100,89,108,197
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,5,121,99,132,104,236
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,5,58,61,60,66,126
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,10,91,82,101,92,193
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,10,112,140,120,150,270
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,29,16,47,26,76,42,118
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,7,40,34,46,41,87
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,7,36,58,42,65,107
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,2,16,9,17,11,28
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,233,268,936,870,1169,1138,2307
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,9,69,57,78,66,144
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,1,19,5,19,6,25
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,30,29,187,201,217,230,447
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,18,72,58,76,76,152
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,6,95,95,106,101,207
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,8,85,99,93,107,200
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,4,38,49,39,53,92
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,0,84,88,90,88,178
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,3,59,47,60,50,110
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,17,15,17,15,32
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,2,69,71,75,73,148
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,52,50,474,486,526,536,1062
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,10,146,164,156,174,330
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,20,16,181,133,201,149,350
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,2,23,28,24,30,54
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,271,226,560,532,831,758,1589
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,4,75,69,85,73,158
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,6,10,6,10,16
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,13,9,124,117,137,126,263
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,2,102,83,102,85,187
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,151,153,809,835,960,988,1948
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,1,83,88,89,89,178
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,3,87,89,89,92,181
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,2,22,19,23,21,44
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,109,103,947,876,1056,979,2035
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,7,43,30,46,37,83
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,26,15,183,146,209,161,370
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,53,42,53,42,95
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,9,127,106,136,115,251
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,8,56,64,66,72,138
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,4,9,12,10,16,26
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,13,9,65,60,78,69,147
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,2,18,17,20,19,39
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,0,13,16,14,16,30
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,4,59,58,65,62,127
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,3,85,119,88,122,210
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,4,322,269,323,273,596
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,9,68,45,76,54,130
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,14,13,147,138,161,151,312
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,30,22,180,166,210,188,398
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,60,48,314,354,374,402,776
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,2,12,9,16,11,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,15,14,56,63,71,77,148
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,41,16,41,16,57
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,2,76,64,82,66,148
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,1,62,39,72,40,112
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,30,20,348,335,378,355,733
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,3,43,57,45,60,105
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,19,181,190,192,209,401
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,18,20,297,358,315,378,693
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,3,81,63,88,66,154
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,12,4,125,99,137,103,240
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,14,17,14,17,31
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,5,107,99,114,104,218
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,37,28,228,253,265,281,546
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,1,29,30,30,31,61
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,1,4,3,4,4,8
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,4,28,21,33,25,58
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,2,12,11,12,13,25
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,8,53,47,59,55,114
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,12,10,53,41,65,51,116
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,28,45,69,63,97,108,205
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1148,1044,3307,3049,4455,4093,8548
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,63,71,63,71,134
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,19,13,95,73,114,86,200
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,2,18,16,20,18,38
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,4,83,92,88,96,184
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,5,29,41,36,46,82
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,3,21,26,24,29,53
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,6,41,34,48,40,88
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,1,27,30,27,31,58
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,4,64,61,66,65,131
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,7,32,30,38,37,75
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,17,17,301,211,318,228,546
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,17,10,148,139,165,149,314
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,3,32,28,34,31,65
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,46,50,362,351,408,401,809
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,9,51,49,53,58,111
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,9,84,84,93,93,186
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,52,23,79,75,131,98,229
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,343,346,2283,2429,2626,2775,5401
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,0,1,4,2,4,6
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,12,9,29,18,41,27,68
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,10,72,83,76,93,169
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,6,67,60,76,66,142
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,1,6,7,6,8,14
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,32,29,243,220,275,249,524
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,13,130,107,140,120,260
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,5,18,15,20,20,40
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,6,62,68,72,74,146
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,356,332,1101,1061,1457,1393,2850
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,11,4,127,114,138,118,256
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,6,84,76,87,82,169
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,12,7,68,74,80,81,161
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,18,20,119,113,137,133,270
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,13,7,124,104,137,111,248
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,64,63,493,431,557,494,1051
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,10,18,155,129,165,147,312
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,3,6,5,7,8,15
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,3,50,38,55,41,96
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,0,2,1,2,1,3
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,14,3,46,39,60,42,102
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,1,4,41,34,42,38,80
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,10,94,98,101,108,209
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,6,81,76,85,82,167
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,6,81,79,90,85,175
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,19,20,118,116,137,136,273
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,3,28,23,32,26,58
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,0,9,7,12,7,19
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,133,115,438,437,571,552,1123
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,33,22,268,242,301,264,565
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,4,21,48,23,52,75
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,9,64,52,70,61,131
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,25,29,153,151,178,180,358
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,23,32,96,115,119,147,266
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,7,64,52,73,59,132
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,12,13,158,139,170,152,322
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,8,9,67,71,75,80,155
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,8,95,96,99,104,203
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,91,82,274,228,365,310,675
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,2,0,45,66,47,66,113
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,16,20,124,123,140,143,283
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,19,9,232,254,251,263,514
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,3,71,47,71,50,121
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,7,99,69,104,76,180
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,5,96,74,103,79,182
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,137,120,636,597,773,717,1490
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,3,87,68,96,71,167
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,32,32,269,263,301,295,596
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,105,97,227,204,332,301,633
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,6,66,67,71,73,144
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,3,4,18,24,21,28,49
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,47,38,404,411,451,449,900
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,6,57,47,61,53,114
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,258,246,456,413,714,659,1373
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,4,4,51,50,55,54,109
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,7,1,46,51,53,52,105
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,43,36,336,326,379,362,741
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,9,13,105,72,114,85,199
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,5,6,64,53,69,59,128
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,4,52,47,58,51,109
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,0,1,0,0,0,1,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-11-01,6,4,51,52,57,56,113
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,0,42,48,49,48,97
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,22,15,158,141,180,156,336
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,8,10,64,58,72,68,140
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,54,54,130,109,184,163,347
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,6,7,17,16,23,23,46
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,4,4,32,22,36,26,62
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,8,12,67,47,75,59,134
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,3,6,85,66,88,72,160
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,2,25,35,25,37,62
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,2,8,19,21,21,29,50
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,10,73,45,73,55,128
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,13,13,127,135,140,148,288
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,8,1,49,37,57,38,95
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,3,3,62,76,65,79,144
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,5,5,66,77,71,82,153
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,14,13,115,115,129,128,257
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,29,31,96,98,125,129,254
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,10,18,73,59,83,77,160
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,1,36,33,36,34,70
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,3,2,41,50,44,52,96
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,9,9,57,75,66,84,150
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,21,26,192,179,213,205,418
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,6,83,71,90,77,167
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,12,7,84,91,96,98,194
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,3,3,35,32,38,35,73
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,2,2,18,22,20,24,44
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,2,7,12,7,14,21
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,4,2,22,10,26,12,38
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,49,52,133,103,182,155,337
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,15,13,261,270,276,283,559
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,3,6,68,47,71,53,124
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,0,17,13,17,13,30
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,5,6,13,20,18,26,44
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,15,13,88,91,103,104,207
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,13,10,65,62,78,72,150
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,2,2,71,53,73,55,128
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,7,85,67,92,74,166
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,2,2,63,67,65,69,134
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,1,1,30,28,31,29,60
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,5,71,68,78,73,151
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,13,108,99,115,112,227
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,2,0,20,18,22,18,40
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,36,24,187,162,223,186,409
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,10,6,180,150,190,156,346
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,7,5,57,55,64,60,124
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,9,8,141,130,150,138,288
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,19,25,217,252,236,277,513
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-12-01,0,0,0,3,0,3,3
