,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,10,8,12,22,22,30,52
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,24,14,111,79,135,93,228
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,40,35,459,483,499,518,1017
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,5,6,56,41,61,47,108
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,5,11,126,119,131,130,261
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,0,14,19,14,19,33
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,3,118,90,125,93,218
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,15,16,140,160,155,176,331
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,0,20,21,20,21,41
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,0,15,17,15,17,32
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,1,19,19,21,20,41
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,0,3,10,4,10,14
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,8,34,32,40,40,80
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,1,2,6,3,7,10
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,14,11,18,19,32,51
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,2,64,52,65,54,119
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,944,829,1500,1377,2444,2206,4650
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,0,51,62,51,62,113
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,15,13,33,39,48,52,100
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,1,6,10,6,11,17
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,6,64,58,67,64,131
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,3,15,13,16,16,32
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,4,22,19,23,23,46
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,4,46,65,49,69,118
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,2,24,18,26,20,46
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,9,7,36,44,45,51,96
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,5,19,34,21,39,60
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,34,32,217,195,251,227,478
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,4,142,142,150,146,296
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,4,0,20,9,24,9,33
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,45,58,163,159,208,217,425
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,11,79,111,87,122,209
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,6,87,72,93,78,171
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,13,13,67,37,80,50,130
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,288,273,1383,1325,1671,1598,3269
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,6,0,0,2,6,8
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,24,23,15,19,39,42,81
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,5,42,32,43,37,80
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,5,89,80,95,85,180
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,0,8,10,9,10,19
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,42,52,126,137,168,189,357
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,9,6,200,202,209,208,417
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,2,20,17,22,19,41
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,10,6,31,39,41,45,86
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,307,296,608,505,915,801,1716
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,12,6,208,216,220,222,442
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,12,13,49,63,61,76,137
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,15,13,49,55,64,68,132
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,15,15,97,90,112,105,217
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,28,26,64,53,92,79,171
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,63,64,291,280,354,344,698
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,8,73,85,79,93,172
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,0,5,3,6,3,9
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,8,18,29,21,37,58
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,11,14,36,33,47,47,94
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,1,37,24,39,25,64
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,3,48,50,55,53,108
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,7,161,184,169,191,360
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,4,1,75,58,79,59,138
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,19,14,57,50,76,64,140
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,6,25,31,28,37,65
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,2,11,14,12,16,28
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,147,148,386,388,533,536,1069
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,43,32,171,186,214,218,432
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,2,26,16,27,18,45
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,0,46,59,49,59,108
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,19,15,109,89,128,104,232
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,24,10,88,93,112,103,215
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,24,20,109,103,133,123,256
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,6,54,50,60,56,116
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,32,34,99,95,131,129,260
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,10,71,50,78,60,138
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,43,44,197,158,240,202,442
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,4,57,78,58,82,140
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,9,12,182,158,191,170,361
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,23,21,207,185,230,206,436
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,1,44,60,45,61,106
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,18,20,23,19,41,39,80
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,11,9,181,149,192,158,350
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,118,103,622,567,740,670,1410
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,4,7,85,75,89,82,171
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,17,14,195,159,212,173,385
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,11,8,101,83,112,91,203
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,5,4,108,93,113,97,210
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,3,9,18,10,21,31
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,161,154,218,340,379,494,873
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,6,55,49,62,55,117
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,45,45,390,338,435,383,818
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,4,94,103,102,107,209
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,2,26,29,33,31,64
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,41,46,184,170,225,216,441
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,5,5,32,29,37,34,71
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,8,8,94,95,102,103,205
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,7,103,87,106,94,200
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,3,103,105,105,108,213
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,3,68,73,71,76,147
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,21,26,174,184,195,210,405
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,13,14,73,66,86,80,166
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,38,34,160,165,198,199,397
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,5,7,8,9,13,16,29
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,4,4,66,58,70,62,132
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,6,12,58,73,64,85,149
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,5,113,123,116,128,244
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,5,5,84,83,89,88,177
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,4,19,16,22,20,42
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,13,9,43,35,56,44,100
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,11,8,152,167,163,175,338
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,5,50,46,53,51,104
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,10,2,82,74,92,76,168
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,17,10,174,181,191,191,382
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,20,26,168,132,188,158,346
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,27,28,62,62,89,90,179
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,12,13,119,113,131,126,257
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,1,38,49,38,50,88
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,9,5,38,46,47,51,98
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,4,3,48,43,52,46,98
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,15,21,233,188,248,209,457
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,42,47,172,151,214,198,412
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,7,11,72,84,79,95,174
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,7,3,38,28,45,31,76
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,0,23,19,26,19,45
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,1,1,14,16,15,17,32
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,2,40,46,40,48,88
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,54,55,100,104,154,159,313
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,30,35,294,307,324,342,666
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,11,14,91,84,102,98,200
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,0,29,33,29,33,62
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,5,7,17,24,22,31,53
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,10,13,94,87,104,100,204
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,16,18,92,104,108,122,230
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,18,20,44,52,62,72,134
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,9,4,80,65,89,69,158
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,48,39,42,27,90,66,156
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,7,6,45,29,52,35,87
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,9,7,86,99,95,106,201
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,5,9,140,158,145,167,312
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,1,38,27,38,28,66
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,79,66,325,310,404,376,780
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,9,11,146,116,155,127,282
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,3,41,41,41,44,85
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,12,20,127,128,139,148,287
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,28,36,238,239,266,275,541
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,0,4,0,4,0,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,15,24,115,115,130,139,269
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,6,7,125,109,131,116,247
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,3,0,22,19,25,19,44
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-03-01,0,0,17,7,17,7,24
