,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,0,1,0,1
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,0,4,1,7,1,8
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,3,2,3,5
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,0,0,1,1,2
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,1,2,2,4,3,7
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,2,1,3,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,5,5,8,11,13,16,29
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,28,20,29,21,50
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,5,5,0,0,5,5,10
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,2,0,2,1,4,5
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,8,5,8,6,14
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,8,4,8,5,13
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,9,4,9,4,13
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,0,1,0,1,1
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,2,41,47,44,49,93
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,5,2,5,2,7
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,7,2,7,2,9
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,11,11,20,27,31,38,69
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,3,2,3,5
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,3,12,13,13,16,29
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,0,0,0,2,0,2
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,1,4,4,6,5,11
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,2,3,4,7,11
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,11,21,12,22,34
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,3,2,3,2,5
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,9,9,9,9,18
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,1,2,1,4,5
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,0,2,1,3,4
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,0,7,2,9,2,11
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,1,3,7,6,8,14
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,0,2,0,2
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,8,5,8,7,15
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,6,4,36,17,42,21,63
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,1,8,10,12,11,23
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,1,1,1,2
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,3,15,17,15,20,35
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,8,13,12,3,20,16,36
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,1,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,0,1,0,1
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,4,10,16,13,20,33
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,9,8,10,8,18
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,2,22,19,25,21,46
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,5,12,5,12,17
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,0,1,0,1
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,5,21,31,25,36,61
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,2,5,6,6,8,14
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,21,13,22,14,36
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,3,3,3,5,6,11
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,2,0,0,2,2,4
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,0,1,0,1,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,7,4,22,21,29,25,54
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,0,0,1,1,2
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,9,5,31,21,40,26,66
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,3,8,3,8,11
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,1,1,1,3,4
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,48,42,48,42,90
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,5,2,6,2,8
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,3,1,3,2,5
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,3,2,10,4,13,17
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,3,5,4,8,7,15
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,1,2,1,3
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,0,6,4,8,4,12
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,4,14,7,14,11,25
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,5,1,5,1,6
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,5,7,5,7,12
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,6,4,1,1,7,5,12
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,6,27,22,30,28,58
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,0,2,4,4,4,8
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,2,2,2,3,5
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,45,36,636,551,681,587,1268
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,5,7,5,9,14
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,8,9,9,9,18
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,8,7,9,7,16
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,2,1,2,3
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,1,1,2,1,3
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,2,6,8,7,10,17
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,12,10,12,10,22
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,2,5,5,7,7,14
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,3,11,10,15,13,28
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,7,4,8,4,12
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,1,1,0,5,1,6
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,4,0,4,1,5
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,3,6,3,8,11
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,3,2,3,5
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,0,1,0,1,1
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,1,3,3,7,10
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,1,0,2,0,2
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,9,3,10,3,13
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,3,5,5,7,8,15
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,2,20,14,22,16,38
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,6,6,16,27,22,33,55
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,1,0,2,0,2
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,5,7,27,21,32,28,60
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,1,6,6,8,7,15
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,3,2,1,4,4,8
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,16,16,0,0,16,16,32
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,2,3,0,6,2,8
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,2,2,2,4,6
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,2,23,20,26,22,48
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,0,1,0,1
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,3,0,3,0,3
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,29,23,83,69,112,92,204
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,1,1,1,2
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,1,1,1,2
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,1,2,0,4,1,5
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,4,5,4,5,9
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,5,2,5,2,7
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,2,2,2,4,6
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,1,10,7,12,8,20
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,3,1,1,1,4,5
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,4,3,5,4,9
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,4,14,16,17,20,37
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,6,4,11,12,17,16,33
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,2,6,2,7,9
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,3,5,3,5,8
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,0,0,1,1,2
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,4,1,4,5
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,1,17,15,21,16,37
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,3,2,3,3,6
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,3,19,22,22,25,47
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,1,12,7,15,8,23
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,1,16,12,19,13,32
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,2,0,3,1,4
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,2,1,2,3
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,3,4,1,5,4,9
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,7,6,8,19,15,25,40
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,3,5,3,5,8
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,0,0,1,1,2
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,5,1,5,2,7
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,4,3,5,3,8
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,3,0,1,0,4,4
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,3,1,4,2,6
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,0,1,0,4,0,4
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,11,8,62,60,73,68,141
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,5,1,5,2,7
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,2,1,2,3
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,0,1,0,1
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,3,6,0,9,3,12
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,5,2,23,33,28,35,63
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,0,1,0,1,1
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,2,1,2,2,4
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,8,8,56,53,64,61,125
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,2,12,17,13,19,32
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,12,5,6,8,18,13,31
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,6,6,7,4,13,10,23
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,2,8,9,11,11,22
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,2,2,3,3,6
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,8,9,12,12,20,32
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,8,3,8,3,11
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,7,8,7,10,17
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,2,8,4,9,6,15
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,3,49,45,51,48,99
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,4,5,15,13,19,18,37
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,9,11,164,120,173,131,304
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,11,1,11,1,12
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,37,30,39,34,73
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,9,11,11,15,26
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,2,0,2,1,3
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,0,1,0,1
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,6,113,111,116,117,233
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,2,2,2,2,4
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,5,3,46,45,51,48,99
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,2,1,2,3
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,5,2,6,3,9
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,1,0,0,3,1,4
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,5,1,5,6
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,0,0,0,1,0,1
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,6,9,13,10,19,29
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,8,3,8,3,11
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,3,3,1,1,4,4,8
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,2,31,33,31,35,66
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,1,0,1,0,1
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,0,10,5,12,5,17
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,1,2,3,6,9
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,10,56,44,58,54,112
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,0,0,0,1,1
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,1,5,6,5,7,12
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,0,0,4,1,4,1,5
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,2,4,4,4,6,8,14
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,7,7,92,78,99,85,184
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,1,1,13,11,14,12,26
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2022-01-01,12,12,49,62,61,74,135
